deaths_0-5_circ,deaths_25+_circ,deaths_5-25_circ,Population_0-5,Population_25+,Population_5-25,STATEFP,COUNTYFP,mort_0-5_circ,mort_5-25_circ,mort_25+_circ,deaths_0-5_resp,deaths_25+_resp,deaths_5-25_resp,mort_0-5_resp,mort_5-25_resp,mort_25+_resp,deaths_0-5_all,deaths_25+_all,deaths_5-25_all,mort_0-5_all,mort_5-25_all,mort_25+_all,deaths_0-5_circ_est,deaths_25+_circ_est,deaths_5-25_circ_est,mort_0-5_circ_est,mort_5-25_circ_est,mort_25+_circ_est,deaths_0-5_resp_est,deaths_25+_resp_est,deaths_5-25_resp_est,mort_0-5_resp_est,mort_5-25_resp_est,mort_25+_resp_est,deaths_0-5_all_est,deaths_25+_all_est,deaths_5-25_all_est,mort_0-5_all_est,mort_5-25_all_est,mort_25+_all_est
,23.0,,351.0,4095.0,1337.0,27,81,,,0.005617,,,,,,,,75.0,,,,0.018315,,23.0,,,,0.005617,,,,,,,,75.0,,,,0.018315
,49.0,,1855.0,16498.0,7346.0,27,83,,,0.00297,,,,,,,,215.0,,,,0.013032,,49.0,,,,0.00297,,,,,,,,215.0,,,,0.013032
,115.0,,2124.0,24587.0,9131.0,27,85,,,0.004677,,15.0,,,,0.00061,,348.0,,,,0.014154,,115.0,,,,0.004677,,15.0,,,,0.00061,,348.0,,,,0.014154
,,,499.0,3363.0,1603.0,27,87,,,,,,,,,,,32.0,,,,0.009515,,,,,,,,,,,,,,32.0,,,,0.009515
,15.0,,579.0,6497.0,2248.0,27,89,,,0.002309,,,,,,,,61.0,,,,0.009389,,15.0,,,,0.002309,,,,,,,,61.0,,,,0.009389
,64.0,,1097.0,14064.0,4668.0,27,91,,,0.004551,,,,,,,,233.0,,,,0.016567,,64.0,,,,0.004551,,,,,,,,233.0,,,,0.016567
,51.0,,1434.0,15759.0,5917.0,27,93,,,0.003236,,,,,,,,197.0,,,,0.012501,,51.0,,,,0.003236,,,,,,,,197.0,,,,0.012501
,68.0,,1616.0,17874.0,6376.0,27,95,,,0.003804,,30.0,,,,0.001678,,317.0,,,,0.017735,,68.0,,,,0.003804,,30.0,,,,0.001678,,317.0,,,,0.017735
,53.0,,1946.0,22704.0,8171.0,27,97,,,0.002334,,25.0,,,,0.001101,,296.0,,,,0.013037,,53.0,,,,0.002334,,25.0,,,,0.001101,,296.0,,,,0.013037
,116.0,,2547.0,26252.0,10364.0,27,99,,,0.004419,,30.0,,,,0.001143,,405.0,,,,0.015427,,116.0,,,,0.004419,,30.0,,,,0.001143,,405.0,,,,0.015427
,24.0,,421.0,5972.0,1936.0,27,101,,,0.004019,,,,,,,,80.0,,,,0.013396,,24.0,,,,0.004019,,,,,,,,80.0,,,,0.013396
,60.0,,2021.0,21812.0,9742.0,27,103,,,0.002751,,12.0,,,,0.00055,,218.0,,,,0.009994,,60.0,,,,0.002751,,12.0,,,,0.00055,,218.0,,,,0.009994
,46.0,,1751.0,14028.0,6069.0,27,105,,,0.003279,,,,,,,,162.0,,,,0.011548,,46.0,,,,0.003279,,,,,,,,162.0,,,,0.011548
,12.0,,369.0,4588.0,1622.0,27,107,,,0.002616,,,,,,,,93.0,,,,0.02027,,12.0,,,,0.002616,,,,,,,,93.0,,,,0.02027
,299.0,,10839.0,103522.0,38741.0,27,109,,,0.002888,,81.0,,,,0.000782,,1054.0,,,,0.010181,,299.0,,,,0.002888,,81.0,,,,0.000782,,1054.0,,,,0.010181
,192.0,,3411.0,41319.0,13355.0,27,111,,,0.004647,,56.0,,,,0.001355,,660.0,,,,0.015973,,192.0,,,,0.004647,,56.0,,,,0.001355,,660.0,,,,0.015973
,30.0,,930.0,9766.0,3539.0,27,113,,,0.003072,,,,,,,,122.0,,,,0.012492,,30.0,,,,0.003072,,,,,,,,122.0,,,,0.012492
,79.0,,1367.0,21113.0,6394.0,27,115,,,0.003742,,,,,,,,284.0,,,,0.013451,,79.0,,,,0.003742,,,,,,,,284.0,,,,0.013451
,28.0,,626.0,6216.0,2360.0,27,117,,,0.004505,,,,,,,,112.0,,,,0.018018,,28.0,,,,0.004505,,,,,,,,112.0,,,,0.018018
,84.0,,2135.0,21160.0,8365.0,27,119,,,0.00397,,,,,,,,319.0,,,,0.015076,,84.0,,,,0.00397,,,,,,,,319.0,,,,0.015076
,37.0,,642.0,8027.0,2380.0,27,121,,,0.004609,,,,,,,,120.0,,,,0.01495,,37.0,,,,0.004609,,,,,,,,120.0,,,,0.01495
,1016.0,,38321.0,358540.0,143788.0,27,123,,,0.002834,,310.0,,,,0.000865,53.0,4005.0,42.0,0.001383,0.000292,0.01117,,1016.0,,,,0.002834,,310.0,,,,0.000865,53.0,4005.0,42.0,0.001383,0.000292,0.01117
,,,272.0,2779.0,956.0,27,125,,,,,,,,,,,11.0,,,,0.003958,,,,,,,,,,,,,,11.0,,,,0.003958
,56.0,,903.0,10393.0,3967.0,27,127,,,0.005388,,11.0,,,,0.001058,,190.0,,,,0.018282,,56.0,,,,0.005388,,11.0,,,,0.001058,,190.0,,,,0.018282
,39.0,,877.0,10323.0,3460.0,27,129,,,0.003778,,,,,,,,172.0,,,,0.016662,,39.0,,,,0.003778,,,,,,,,172.0,,,,0.016662
,126.0,,3606.0,41591.0,20425.0,27,131,,,0.00303,,36.0,,,,0.000866,,467.0,,,,0.011228,,126.0,,,,0.00303,,36.0,,,,0.000866,,467.0,,,,0.011228
,22.0,,572.0,6435.0,2557.0,27,133,,,0.003419,,,,,,,,95.0,,,,0.014763,,22.0,,,,0.003419,,,,,,,,95.0,,,,0.014763
,21.0,,951.0,10541.0,4134.0,27,135,,,0.001992,,,,,,,,119.0,,,,0.011289,,21.0,,,,0.001992,,,,,,,,119.0,,,,0.011289
,522.0,,10221.0,136036.0,53723.0,27,137,,,0.003837,,214.0,,,,0.001573,11.0,2063.0,14.0,0.001076,0.000261,0.015165,,522.0,,,,0.003837,,214.0,,,,0.001573,11.0,2063.0,14.0,0.001076,0.000261,0.015165
,167.0,,10188.0,92398.0,41094.0,27,139,,,0.001807,,41.0,,,,0.000444,,700.0,,,,0.007576,,167.0,,,,0.001807,,41.0,,,,0.000444,,700.0,,,,0.007576
,102.0,,6363.0,60546.0,26619.0,27,141,,,0.001685,,34.0,,,,0.000562,,502.0,,,,0.008291,,102.0,,,,0.001685,,34.0,,,,0.000562,,502.0,,,,0.008291
,31.0,,837.0,10189.0,3801.0,27,143,,,0.003042,,,,,,,,152.0,,,,0.014918,,31.0,,,,0.003042,,,,,,,,152.0,,,,0.014918
,240.0,,9829.0,95994.0,49829.0,27,145,,,0.0025,,94.0,,,,0.000979,,1006.0,,,,0.01048,,240.0,,,,0.0025,,94.0,,,,0.000979,,1006.0,,,,0.01048
,70.0,,2403.0,24679.0,9723.0,27,147,,,0.002836,,12.0,,,,0.000486,,283.0,,,,0.011467,,70.0,,,,0.002836,,12.0,,,,0.000486,,283.0,,,,0.011467
,23.0,,590.0,5677.0,3426.0,27,149,,,0.004051,,,,,,,,58.0,,,,0.010217,,23.0,,,,0.004051,,,,,,,,58.0,,,,0.010217
,23.0,,566.0,6602.0,2251.0,27,151,,,0.003484,,,,,,,,109.0,,,,0.01651,,23.0,,,,0.003484,,,,,,,,109.0,,,,0.01651
,61.0,,1607.0,16578.0,6048.0,27,153,,,0.00368,,11.0,,,,0.000664,,213.0,,,,0.012848,,61.0,,,,0.00368,,11.0,,,,0.000664,,213.0,,,,0.012848
,13.0,,170.0,2425.0,761.0,27,155,,,0.005361,,,,,,,,36.0,,,,0.014845,,13.0,,,,0.005361,,,,,,,,36.0,,,,0.014845
,50.0,,1198.0,15007.0,5068.0,27,157,,,0.003332,,,,,,,,168.0,,,,0.011195,,50.0,,,,0.003332,,,,,,,,168.0,,,,0.011195
,63.0,,920.0,9373.0,3468.0,27,159,,,0.006721,,,,,,,,195.0,,,,0.020804,,63.0,,,,0.006721,,,,,,,,195.0,,,,0.020804
,46.0,,1114.0,12988.0,4809.0,27,161,,,0.003542,,,,,,,,166.0,,,,0.012781,,46.0,,,,0.003542,,,,,,,,166.0,,,,0.012781
,362.0,,15326.0,169671.0,68120.0,27,163,,,0.002134,,132.0,,,,0.000778,12.0,1582.0,,0.000783,,0.009324,,362.0,,,,0.002134,,132.0,,,,0.000778,12.0,1582.0,,0.000783,,0.009324
,21.0,,754.0,7340.0,2814.0,27,165,,,0.002861,,,,,,,,85.0,,,,0.01158,,21.0,,,,0.002861,,,,,,,,85.0,,,,0.01158
,15.0,,341.0,4435.0,1582.0,27,167,,,0.003382,,,,,,,,73.0,,,,0.01646,,15.0,,,,0.003382,,,,,,,,73.0,,,,0.01646
,123.0,,2461.0,31032.0,17455.0,27,169,,,0.003964,,19.0,,,,0.000612,,412.0,,,,0.013277,,123.0,,,,0.003964,,19.0,,,,0.000612,,412.0,,,,0.013277
,211.0,,9415.0,85056.0,38079.0,27,171,,,0.002481,,63.0,,,,0.000741,,809.0,,,,0.009511,,211.0,,,,0.002481,,63.0,,,,0.000741,,809.0,,,,0.009511
,19.0,,598.0,6851.0,2486.0,27,173,,,0.002773,,,,,,,,112.0,,,,0.016348,,19.0,,,,0.002773,,,,,,,,112.0,,,,0.016348
,111.0,,1813.0,22145.0,7290.0,28,1,,,0.005012,,10.0,,,,0.000452,,397.0,,,,0.017927,,111.0,,,,0.005012,,10.0,,,,0.000452,,397.0,,,,0.017927
,142.0,,2191.0,25626.0,9487.0,28,3,,,0.005541,,56.0,,,,0.002185,,456.0,,,,0.017794,,142.0,,,,0.005541,,56.0,,,,0.002185,,456.0,,,,0.017794
,64.0,,703.0,8969.0,2786.0,28,5,,,0.007136,,11.0,,,,0.001226,,161.0,,,,0.017951,,64.0,,,,0.007136,,11.0,,,,0.001226,,161.0,,,,0.017951
,75.0,,1220.0,12701.0,5013.0,28,7,,,0.005905,,26.0,,,,0.002047,,277.0,,,,0.021809,,75.0,,,,0.005905,,26.0,,,,0.002047,,277.0,,,,0.021809
,11.0,,446.0,5785.0,2033.0,28,9,,,0.001901,,,,,,,,107.0,,,,0.018496,,11.0,,,,0.001901,,,,,,,,107.0,,,,0.018496
,132.0,,2300.0,21022.0,9415.0,28,11,,,0.006279,,25.0,,,,0.001189,,384.0,,,,0.018267,,132.0,,,,0.006279,,25.0,,,,0.001189,,384.0,,,,0.018267
,50.0,,898.0,9946.0,3766.0,28,13,,,0.005027,,,,,,,,157.0,,,,0.015785,,50.0,,,,0.005027,,,,,,,,157.0,,,,0.015785
,13.0,,477.0,7483.0,2295.0,28,15,,,0.001737,,,,,,,,91.0,,,,0.012161,,13.0,,,,0.001737,,,,,,,,91.0,,,,0.012161
,59.0,,1215.0,11359.0,4672.0,28,17,,,0.005194,,,,,,,,198.0,,,,0.017431,,59.0,,,,0.005194,,,,,,,,198.0,,,,0.017431
,14.0,,473.0,5755.0,2014.0,28,19,,,0.002433,,,,,,,,98.0,,,,0.017029,,14.0,,,,0.002433,,,,,,,,98.0,,,,0.017029
,22.0,,598.0,5341.0,3200.0,28,21,,,0.004119,,,,,,,,89.0,,,,0.016664,,22.0,,,,0.004119,,,,,,,,89.0,,,,0.016664
,79.0,,879.0,11066.0,3943.0,28,23,,,0.007139,,,,,,,,229.0,,,,0.020694,,79.0,,,,0.007139,,,,,,,,229.0,,,,0.020694
,75.0,,1064.0,13518.0,5268.0,28,25,,,0.005548,,,,,,,,223.0,,,,0.016497,,75.0,,,,0.005548,,,,,,,,223.0,,,,0.016497
,78.0,,1892.0,14789.0,7128.0,28,27,,,0.005274,,12.0,,,,0.000811,,250.0,,,,0.016904,,78.0,,,,0.005274,,12.0,,,,0.000811,,250.0,,,,0.016904
,142.0,,1739.0,18762.0,7981.0,28,29,,,0.007568,,16.0,,,,0.000853,,343.0,,,,0.018282,,142.0,,,,0.007568,,16.0,,,,0.000853,,343.0,,,,0.018282
,91.0,,1331.0,13112.0,5126.0,28,31,,,0.00694,,35.0,,,,0.002669,,257.0,,,,0.0196,,91.0,,,,0.00694,,35.0,,,,0.002669,,257.0,,,,0.0196
,400.0,,10860.0,114451.0,50300.0,28,33,,,0.003495,,137.0,,,,0.001197,13.0,1355.0,17.0,0.001197,0.000338,0.011839,,400.0,,,,0.003495,,137.0,,,,0.001197,13.0,1355.0,17.0,0.001197,0.000338,0.011839
,257.0,,4895.0,47138.0,23946.0,28,35,,,0.005452,,109.0,,,,0.002312,,768.0,,,,0.016293,,257.0,,,,0.005452,,109.0,,,,0.002312,,768.0,,,,0.016293
,11.0,,434.0,5331.0,2017.0,28,37,,,0.002063,,,,,,,,68.0,,,,0.012756,,11.0,,,,0.002063,,,,,,,,68.0,,,,0.012756
,55.0,,1754.0,15447.0,6494.0,28,39,,,0.003561,,10.0,,,,0.000647,,247.0,,,,0.01599,,55.0,,,,0.003561,,10.0,,,,0.000647,,247.0,,,,0.01599
,63.0,,639.0,9434.0,3335.0,28,41,,,0.006678,,10.0,,,,0.00106,,152.0,,,,0.016112,,63.0,,,,0.006678,,10.0,,,,0.00106,,152.0,,,,0.016112
,107.0,,1349.0,14396.0,5530.0,28,43,,,0.007433,,15.0,,,,0.001042,,273.0,,,,0.018964,,107.0,,,,0.007433,,15.0,,,,0.001042,,273.0,,,,0.018964
,172.0,,2539.0,33133.0,11119.0,28,45,,,0.005191,,66.0,,,,0.001992,,530.0,,,,0.015996,,172.0,,,,0.005191,,66.0,,,,0.001992,,530.0,,,,0.015996
,641.0,,13744.0,133992.0,55498.0,28,47,,,0.004784,,211.0,,,,0.001575,28.0,1930.0,13.0,0.002037,0.000234,0.014404,,641.0,,,,0.004784,,211.0,,,,0.001575,28.0,1930.0,13.0,0.002037,0.000234,0.014404
,801.0,,15819.0,154335.0,71075.0,28,49,,,0.00519,,158.0,,,,0.001024,32.0,2204.0,44.0,0.002023,0.000619,0.014281,,801.0,,,,0.00519,,158.0,,,,0.001024,32.0,2204.0,44.0,0.002023,0.000619,0.014281
,53.0,,1249.0,11059.0,5691.0,28,51,,,0.004792,,,,,,,,184.0,,,,0.016638,,53.0,,,,0.004792,,,,,,,,184.0,,,,0.016638
,13.0,,568.0,5456.0,2489.0,28,53,,,0.002383,,,,,,,,85.0,,,,0.015579,,13.0,,,,0.002383,,,,,,,,85.0,,,,0.015579
,,,36.0,956.0,296.0,28,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95.0,,1332.0,15857.0,6340.0,28,57,,,0.005991,,32.0,,,,0.002018,,295.0,,,,0.018604,,95.0,,,,0.005991,,32.0,,,,0.002018,,295.0,,,,0.018604
,432.0,,8216.0,95952.0,37073.0,28,59,,,0.004502,,133.0,,,,0.001386,,1286.0,12.0,,0.000324,0.013403,,432.0,,,,0.004502,,133.0,,,,0.001386,,1286.0,12.0,,0.000324,0.013403
,82.0,,1059.0,11356.0,4163.0,28,61,,,0.007221,,,,,,,,195.0,,,,0.017172,,82.0,,,,0.007221,,,,,,,,195.0,,,,0.017172
,12.0,,508.0,4951.0,1838.0,28,63,,,0.002424,,,,,,,,79.0,,,,0.015956,,12.0,,,,0.002424,,,,,,,,79.0,,,,0.015956
,47.0,,603.0,8113.0,2669.0,28,65,,,0.005793,,,,,,,,147.0,,,,0.018119,,47.0,,,,0.005793,,,,,,,,147.0,,,,0.018119
,215.0,,4704.0,44647.0,18602.0,28,67,,,0.004816,,78.0,,,,0.001747,11.0,719.0,,0.002338,,0.016104,,215.0,,,,0.004816,,78.0,,,,0.001747,11.0,719.0,,0.002338,,0.016104
,10.0,,464.0,6704.0,2728.0,28,69,,,0.001492,,,,,,,,92.0,,,,0.013723,,10.0,,,,0.001492,,,,,,,,92.0,,,,0.013723
,114.0,,2745.0,31122.0,19929.0,28,71,,,0.003663,,34.0,,,,0.001092,,347.0,,,,0.01115,,114.0,,,,0.003663,,34.0,,,,0.001092,,347.0,,,,0.01115
,147.0,,3878.0,40108.0,16928.0,28,73,,,0.003665,,38.0,,,,0.000947,,437.0,,,,0.010896,,147.0,,,,0.003665,,38.0,,,,0.000947,,437.0,,,,0.010896
,308.0,,4930.0,51962.0,20863.0,28,75,,,0.005927,,87.0,,,,0.001674,10.0,819.0,,0.002028,,0.015762,,308.0,,,,0.005927,,87.0,,,,0.001674,10.0,819.0,,0.002028,,0.015762
,48.0,,806.0,8574.0,3369.0,28,77,,,0.005598,,10.0,,,,0.001166,,153.0,,,,0.017845,,48.0,,,,0.005598,,10.0,,,,0.001166,,153.0,,,,0.017845
,65.0,,1489.0,14717.0,6414.0,28,79,,,0.004417,,14.0,,,,0.000951,,235.0,,,,0.015968,,65.0,,,,0.004417,,14.0,,,,0.000951,,235.0,,,,0.015968
,241.0,,5741.0,56712.0,22928.0,28,81,,,0.00425,,121.0,,,,0.002134,,901.0,,,,0.015887,,241.0,,,,0.00425,,121.0,,,,0.002134,,901.0,,,,0.015887
,157.0,,2236.0,18195.0,9425.0,28,83,,,0.008629,,,,,,,,367.0,,,,0.02017,,157.0,,,,0.008629,,,,,,,,367.0,,,,0.02017
,147.0,,2242.0,23311.0,8970.0,28,85,,,0.006306,,47.0,,,,0.002016,,382.0,,,,0.016387,,147.0,,,,0.006306,,47.0,,,,0.002016,,382.0,,,,0.016387
,175.0,,3824.0,39685.0,16093.0,28,87,,,0.00441,,86.0,,,,0.002167,,620.0,,,,0.015623,,175.0,,,,0.00441,,86.0,,,,0.002167,,620.0,,,,0.015623
,249.0,,6712.0,69353.0,29049.0,28,89,,,0.00359,,81.0,,,,0.001168,,916.0,14.0,,0.000482,0.013208,,249.0,,,,0.00359,,81.0,,,,0.001168,,916.0,14.0,,0.000482,0.013208
,81.0,,1478.0,17263.0,6510.0,28,91,,,0.004692,,44.0,,,,0.002549,,326.0,,,,0.018884,,81.0,,,,0.004692,,44.0,,,,0.002549,,326.0,,,,0.018884
,85.0,,2137.0,24523.0,9141.0,28,93,,,0.003466,,23.0,,,,0.000938,,349.0,,,,0.014232,,85.0,,,,0.003466,,23.0,,,,0.000938,,349.0,,,,0.014232
,150.0,,2111.0,24707.0,9055.0,28,95,,,0.006071,,28.0,,,,0.001133,,443.0,,,,0.01793,,150.0,,,,0.006071,,28.0,,,,0.001133,,443.0,,,,0.01793
,43.0,,620.0,7067.0,2500.0,28,97,,,0.006085,,,,,,,,126.0,,,,0.017829,,43.0,,,,0.006085,,,,,,,,126.0,,,,0.017829
,131.0,,2085.0,18611.0,8707.0,28,99,,,0.007039,,50.0,,,,0.002687,,407.0,,,,0.021869,,131.0,,,,0.007039,,50.0,,,,0.002687,,407.0,,,,0.021869
,78.0,,1395.0,14026.0,6137.0,28,101,,,0.005561,,27.0,,,,0.001925,,268.0,,,,0.019107,,78.0,,,,0.005561,,27.0,,,,0.001925,,268.0,,,,0.019107
,24.0,,797.0,7174.0,3067.0,28,103,,,0.003345,,,,,,,,117.0,,,,0.016309,,24.0,,,,0.003345,,,,,,,,117.0,,,,0.016309
,73.0,,2555.0,25431.0,21847.0,28,105,,,0.002871,,13.0,,,,0.000511,,287.0,,,,0.011285,,73.0,,,,0.002871,,13.0,,,,0.000511,,287.0,,,,0.011285
,131.0,,2364.0,22407.0,9393.0,28,107,,,0.005846,,17.0,,,,0.000759,,381.0,,,,0.017004,,131.0,,,,0.005846,,17.0,,,,0.000759,,381.0,,,,0.017004
,165.0,,3232.0,37626.0,14452.0,28,109,,,0.004385,,90.0,,,,0.002392,,647.0,,,,0.017196,,165.0,,,,0.004385,,90.0,,,,0.002392,,647.0,,,,0.017196
,12.0,,732.0,8376.0,3137.0,28,111,,,0.001433,,13.0,,,,0.001552,,120.0,,,,0.014327,,12.0,,,,0.001433,,13.0,,,,0.001552,,120.0,,,,0.014327
,150.0,,2682.0,25510.0,11475.0,28,113,,,0.00588,,37.0,,,,0.00145,,496.0,,,,0.019443,,150.0,,,,0.00588,,37.0,,,,0.00145,,496.0,,,,0.019443
,80.0,,2232.0,20580.0,8738.0,28,115,,,0.003887,,22.0,,,,0.001069,,289.0,,,,0.014043,,80.0,,,,0.003887,,22.0,,,,0.001069,,289.0,,,,0.014043
,92.0,,1463.0,16961.0,6832.0,28,117,,,0.005424,,44.0,,,,0.002594,,296.0,,,,0.017452,,92.0,,,,0.005424,,44.0,,,,0.002594,,296.0,,,,0.017452
,,,457.0,4909.0,1983.0,28,119,,,,,,,,,,,73.0,,,,0.014871,,,,,,,,,,,,,,73.0,,,,0.014871
,322.0,,9325.0,102796.0,38107.0,28,121,,,0.003132,,138.0,,,,0.001342,11.0,1107.0,10.0,0.00118,0.000262,0.010769,,322.0,,,,0.003132,,138.0,,,,0.001342,11.0,1107.0,10.0,0.00118,0.000262,0.010769
,82.0,,2153.0,18286.0,7768.0,28,123,,,0.004484,,,,,,,,252.0,,,,0.013781,,82.0,,,,0.004484,,,,,,,,252.0,,,,0.013781
,,,295.0,3045.0,1212.0,28,125,,,,,,,,,,,43.0,,,,0.014122,,,,,,,,,,,,,,43.0,,,,0.014122
,80.0,,1504.0,18132.0,7276.0,28,127,,,0.004412,,48.0,,,,0.002647,,286.0,,,,0.015773,,80.0,,,,0.004412,,48.0,,,,0.002647,,286.0,,,,0.015773
,33.0,,913.0,10884.0,4112.0,28,129,,,0.003032,,15.0,,,,0.001378,,163.0,,,,0.014976,,33.0,,,,0.003032,,15.0,,,,0.001378,,163.0,,,,0.014976
,58.0,,1051.0,11863.0,5098.0,28,131,,,0.004889,,,,,,,,192.0,,,,0.016185,,58.0,,,,0.004889,,,,,,,,192.0,,,,0.016185
,98.0,,1543.0,17565.0,7299.0,28,133,,,0.005579,,,,,,,,285.0,,,,0.016225,,98.0,,,,0.005579,,,,,,,,285.0,,,,0.016225
,25.0,,755.0,9949.0,3690.0,28,135,,,0.002513,,,,,,,,137.0,,,,0.01377,,25.0,,,,0.002513,,,,,,,,137.0,,,,0.01377
,75.0,,1549.0,18348.0,8304.0,28,137,,,0.004088,,32.0,,,,0.001744,,284.0,,,,0.015479,,75.0,,,,0.004088,,32.0,,,,0.001744,,284.0,,,,0.015479
,85.0,,1386.0,14707.0,6097.0,28,139,,,0.00578,,27.0,,,,0.001836,,269.0,,,,0.018291,,85.0,,,,0.00578,,27.0,,,,0.001836,,269.0,,,,0.018291
,99.0,,1043.0,13655.0,4793.0,28,141,,,0.00725,,,,,,,,259.0,,,,0.018967,,99.0,,,,0.00725,,,,,,,,259.0,,,,0.018967
,12.0,,909.0,6286.0,3039.0,28,143,,,0.001909,,,,,,,,84.0,,,,0.013363,,12.0,,,,0.001909,,,,,,,,84.0,,,,0.013363
,110.0,,1845.0,18905.0,7561.0,28,145,,,0.005819,,26.0,,,,0.001375,,315.0,,,,0.016662,,110.0,,,,0.005819,,26.0,,,,0.001375,,315.0,,,,0.016662
,60.0,,872.0,9901.0,3826.0,28,147,,,0.00606,,,,,,,,180.0,,,,0.01818,,60.0,,,,0.00606,,,,,,,,180.0,,,,0.01818
,196.0,,2967.0,31710.0,12463.0,28,149,,,0.006181,,57.0,,,,0.001798,,561.0,,,,0.017692,,196.0,,,,0.006181,,57.0,,,,0.001798,,561.0,,,,0.017692
,148.0,,3669.0,30289.0,13273.0,28,151,,,0.004886,,33.0,,,,0.00109,,566.0,,,,0.018687,,148.0,,,,0.004886,,33.0,,,,0.00109,,566.0,,,,0.018687
,67.0,,1328.0,13722.0,5430.0,28,153,,,0.004883,,,,,,,,204.0,,,,0.014867,,67.0,,,,0.004883,,,,,,,,204.0,,,,0.014867
,50.0,,585.0,6716.0,2466.0,28,155,,,0.007445,,,,,,,,121.0,,,,0.018017,,50.0,,,,0.007445,,,,,,,,121.0,,,,0.018017
,43.0,,526.0,6316.0,2205.0,28,157,,,0.006808,,,,,,,,117.0,,,,0.018524,,43.0,,,,0.006808,,,,,,,,117.0,,,,0.018524
,61.0,,961.0,12496.0,4703.0,28,159,,,0.004882,,,,,,,,215.0,,,,0.017206,,61.0,,,,0.004882,,,,,,,,215.0,,,,0.017206
,52.0,,781.0,8635.0,3055.0,28,161,,,0.006022,,,,,,,,174.0,,,,0.020151,,52.0,,,,0.006022,,,,,,,,174.0,,,,0.020151
,65.0,,1781.0,18318.0,7165.0,28,163,,,0.003548,,,,,,,,300.0,,,,0.016377,,65.0,,,,0.003548,,,,,,,,300.0,,,,0.016377
,56.0,,1215.0,13546.0,10598.0,29,1,,,0.004134,,,,,,,,193.0,,,,0.014248,,56.0,,,,0.004134,,,,,,,,193.0,,,,0.014248
,44.0,,997.0,12048.0,4305.0,29,3,,,0.003652,,10.0,,,,0.00083,,160.0,,,,0.01328,,44.0,,,,0.003652,,10.0,,,,0.00083,,160.0,,,,0.01328
,,,277.0,3874.0,1142.0,29,5,,,,,,,,,,,60.0,,,,0.015488,,,,,,,,,,,,,,60.0,,,,0.015488
,87.0,,1670.0,17861.0,6490.0,29,7,,,0.004871,,10.0,,,,0.00056,,283.0,,,,0.015845,,87.0,,,,0.004871,,10.0,,,,0.00056,,283.0,,,,0.015845
,152.0,,2090.0,24957.0,8685.0,29,9,,,0.00609,,36.0,,,,0.001442,,428.0,,,,0.017149,,152.0,,,,0.00609,,36.0,,,,0.001442,,428.0,,,,0.017149
,26.0,,715.0,8078.0,3115.0,29,11,,,0.003219,,,,,,,,121.0,,,,0.014979,,26.0,,,,0.003219,,,,,,,,121.0,,,,0.014979
,52.0,,992.0,11271.0,4154.0,29,13,,,0.004614,,,,,,,,190.0,,,,0.016857,,52.0,,,,0.004614,,,,,,,,190.0,,,,0.016857
,78.0,,779.0,14548.0,3512.0,29,15,,,0.005362,,23.0,,,,0.001581,,288.0,,,,0.019797,,78.0,,,,0.005362,,23.0,,,,0.001581,,288.0,,,,0.019797
,24.0,,651.0,8511.0,2890.0,29,17,,,0.00282,,,,,,,,132.0,,,,0.015509,,24.0,,,,0.00282,,,,,,,,132.0,,,,0.015509
,287.0,,10414.0,105666.0,60514.0,29,19,,,0.002716,,106.0,,,,0.001003,11.0,1012.0,10.0,0.001056,0.000165,0.009577,,287.0,,,,0.002716,,106.0,,,,0.001003,11.0,1012.0,10.0,0.001056,0.000165,0.009577
,259.0,,5664.0,60337.0,22937.0,29,21,,,0.004293,,124.0,,,,0.002055,,876.0,,,,0.014518,,259.0,,,,0.004293,,124.0,,,,0.002055,,876.0,,,,0.014518
,146.0,,2746.0,29311.0,10682.0,29,23,,,0.004981,,70.0,,,,0.002388,,493.0,,,,0.01682,,146.0,,,,0.004981,,70.0,,,,0.002388,,493.0,,,,0.01682
,,,484.0,6198.0,2380.0,29,25,,,,,,,,,,,91.0,,,,0.014682,,,,,,,,,,,,,,91.0,,,,0.014682
,104.0,,2542.0,30540.0,11996.0,29,27,,,0.003405,,44.0,,,,0.001441,,379.0,,,,0.01241,,104.0,,,,0.003405,,44.0,,,,0.001441,,379.0,,,,0.01241
,127.0,,2141.0,33645.0,8711.0,29,29,,,0.003775,,59.0,,,,0.001754,,482.0,,,,0.014326,,127.0,,,,0.003775,,59.0,,,,0.001754,,482.0,,,,0.014326
,286.0,,4567.0,50747.0,23599.0,29,31,,,0.005636,,95.0,,,,0.001872,,846.0,,,,0.016671,,286.0,,,,0.005636,,95.0,,,,0.001872,,846.0,,,,0.016671
,37.0,,520.0,6220.0,2173.0,29,33,,,0.005949,,,,,,,,109.0,,,,0.017524,,37.0,,,,0.005949,,,,,,,,109.0,,,,0.017524
,10.0,,357.0,4256.0,1555.0,29,35,,,0.00235,,,,,,,,69.0,,,,0.016212,,10.0,,,,0.00235,,,,,,,,69.0,,,,0.016212
,240.0,,6213.0,69574.0,27058.0,29,37,,,0.00345,,128.0,,,,0.00184,,904.0,,,,0.012993,,240.0,,,,0.00345,,128.0,,,,0.00184,,904.0,,,,0.012993
