deaths_0-5_circ,deaths_25+_circ,deaths_5-25_circ,Population_0-5,Population_25+,Population_5-25,STATEFP,COUNTYFP,mort_0-5_circ,mort_5-25_circ,mort_25+_circ,deaths_0-5_resp,deaths_25+_resp,deaths_5-25_resp,mort_0-5_resp,mort_5-25_resp,mort_25+_resp,deaths_0-5_all,deaths_25+_all,deaths_5-25_all,mort_0-5_all,mort_5-25_all,mort_25+_all,deaths_0-5_circ_est,deaths_25+_circ_est,deaths_5-25_circ_est,mort_0-5_circ_est,mort_5-25_circ_est,mort_25+_circ_est,deaths_0-5_resp_est,deaths_25+_resp_est,deaths_5-25_resp_est,mort_0-5_resp_est,mort_5-25_resp_est,mort_25+_resp_est,deaths_0-5_all_est,deaths_25+_all_est,deaths_5-25_all_est,mort_0-5_all_est,mort_5-25_all_est,mort_25+_all_est
,,,291.0,3793.0,1128.0,17,59,,,,,,,,,,,52.0,,,,0.013709,,,,,,,,,,,,,,52.0,,,,0.013709
,23.0,,695.0,9251.0,3147.0,17,61,,,0.002486,,11.0,,,,0.001189,,172.0,,,,0.018593,,23.0,,,,0.002486,,11.0,,,,0.001189,,172.0,,,,0.018593
,112.0,,3122.0,33552.0,13763.0,17,63,,,0.003338,,46.0,,,,0.001371,,372.0,,,,0.011087,,112.0,,,,0.003338,,46.0,,,,0.001371,,372.0,,,,0.011087
,23.0,,411.0,5694.0,1956.0,17,65,,,0.004039,,,,,,,,88.0,,,,0.015455,,23.0,,,,0.004039,,,,,,,,88.0,,,,0.015455
,55.0,,960.0,13387.0,4161.0,17,67,,,0.004108,,,,,,,,212.0,,,,0.015836,,55.0,,,,0.004108,,,,,,,,212.0,,,,0.015836
,11.0,,140.0,3030.0,854.0,17,69,,,0.00363,,,,,,,,62.0,,,,0.020462,,11.0,,,,0.00363,,,,,,,,62.0,,,,0.020462
,21.0,,341.0,5108.0,1420.0,17,71,,,0.004111,,,,,,,,79.0,,,,0.015466,,21.0,,,,0.004111,,,,,,,,79.0,,,,0.015466
,172.0,,2678.0,34441.0,12161.0,17,73,,,0.004994,,55.0,,,,0.001597,,551.0,,,,0.015998,,172.0,,,,0.004994,,55.0,,,,0.001597,,551.0,,,,0.015998
,129.0,,1481.0,20031.0,6822.0,17,75,,,0.00644,,24.0,,,,0.001198,,385.0,,,,0.01922,,129.0,,,,0.00644,,24.0,,,,0.001198,,385.0,,,,0.01922
,120.0,,3262.0,35061.0,20547.0,17,77,,,0.003423,,54.0,,,,0.00154,,443.0,,,,0.012635,,120.0,,,,0.003423,,54.0,,,,0.00154,,443.0,,,,0.012635
,10.0,,541.0,6702.0,2293.0,17,79,,,0.001492,,,,,,,,102.0,,,,0.015219,,10.0,,,,0.001492,,,,,,,,102.0,,,,0.015219
,110.0,,2497.0,26909.0,9054.0,17,81,,,0.004088,,40.0,,,,0.001486,,392.0,,,,0.014568,,110.0,,,,0.004088,,40.0,,,,0.001486,,392.0,,,,0.014568
,71.0,,1088.0,15396.0,5541.0,17,83,,,0.004612,,23.0,,,,0.001494,,261.0,,,,0.016952,,71.0,,,,0.004612,,23.0,,,,0.001494,,261.0,,,,0.016952
,74.0,,957.0,16127.0,4686.0,17,85,,,0.004589,,,,,,,,239.0,,,,0.01482,,74.0,,,,0.004589,,,,,,,,239.0,,,,0.01482
,21.0,,560.0,9405.0,2937.0,17,87,,,0.002233,,,,,,,,111.0,,,,0.011802,,21.0,,,,0.002233,,,,,,,,111.0,,,,0.011802
,919.0,,34377.0,343969.0,153369.0,17,89,,,0.002672,,266.0,,,,0.000773,39.0,3079.0,36.0,0.001134,0.000235,0.008951,,919.0,,,,0.002672,,266.0,,,,0.000773,39.0,3079.0,36.0,0.001134,0.000235,0.008951
,382.0,,6482.0,72839.0,30687.0,17,91,,,0.005244,,102.0,,,,0.0014,14.0,1148.0,,0.00216,,0.015761,,382.0,,,,0.005244,,102.0,,,,0.0014,14.0,1148.0,,0.00216,,0.015761
,145.0,,8815.0,78295.0,37585.0,17,93,,,0.001852,,45.0,,,,0.000575,,539.0,,,,0.006884,,145.0,,,,0.001852,,45.0,,,,0.000575,,539.0,,,,0.006884
,215.0,,2684.0,36011.0,12243.0,17,95,,,0.00597,,88.0,,,,0.002444,,663.0,,,,0.018411,,215.0,,,,0.00597,,88.0,,,,0.002444,,663.0,,,,0.018411
,1205.0,,41121.0,455314.0,206612.0,17,97,,,0.002647,,419.0,,,,0.00092,38.0,4392.0,66.0,0.000924,0.000319,0.009646,,1205.0,,,,0.002647,,419.0,,,,0.00092,38.0,4392.0,66.0,0.000924,0.000319,0.009646
,395.0,,5867.0,77707.0,27068.0,17,99,,,0.005083,,116.0,,,,0.001493,,1276.0,,,,0.016421,,395.0,,,,0.005083,,116.0,,,,0.001493,,1276.0,,,,0.016421
,34.0,,878.0,11750.0,3749.0,17,101,,,0.002894,,10.0,,,,0.000851,,205.0,,,,0.017447,,34.0,,,,0.002894,,10.0,,,,0.000851,,205.0,,,,0.017447
,104.0,,1737.0,24715.0,7799.0,17,103,,,0.004208,,41.0,,,,0.001659,,353.0,,,,0.014283,,104.0,,,,0.004208,,41.0,,,,0.001659,,353.0,,,,0.014283
,139.0,,1914.0,25619.0,8993.0,17,105,,,0.005426,,38.0,,,,0.001483,,414.0,,,,0.01616,,139.0,,,,0.005426,,38.0,,,,0.001483,,414.0,,,,0.01616
,96.0,,1524.0,20721.0,7282.0,17,107,,,0.004633,,16.0,,,,0.000772,,346.0,,,,0.016698,,96.0,,,,0.004633,,16.0,,,,0.000772,,346.0,,,,0.016698
,100.0,,1409.0,18476.0,11111.0,17,109,,,0.005412,,39.0,,,,0.002111,,309.0,,,,0.016724,,100.0,,,,0.005412,,39.0,,,,0.002111,,309.0,,,,0.016724
,596.0,,17011.0,206276.0,83717.0,17,111,,,0.002889,,181.0,,,,0.000877,12.0,2025.0,20.0,0.000705,0.000239,0.009817,,596.0,,,,0.002889,,181.0,,,,0.000877,12.0,2025.0,20.0,0.000705,0.000239,0.009817
,323.0,,10138.0,104223.0,58057.0,17,113,,,0.003099,,109.0,,,,0.001046,,1112.0,,,,0.010669,,323.0,,,,0.003099,,109.0,,,,0.001046,,1112.0,,,,0.010669
,351.0,,6430.0,73106.0,27014.0,17,115,,,0.004801,,134.0,,,,0.001833,,1196.0,,,,0.01636,,351.0,,,,0.004801,,134.0,,,,0.001833,,1196.0,,,,0.01636
,182.0,,2299.0,32611.0,10998.0,17,117,,,0.005581,,39.0,,,,0.001196,,595.0,,,,0.018245,,182.0,,,,0.005581,,39.0,,,,0.001196,,595.0,,,,0.018245
,893.0,,15461.0,185394.0,64904.0,17,119,,,0.004817,,264.0,,,,0.001424,23.0,2716.0,17.0,0.001488,0.000262,0.01465,,893.0,,,,0.004817,,264.0,,,,0.001424,23.0,2716.0,17.0,0.001488,0.000262,0.01465
,171.0,,2432.0,26431.0,9277.0,17,121,,,0.00647,,54.0,,,,0.002043,,522.0,,,,0.01975,,171.0,,,,0.00647,,54.0,,,,0.002043,,522.0,,,,0.01975
,20.0,,630.0,8629.0,2680.0,17,123,,,0.002318,,11.0,,,,0.001275,,144.0,,,,0.016688,,20.0,,,,0.002318,,11.0,,,,0.001275,,144.0,,,,0.016688
,40.0,,646.0,9681.0,3180.0,17,125,,,0.004132,,,,,,,,182.0,,,,0.0188,,40.0,,,,0.004132,,,,,,,,182.0,,,,0.0188
,76.0,,791.0,10397.0,3470.0,17,127,,,0.00731,,,,,,,,205.0,,,,0.019717,,76.0,,,,0.00731,,,,,,,,205.0,,,,0.019717
,14.0,,641.0,8854.0,3021.0,17,129,,,0.001581,,,,,,,,118.0,,,,0.013327,,14.0,,,,0.001581,,,,,,,,118.0,,,,0.013327
,45.0,,786.0,11262.0,3682.0,17,131,,,0.003996,,,,,,,,180.0,,,,0.015983,,45.0,,,,0.003996,,,,,,,,180.0,,,,0.015983
,64.0,,1863.0,23923.0,8282.0,17,133,,,0.002675,,10.0,,,,0.000418,,241.0,,,,0.010074,,64.0,,,,0.002675,,10.0,,,,0.000418,,241.0,,,,0.010074
,108.0,,1413.0,20818.0,6721.0,17,135,,,0.005188,,26.0,,,,0.001249,,349.0,,,,0.016764,,108.0,,,,0.005188,,26.0,,,,0.001249,,349.0,,,,0.016764
,135.0,,1751.0,24218.0,8308.0,17,137,,,0.005574,,40.0,,,,0.001652,,369.0,,,,0.015237,,135.0,,,,0.005574,,40.0,,,,0.001652,,369.0,,,,0.015237
,44.0,,955.0,10042.0,3830.0,17,139,,,0.004382,,10.0,,,,0.000996,,179.0,,,,0.017825,,44.0,,,,0.004382,,10.0,,,,0.000996,,179.0,,,,0.017825
,147.0,,2738.0,35590.0,12945.0,17,141,,,0.00413,,54.0,,,,0.001517,,483.0,,,,0.013571,,147.0,,,,0.00413,,54.0,,,,0.001517,,483.0,,,,0.013571
,555.0,,13058.0,123927.0,48021.0,17,143,,,0.004478,,204.0,,,,0.001646,22.0,1801.0,10.0,0.001685,0.000208,0.014533,,555.0,,,,0.004478,,204.0,,,,0.001646,22.0,1801.0,10.0,0.001685,0.000208,0.014533
,48.0,,1020.0,15196.0,5141.0,17,145,,,0.003159,,11.0,,,,0.000724,,211.0,,,,0.013885,,48.0,,,,0.003159,,11.0,,,,0.000724,,211.0,,,,0.013885
,37.0,,970.0,11609.0,3981.0,17,147,,,0.003187,,,,,,,,158.0,,,,0.01361,,37.0,,,,0.003187,,,,,,,,158.0,,,,0.01361
,36.0,,931.0,11216.0,3803.0,17,149,,,0.00321,,10.0,,,,0.000892,,200.0,,,,0.017832,,36.0,,,,0.00321,,10.0,,,,0.000892,,200.0,,,,0.017832
,,,128.0,3113.0,916.0,17,151,,,,,,,,,,,29.0,,,,0.009316,,,,,,,,,,,,,,29.0,,,,0.009316
,,,299.0,3981.0,1339.0,17,153,,,,,,,,,,,66.0,,,,0.016579,,,,,,,,,,,,,,66.0,,,,0.016579
,,,265.0,4096.0,1250.0,17,155,,,,,,,,,,,55.0,,,,0.013428,,,,,,,,,,,,,,55.0,,,,0.013428
,101.0,,1673.0,23815.0,7133.0,17,157,,,0.004241,,57.0,,,,0.002393,,376.0,,,,0.015788,,101.0,,,,0.004241,,57.0,,,,0.002393,,376.0,,,,0.015788
,46.0,,1025.0,11210.0,3695.0,17,159,,,0.004103,,22.0,,,,0.001963,,209.0,,,,0.018644,,46.0,,,,0.004103,,22.0,,,,0.001963,,209.0,,,,0.018644
,510.0,,9018.0,99780.0,35986.0,17,161,,,0.005111,,141.0,,,,0.001413,11.0,1595.0,,0.00122,,0.015985,,510.0,,,,0.005111,,141.0,,,,0.001413,11.0,1595.0,,0.00122,,0.015985
,749.0,,16587.0,177681.0,68491.0,17,163,,,0.004215,,225.0,,,,0.001266,30.0,2416.0,28.0,0.001809,0.000409,0.013597,,749.0,,,,0.004215,,225.0,,,,0.001266,30.0,2416.0,28.0,0.001809,0.000409,0.013597
,98.0,,1475.0,17168.0,5664.0,17,165,,,0.005708,,39.0,,,,0.002272,,365.0,,,,0.02126,,98.0,,,,0.005708,,39.0,,,,0.002272,,365.0,,,,0.02126
,565.0,,11354.0,136568.0,49577.0,17,167,,,0.004137,,160.0,,,,0.001172,24.0,1856.0,,0.002114,,0.01359,,565.0,,,,0.004137,,160.0,,,,0.001172,24.0,1856.0,,0.002114,,0.01359
,22.0,,287.0,5155.0,1481.0,17,169,,,0.004268,,,,,,,,87.0,,,,0.016877,,22.0,,,,0.004268,,,,,,,,87.0,,,,0.016877
,,,239.0,3601.0,1213.0,17,171,,,,,,,,,,,50.0,,,,0.013885,,,,,,,,,,,,,,50.0,,,,0.013885
,59.0,,1226.0,15544.0,4947.0,17,173,,,0.003796,,25.0,,,,0.001608,,219.0,,,,0.014089,,59.0,,,,0.003796,,25.0,,,,0.001608,,219.0,,,,0.014089
,,,302.0,4150.0,1324.0,17,175,,,,,,,,,,,60.0,,,,0.014458,,,,,,,,,,,,,,60.0,,,,0.014458
,153.0,,2548.0,32315.0,10761.0,17,177,,,0.004735,,61.0,,,,0.001888,,546.0,,,,0.016896,,153.0,,,,0.004735,,61.0,,,,0.001888,,546.0,,,,0.016896
,436.0,,7928.0,93957.0,32500.0,17,179,,,0.00464,,151.0,,,,0.001607,,1362.0,,,,0.014496,,436.0,,,,0.00464,,151.0,,,,0.001607,,1362.0,,,,0.014496
,45.0,,890.0,12432.0,3890.0,17,181,,,0.00362,,24.0,,,,0.001931,,202.0,,,,0.016248,,45.0,,,,0.00362,,24.0,,,,0.001931,,202.0,,,,0.016248
,285.0,,4927.0,53223.0,19961.0,17,183,,,0.005355,,111.0,,,,0.002086,16.0,924.0,,0.003247,,0.017361,,285.0,,,,0.005355,,111.0,,,,0.002086,16.0,924.0,,0.003247,,0.017361
,41.0,,687.0,8102.0,2703.0,17,185,,,0.00506,,,,,,,,146.0,,,,0.01802,,41.0,,,,0.00506,,,,,,,,146.0,,,,0.01802
,48.0,,1010.0,11474.0,4894.0,17,187,,,0.004183,,12.0,,,,0.001046,,163.0,,,,0.014206,,48.0,,,,0.004183,,12.0,,,,0.001046,,163.0,,,,0.014206
,48.0,,759.0,10175.0,3220.0,17,189,,,0.004717,,,,,,,,165.0,,,,0.016216,,48.0,,,,0.004717,,,,,,,,165.0,,,,0.016216
,59.0,,1026.0,11480.0,3890.0,17,191,,,0.005139,,11.0,,,,0.000958,,186.0,,,,0.016202,,59.0,,,,0.005139,,11.0,,,,0.000958,,186.0,,,,0.016202
,25.0,,849.0,10230.0,3213.0,17,193,,,0.002444,,20.0,,,,0.001955,,196.0,,,,0.019159,,25.0,,,,0.002444,,20.0,,,,0.001955,,196.0,,,,0.019159
,197.0,,3141.0,39545.0,13850.0,17,195,,,0.004982,,45.0,,,,0.001138,,640.0,,,,0.016184,,197.0,,,,0.004982,,45.0,,,,0.001138,,640.0,,,,0.016184
,1380.0,,40871.0,448645.0,200013.0,17,197,,,0.003076,,402.0,,,,0.000896,52.0,4376.0,63.0,0.001272,0.000315,0.009754,,1380.0,,,,0.003076,,402.0,,,,0.000896,52.0,4376.0,63.0,0.001272,0.000315,0.009754
,190.0,,3956.0,47920.0,15684.0,17,199,,,0.003965,,107.0,,,,0.002233,,770.0,,,,0.016068,,190.0,,,,0.003965,,107.0,,,,0.002233,,770.0,,,,0.016068
,835.0,,17604.0,194238.0,74031.0,17,201,,,0.004299,,255.0,,,,0.001313,25.0,2816.0,41.0,0.00142,0.000554,0.014498,,835.0,,,,0.004299,,255.0,,,,0.001313,25.0,2816.0,41.0,0.00142,0.000554,0.014498
,84.0,,2293.0,26269.0,10578.0,17,203,,,0.003198,,36.0,,,,0.00137,,356.0,,,,0.013552,,84.0,,,,0.003198,,36.0,,,,0.00137,,356.0,,,,0.013552
,90.0,,3344.0,21142.0,10746.0,18,1,,,0.004257,,,,,,,,300.0,,,,0.01419,,90.0,,,,0.004257,,,,,,,,300.0,,,,0.01419
,924.0,,26446.0,240068.0,103890.0,18,3,,,0.003849,,322.0,,,,0.001341,43.0,3226.0,65.0,0.001626,0.000626,0.013438,,924.0,,,,0.003849,,322.0,,,,0.001341,43.0,3226.0,65.0,0.001626,0.000626,0.013438
,221.0,,5493.0,55156.0,20753.0,18,5,,,0.004007,,78.0,,,,0.001414,,730.0,,,,0.013235,,221.0,,,,0.004007,,78.0,,,,0.001414,,730.0,,,,0.013235
,,,582.0,5765.0,2303.0,18,7,,,,,,,,,,,66.0,,,,0.011448,,,,,,,,,,,,,,66.0,,,,0.011448
,15.0,,735.0,8528.0,2886.0,18,9,,,0.001759,,,,,,,,146.0,,,,0.01712,,15.0,,,,0.001759,,,,,,,,146.0,,,,0.01712
,166.0,,4438.0,42415.0,17800.0,18,11,,,0.003914,,54.0,,,,0.001273,,531.0,,,,0.012519,,166.0,,,,0.003914,,54.0,,,,0.001273,,531.0,,,,0.012519
,39.0,,581.0,11111.0,3220.0,18,13,,,0.00351,,,,,,,,146.0,,,,0.01314,,39.0,,,,0.00351,,,,,,,,146.0,,,,0.01314
,42.0,,1134.0,13927.0,4909.0,18,15,,,0.003016,,,,,,,,185.0,,,,0.013284,,42.0,,,,0.003016,,,,,,,,185.0,,,,0.013284
,106.0,,2414.0,25758.0,9774.0,18,17,,,0.004115,,11.0,,,,0.000427,,388.0,,,,0.015063,,106.0,,,,0.004115,,11.0,,,,0.000427,,388.0,,,,0.015063
,339.0,,7406.0,80458.0,28167.0,18,19,,,0.004213,,181.0,,,,0.00225,14.0,1203.0,,0.00189,,0.014952,,339.0,,,,0.004213,,181.0,,,,0.00225,14.0,1203.0,,0.00189,,0.014952
,105.0,,1578.0,18267.0,6464.0,18,21,,,0.005748,,,,,,,,291.0,,,,0.01593,,105.0,,,,0.005748,,,,,,,,291.0,,,,0.01593
,97.0,,2243.0,21425.0,8789.0,18,23,,,0.004527,,15.0,,,,0.0007,,339.0,,,,0.015823,,97.0,,,,0.004527,,15.0,,,,0.0007,,339.0,,,,0.015823
,10.0,,588.0,7442.0,2509.0,18,25,,,0.001344,,,,,,,,100.0,,,,0.013437,,10.0,,,,0.001344,,,,,,,,100.0,,,,0.013437
,87.0,,2714.0,20488.0,9767.0,18,27,,,0.004246,,22.0,,,,0.001074,,331.0,,,,0.016156,,87.0,,,,0.004246,,22.0,,,,0.001074,,331.0,,,,0.016156
,132.0,,2605.0,34059.0,12667.0,18,29,,,0.003876,,49.0,,,,0.001439,,482.0,,,,0.014152,,132.0,,,,0.003876,,49.0,,,,0.001439,,482.0,,,,0.014152
,79.0,,1692.0,17894.0,7012.0,18,31,,,0.004415,,10.0,,,,0.000559,,271.0,,,,0.015145,,79.0,,,,0.004415,,10.0,,,,0.000559,,271.0,,,,0.015145
,103.0,,2713.0,28619.0,11414.0,18,33,,,0.003599,,27.0,,,,0.000943,,404.0,,,,0.014116,,103.0,,,,0.003599,,27.0,,,,0.000943,,404.0,,,,0.014116
,351.0,,6006.0,71331.0,38266.0,18,35,,,0.004921,,163.0,,,,0.002285,,1296.0,16.0,,0.000418,0.018169,,351.0,,,,0.004921,,163.0,,,,0.002285,,1296.0,16.0,,0.000418,0.018169
,128.0,,2789.0,28817.0,10946.0,18,37,,,0.004442,,28.0,,,,0.000972,,398.0,,,,0.013811,,128.0,,,,0.004442,,28.0,,,,0.000972,,398.0,,,,0.013811
,548.0,,15433.0,128851.0,59497.0,18,39,,,0.004253,,187.0,,,,0.001451,31.0,1727.0,10.0,0.002009,0.000168,0.013403,,548.0,,,,0.004253,,187.0,,,,0.001451,31.0,1727.0,10.0,0.002009,0.000168,0.013403
,70.0,,1216.0,16356.0,5759.0,18,41,,,0.00428,,12.0,,,,0.000734,,307.0,,,,0.01877,,70.0,,,,0.00428,,12.0,,,,0.000734,,307.0,,,,0.01877
,222.0,,4566.0,52919.0,19505.0,18,43,,,0.004195,,79.0,,,,0.001493,,779.0,,,,0.014721,,222.0,,,,0.004195,,79.0,,,,0.001493,,779.0,,,,0.014721
,41.0,,916.0,11510.0,4060.0,18,45,,,0.003562,,22.0,,,,0.001911,,198.0,,,,0.017202,,41.0,,,,0.003562,,22.0,,,,0.001911,,198.0,,,,0.017202
,59.0,,1302.0,15464.0,5949.0,18,47,,,0.003815,,,,,,,,187.0,,,,0.012093,,59.0,,,,0.003815,,,,,,,,187.0,,,,0.012093
,72.0,,1282.0,13796.0,5061.0,18,49,,,0.005219,,10.0,,,,0.000725,,222.0,,,,0.016092,,72.0,,,,0.005219,,10.0,,,,0.000725,,222.0,,,,0.016092
,108.0,,2154.0,22991.0,8558.0,18,51,,,0.004697,,23.0,,,,0.001,,360.0,,,,0.015658,,108.0,,,,0.004697,,23.0,,,,0.001,,360.0,,,,0.015658
,237.0,,3686.0,44248.0,19003.0,18,53,,,0.005356,,103.0,,,,0.002328,,793.0,,,,0.017922,,237.0,,,,0.005356,,103.0,,,,0.002328,,793.0,,,,0.017922
,109.0,,1727.0,22676.0,7808.0,18,55,,,0.004807,,30.0,,,,0.001323,,388.0,,,,0.017111,,109.0,,,,0.004807,,30.0,,,,0.001323,,388.0,,,,0.017111
,489.0,,21544.0,204723.0,90106.0,18,57,,,0.002389,,155.0,,,,0.000757,18.0,1647.0,13.0,0.000835,0.000144,0.008045,,489.0,,,,0.002389,,155.0,,,,0.000757,18.0,1647.0,13.0,0.000835,0.000144,0.008045
,166.0,,4098.0,50567.0,19052.0,18,59,,,0.003283,,74.0,,,,0.001463,,662.0,,,,0.013092,,166.0,,,,0.003283,,74.0,,,,0.001463,,662.0,,,,0.013092
,113.0,,2358.0,27887.0,9581.0,18,61,,,0.004052,,22.0,,,,0.000789,,395.0,,,,0.014164,,113.0,,,,0.004052,,22.0,,,,0.000789,,395.0,,,,0.014164
,289.0,,9742.0,106993.0,43875.0,18,63,,,0.002701,,108.0,,,,0.001009,12.0,1096.0,,0.001232,,0.010244,,289.0,,,,0.002701,,108.0,,,,0.001009,12.0,1096.0,,0.001232,,0.010244
,166.0,,2475.0,34563.0,11483.0,18,65,,,0.004803,,59.0,,,,0.001707,,569.0,,,,0.016463,,166.0,,,,0.004803,,59.0,,,,0.001707,,569.0,,,,0.016463
,289.0,,5066.0,57028.0,20474.0,18,67,,,0.005068,,99.0,,,,0.001736,,1048.0,,,,0.018377,,289.0,,,,0.005068,,99.0,,,,0.001736,,1048.0,,,,0.018377
,110.0,,2082.0,24826.0,9492.0,18,69,,,0.004431,,47.0,,,,0.001893,,439.0,,,,0.017683,,110.0,,,,0.004431,,47.0,,,,0.001893,,439.0,,,,0.017683
,101.0,,3004.0,29773.0,11236.0,18,71,,,0.003392,,39.0,,,,0.00131,,435.0,,,,0.014611,,101.0,,,,0.003392,,39.0,,,,0.00131,,435.0,,,,0.014611
,99.0,,1965.0,22231.0,9237.0,18,73,,,0.004453,,22.0,,,,0.00099,,306.0,,,,0.013765,,99.0,,,,0.004453,,22.0,,,,0.00099,,306.0,,,,0.013765
,48.0,,1557.0,13797.0,5692.0,18,75,,,0.003479,,11.0,,,,0.000797,,211.0,,,,0.015293,,48.0,,,,0.003479,,11.0,,,,0.000797,,211.0,,,,0.015293
,117.0,,1820.0,22337.0,8261.0,18,77,,,0.005238,,26.0,,,,0.001164,,333.0,,,,0.014908,,117.0,,,,0.005238,,26.0,,,,0.001164,,333.0,,,,0.014908
,79.0,,1778.0,18779.0,7201.0,18,79,,,0.004207,,26.0,,,,0.001385,,305.0,,,,0.016242,,79.0,,,,0.004207,,26.0,,,,0.001385,,305.0,,,,0.016242
,361.0,,9782.0,100969.0,41231.0,18,81,,,0.003575,,126.0,,,,0.001248,,1274.0,14.0,,0.00034,0.012618,,361.0,,,,0.003575,,126.0,,,,0.001248,,1274.0,14.0,,0.00034,0.012618
,102.0,,2315.0,24460.0,10969.0,18,83,,,0.00417,,53.0,,,,0.002167,,407.0,,,,0.016639,,102.0,,,,0.00417,,53.0,,,,0.002167,,407.0,,,,0.016639
,180.0,,5263.0,52423.0,21406.0,18,85,,,0.003434,,78.0,,,,0.001488,,638.0,,,,0.01217,,180.0,,,,0.003434,,78.0,,,,0.001488,,638.0,,,,0.01217
,76.0,,3571.0,22694.0,12845.0,18,87,,,0.003349,,,,,,,,233.0,,,,0.010267,,76.0,,,,0.003349,,,,,,,,233.0,,,,0.010267
,1471.0,,30199.0,325837.0,129810.0,18,89,,,0.004515,,431.0,,,,0.001323,49.0,4694.0,78.0,0.001623,0.000601,0.014406,,1471.0,,,,0.004515,,431.0,,,,0.001323,49.0,4694.0,78.0,0.001623,0.000601,0.014406
,386.0,,6590.0,76683.0,26742.0,18,91,,,0.005034,,125.0,,,,0.00163,12.0,1236.0,10.0,0.001821,0.000374,0.016118,,386.0,,,,0.005034,,125.0,,,,0.00163,12.0,1236.0,10.0,0.001821,0.000374,0.016118
,168.0,,2475.0,32085.0,10958.0,18,93,,,0.005236,,61.0,,,,0.001901,,531.0,,,,0.01655,,168.0,,,,0.005236,,61.0,,,,0.001901,,531.0,,,,0.01655
,404.0,,7283.0,89918.0,32095.0,18,95,,,0.004493,,158.0,,,,0.001757,13.0,1470.0,,0.001785,,0.016348,,404.0,,,,0.004493,,158.0,,,,0.001757,13.0,1470.0,,0.001785,,0.016348
,2133.0,,70075.0,617220.0,253934.0,18,97,,,0.003456,,892.0,,,,0.001445,137.0,7930.0,196.0,0.001955,0.000772,0.012848,,2133.0,,,,0.003456,,892.0,,,,0.001445,137.0,7930.0,196.0,0.001955,0.000772,0.012848
,161.0,,2887.0,30909.0,12760.0,18,99,,,0.005209,,33.0,,,,0.001068,,464.0,,,,0.015012,,161.0,,,,0.005209,,33.0,,,,0.001068,,464.0,,,,0.015012
,25.0,,681.0,7065.0,2425.0,18,101,,,0.003539,,,,,,,,109.0,,,,0.015428,,25.0,,,,0.003539,,,,,,,,109.0,,,,0.015428
,145.0,,1911.0,25051.0,8921.0,18,103,,,0.005788,,10.0,,,,0.000399,,367.0,,,,0.01465,,145.0,,,,0.005788,,10.0,,,,0.000399,,367.0,,,,0.01465
,257.0,,6499.0,83365.0,55632.0,18,105,,,0.003083,,87.0,,,,0.001044,10.0,981.0,10.0,0.001539,0.00018,0.011768,,257.0,,,,0.003083,,87.0,,,,0.001044,10.0,981.0,10.0,0.001539,0.00018,0.011768
,117.0,,2305.0,25688.0,10081.0,18,107,,,0.004555,,32.0,,,,0.001246,,375.0,,,,0.014598,,117.0,,,,0.004555,,32.0,,,,0.001246,,375.0,,,,0.014598
,170.0,,3771.0,48163.0,17764.0,18,109,,,0.00353,,63.0,,,,0.001308,,638.0,,,,0.013247,,170.0,,,,0.00353,,63.0,,,,0.001308,,638.0,,,,0.013247
,23.0,,695.0,9870.0,3359.0,18,111,,,0.00233,,,,,,,,149.0,,,,0.015096,,23.0,,,,0.00233,,,,,,,,149.0,,,,0.015096
,110.0,,3088.0,31643.0,12907.0,18,113,,,0.003476,,38.0,,,,0.001201,,439.0,,,,0.013874,,110.0,,,,0.003476,,38.0,,,,0.001201,,439.0,,,,0.013874
,,,275.0,4435.0,1222.0,18,115,,,,,,,,,,,54.0,,,,0.012176,,,,,,,,,,,,,,54.0,,,,0.012176
,60.0,,1123.0,13389.0,4823.0,18,117,,,0.004481,,,,,,,,230.0,,,,0.017178,,60.0,,,,0.004481,,,,,,,,230.0,,,,0.017178
,61.0,,1122.0,14791.0,4927.0,18,119,,,0.004124,,11.0,,,,0.000744,,231.0,,,,0.015618,,61.0,,,,0.004124,,11.0,,,,0.000744,,231.0,,,,0.015618
,48.0,,971.0,11872.0,3957.0,18,121,,,0.004043,,,,,,,,160.0,,,,0.013477,,48.0,,,,0.004043,,,,,,,,160.0,,,,0.013477
,73.0,,960.0,13497.0,4509.0,18,123,,,0.005409,,,,,,,,203.0,,,,0.01504,,73.0,,,,0.005409,,,,,,,,203.0,,,,0.01504
,44.0,,703.0,8858.0,2870.0,18,125,,,0.004967,,,,,,,,156.0,,,,0.017611,,44.0,,,,0.004967,,,,,,,,156.0,,,,0.017611
,366.0,,9295.0,114777.0,43719.0,18,127,,,0.003189,,131.0,,,,0.001141,,1359.0,17.0,,0.000389,0.01184,,366.0,,,,0.003189,,131.0,,,,0.001141,,1359.0,17.0,,0.000389,0.01184
,64.0,,1470.0,17776.0,6230.0,18,129,,,0.0036,,,,,,,,216.0,,,,0.012151,,64.0,,,,0.0036,,,,,,,,216.0,,,,0.012151
,38.0,,673.0,8859.0,3128.0,18,131,,,0.004289,,,,,,,,126.0,,,,0.014223,,38.0,,,,0.004289,,,,,,,,126.0,,,,0.014223
,125.0,,1819.0,24746.0,10871.0,18,133,,,0.005051,,19.0,,,,0.000768,,344.0,,,,0.013901,,125.0,,,,0.005051,,19.0,,,,0.000768,,344.0,,,,0.013901
