Latitude,Longitude
32.304359999999996,-96.58798
32.304722,-96.61416700000001
32.307817,-96.592011
32.354153000000004,-96.64018399999999
32.625303,-96.833375
32.29952,-96.59695
32.324490000000004,-96.62323
32.355647999999995,-96.640049
32.355703000000005,-96.640967
32.61864,-96.83138000000001
32.35539,-96.64354
32.53283,-96.6657
32.746091,-96.46302800000001
32.771476,-96.493113
32.743888,-96.454166
32.74107,-96.44188
32.615833,-96.743889
32.612970000000004,-96.74125
32.613547,-96.816053
32.629661,-96.82279
32.615520000000004,-96.81607
32.612970000000004,-96.74061
32.638315999999996,-96.92420200000001
32.6419,-96.9208
32.63978,-96.92277
32.642109000000005,-96.920862
32.628166,-96.75261
32.675540000000005,-95.6877
32.65868,-95.70834
32.63735,-96.70222
32.58256,-96.299607
32.57435,-96.313012
32.60399,-96.74406
32.5869,-96.7524
32.58617,-96.76518
32.60399,-96.74141999999999
32.362390000000005,-96.09279000000001
32.169804,-96.01938100000001
32.166509999999995,-96.01788
32.77078,-96.60803
32.77445,-96.64513000000001
32.772,-96.65445
32.77301,-96.65193000000001
32.784929999999996,-96.65005
32.77212,-96.64673
32.76889,-96.65082
32.77469,-96.65115
32.78037,-96.63973
32.77941,-96.63511
32.796068,-96.665456
32.771427,-96.652624
32.764992,-96.575147
33.229268,-96.821519
32.369797999999996,-96.11465
32.325036,-96.21697900000001
32.806012,-96.663955
32.213843,-96.480519
32.653259999999996,-96.58149
32.65803,-96.57464
32.719429999999996,-96.26929
32.719444,-96.273333
32.734403,-96.3193
32.72876,-96.32694000000001
32.709732,-96.26258
32.6853,-96.3331
32.733979999999995,-96.27259000000001
32.722248,-96.27589
32.721134,-96.271197
32.726490000000005,-96.31465
32.73449,-96.33140999999999
32.734167,-96.273889
32.72053,-96.26968000000001
32.422139,-96.855174
32.37985,-96.86381999999999
32.426944,-96.85
32.416951,-96.848885
32.445209999999996,-96.83668
32.42456,-96.85591
32.4466,-96.84805
32.470203999999995,-96.836575
32.473890000000004,-96.83440999999999
32.429178,-96.8524
32.429204,-96.85239
32.44481,-96.84945
32.429390000000005,-96.85995
32.37155,-96.84425
32.47437,-96.82954000000001
32.4404,-96.83731999999999
32.39167,-96.85285999999999
32.44126,-96.85039
32.734444,-96.277778
32.6987,-95.94436
32.37359,-96.8249
32.444590000000005,-96.84317
32.445968,-96.855611
32.44937,-96.83558000000001
33.010501,-96.4588
32.399468,-96.85894499999999
32.363739,-96.940481
32.736709999999995,-96.33142
32.711636999999996,-96.32759
32.67204,-96.4062
32.73513,-96.34800200000001
32.7094,-96.0233
32.445423999999996,-96.856543
32.490601,-96.823076
33.06686,-96.45057
32.609787,-96.63926500000001
32.73969,-96.60396
32.766944,-96.562777
32.740190000000005,-96.60336
32.836667,-96.545828
32.98162,-96.32338
32.728636,-96.604014
32.73878,-96.60513
32.74413,-96.78256
32.74866,-96.79799
32.739608000000004,-96.782189
32.76,-96.81421999999999
32.892887,-96.89538
32.74459,-96.80834
32.748288,-96.815415
32.77852,-96.90288000000001
32.760290000000005,-96.7974
32.79039,-96.81806
32.788470000000004,-96.81551999999999
32.80417,-96.8483
32.772059999999996,-96.82285
32.77265,-96.85124
32.772,-96.82505
32.77247,-96.82285
32.77299,-96.83238
32.77158,-96.82406
32.83614,-96.8314
32.84895,-96.83966
32.84479,-96.83516999999999
32.831590000000006,-96.82785
32.761231,-96.793227
32.720290000000006,-96.876594
32.68323,-96.8914
32.747631,-96.916882
32.72035,-96.88517
32.721346999999994,-96.93459
32.77527,-96.89636999999999
32.77847,-96.89976999999999
32.77438,-96.89609
32.77582,-96.92208000000001
32.776111,-96.903056
32.77847,-96.893807
32.77363,-96.90413000000001
32.771031,-96.891779
32.777313,-96.87391099999999
32.77884,-96.88443000000001
32.770140000000005,-96.90308
32.778529999999996,-96.83861999999999
32.771944,-96.858611
32.77262,-96.88436
32.76871,-96.88754
32.77795,-96.83573
32.771029999999996,-96.89018
32.7562,-96.7789
32.741944000000004,-96.75944399999999
32.754690000000004,-96.77826
32.77718,-96.77275999999999
32.75169,-96.77192
32.7556,-96.78413
32.76947,-96.78641999999999
32.775555,-96.786115
32.71392,-96.75402
32.73814,-96.78064
32.716229999999996,-96.68727
32.718414,-96.68832900000001
32.694533,-96.640111
32.71485,-96.685133
32.802440000000004,-96.81873
32.775002,-96.87087700000001
32.7784,-96.82706
32.709128,-96.676425
32.75544,-96.77991
32.77401,-96.87111
32.875189,-96.887874
32.871044,-96.87971
32.869242,-96.877492
32.872057,-96.887321
32.871035,-96.87971
32.87729,-96.89025
32.877959999999995,-96.88082
32.87208,-96.88965
32.869214,-96.877576
32.874970000000005,-96.88032
32.86164,-96.87566
32.87735,-96.88619
32.86164,-96.87566
32.87523,-96.91385
32.86156,-96.87576
32.87236,-96.88325999999999
32.7556,-96.78413
32.69716,-96.74349000000001
32.786797,-96.750434
32.783056,-96.73916700000001
32.71673,-96.87418000000001
32.78967,-96.75180999999999
32.783925,-96.76984
32.773066,-96.78120200000001
32.782187,-96.678078
32.779720000000005,-96.67806
32.77428,-96.67545
32.776088,-96.67804100000001
32.85614,-96.66585
32.85996,-96.66565
32.8603,-96.661384
32.858167,-96.661389
32.85861,-96.66565
32.85559,-96.66855
32.88794,-96.88598
32.892790000000005,-96.88861999999999
32.892959999999995,-96.9067
32.90592,-96.89996
32.90181,-96.89586
32.90724,-96.88797
32.83833,-96.89488
32.90028,-96.8851
32.87678,-96.91975
32.864409,-96.90587
32.885059999999996,-96.91886
32.900278,-96.8875
32.87255,-96.91314
32.872679999999995,-96.91317
32.71693,-96.87642
32.717940000000006,-96.86733000000001
32.71795,-96.86918
32.83135,-96.88454
32.92168,-96.91498
32.92127,-96.91577
32.92238,-96.90673000000001
32.92868,-96.90165
32.95026,-96.86543
32.911244,-96.896089
32.916579999999996,-96.90536999999999
32.95021,-96.8622
32.92899,-96.89869
32.92249,-96.90826
32.91442,-96.89152
32.8263,-96.83697
32.82895,-96.84015
32.83873,-96.84176
32.831944,-96.845833
32.838086,-96.843776
32.81715,-96.83148
32.82639,-96.85041
32.81991,-96.83476999999999
32.836374,-96.850841
32.813095000000004,-96.83135899999999
32.84132,-96.86061
32.82219,-96.86111
32.81688,-96.83116
32.819790000000005,-96.85138
32.82216,-96.85866999999999
32.85328,-96.85823
32.8222,-96.84351
32.84486,-96.86610999999999
32.83153,-96.84307
32.70182,-96.90148
32.69566,-96.91289
32.68719,-96.90191999999999
32.7007,-96.91828000000001
32.70581,-96.92362
32.7044,-96.9192
32.69713,-96.91611999999999
32.687389,-96.89733299999999
32.687259999999995,-96.89375
32.690113000000004,-96.90727700000001
32.699529999999996,-96.90165
32.69983,-96.90164
32.687222,-96.8825
32.68718,-96.88545
32.684166999999995,-96.886944
32.68307,-96.88634
32.682389,-96.886444
32.68958,-96.88759
32.887170000000005,-96.69372
32.88217,-96.68314000000001
32.89799,-96.69393000000001
32.88443,-96.69314
32.894721999999994,-96.699444
32.89278,-96.70300999999999
32.89763,-96.69286
32.894709000000006,-96.71478
32.89615,-96.69393000000001
32.9025,-96.692778
32.69386,-96.74141999999999
32.70583,-96.74904000000001
32.707221000000004,-96.75083199999999
32.69659,-96.91613000000001
32.937670000000004,-96.89931
32.7029,-96.9082
32.906683,-96.70501999999999
32.903056,-96.700278
32.933372999999996,-96.753364
32.930690000000006,-96.74499
32.90605,-96.70501999999999
32.9259,-96.75366
32.933261,-96.753508
32.933393,-96.753338
32.933271000000005,-96.753495
32.93311,-96.7537
32.909286,-96.75922299999999
32.90491,-96.70751
32.93308,-96.83338
32.94805,-96.83539
32.957662,-96.840405
32.938611,-96.827772
32.96327,-96.83704
32.930556,-96.831944
32.95492,-96.83874
32.79267,-96.77833000000001
32.797709999999995,-96.82982
32.81537,-96.88609
32.80657,-96.86716
32.81127,-96.88967
32.810522999999996,-96.89416
32.803909999999995,-96.86683000000001
32.815540000000006,-96.89542
32.8209,-96.8813
32.82411,-96.88982
32.815220000000004,-96.89204000000001
32.83752,-96.87859
32.80942,-96.90015
32.83088,-96.88161
32.80522,-96.88588
32.83482,-96.8818
32.81624,-96.89986999999999
32.8119,-96.89308100000001
32.79768,-96.82982
32.828140000000005,-96.88583
32.82336,-96.88501
32.80816,-96.88389000000001
32.833729999999996,-96.88369
32.80388,-96.86354
32.827740000000006,-96.88213
32.827890000000004,-96.88235999999999
32.818740000000005,-96.89114000000001
32.902152,-96.706047
32.935629999999996,-96.83051
32.921362,-96.764738
32.697790000000005,-96.73937
32.948605,-96.83544499999999
32.75643,-96.78315
32.90851,-97.06781
32.912921999999995,-97.066005
32.77867,-96.86298000000001
32.73243,-96.84006
32.92735,-96.89819
32.95342,-96.86928499999999
33.12894,-96.15032
33.1252,-96.14774
33.12892,-96.14988000000001
33.137527,-96.147537
33.12891,-96.14955
33.135069,-96.12510999999999
33.0407,-96.0422
33.136474,-96.150137
33.128890000000006,-96.14899
33.11937,-96.15443
33.130703000000004,-96.15369799999999
33.15837,-96.49959
33.12894,-96.15032
32.87895,-96.66758
33.141373,-96.164173
33.10484,-96.0883
33.568641,-96.196179
33.60935,-96.16671099999999
33.5754,-96.16761
33.607987,-96.18599
33.572575,-96.2352
33.618551000000004,-95.05322199999999
33.61945,-95.06376999999999
33.22483,-95.88733
33.24972,-95.91
33.2387,-95.88828000000001
33.232490000000006,-95.87985
32.860943,-95.774801
33.15571,-96.32226
32.863890000000005,-95.75459000000001
33.280607,-96.576729
33.19298,-94.93148000000001
33.167854999999996,-94.963215
33.092262,-95.038053
33.12879,-94.96968000000001
33.16669,-94.96396
33.1484,-94.98301
33.09755,-94.97372
33.18551,-95.243775
33.19827,-94.92319499999999
33.308467,-96.559825
33.310199,-96.55930500000001
33.132371,-94.971075
33.28076,-96.57664
33.16917,-94.95908
33.67774,-95.57715
33.632103,-95.570274
33.64999,-95.52234
33.677673,-95.564148
33.680966999999995,-95.577117
33.718056,-95.56822199999999
33.678771999999995,-95.58858599999999
33.67725,-95.56341
33.64275,-95.58291
33.65189,-95.57677
33.718056,-95.56822199999999
33.683206,-95.577777
33.680440000000004,-95.583063
33.630441,-95.572702
32.933975,-95.877151
33.799989000000004,-95.533912
33.781040999999995,-95.534267
33.14447,-95.59638000000001
33.14897,-95.62420999999999
33.131502000000005,-95.647527
33.119188,-95.58711600000001
33.1489,-95.62095
33.10301,-95.514351
33.14568,-95.56436
33.122565,-95.585342
33.134722,-95.618611
33.71902,-95.83771999999999
33.716915,-95.834754
33.154163,-95.617677
32.955220000000004,-95.278728
33.43096,-96.33967
32.961118,-95.299633
33.41389,-94.08813
33.426387,-94.057508
33.450707,-94.13435600000001
33.41178,-94.09192
33.378807,-94.095941
33.419971999999994,-94.08672
33.417728000000004,-94.05364
33.41644,-94.08488
33.4131,-94.05525
33.385452,-94.061081
33.2644,-94.069639
33.4344,-94.2483
33.41831,-94.08265
33.4344,-94.2483
33.462209,-94.336497
33.378095,-94.092065
33.422,-94.07202
33.107689,-94.16960999999999
33.10568,-94.16552
33.135085,-94.184648
33.0023,-94.35104799999999
33.2132,-94.6673
33.198615999999994,-94.667946
33.454399,-94.265137
33.467499,-94.38694
33.462709999999994,-94.33359200000001
33.4629,-94.32475600000001
33.460049,-94.370637
32.442271999999996,-94.710903
32.61613,-94.741577
32.504459999999995,-94.81851
32.459707,-94.737374
32.456734000000004,-94.742497
32.46367,-94.69841
32.488619,-94.710884
32.49819,-94.69176
32.4906,-94.71333
32.46542,-94.75531
32.50186,-94.640056
32.439278,-94.688436
32.47983,-94.69818000000001
32.37753,-94.62097
32.433611,-94.711389
32.412402,-94.717422
32.37676,-94.63972
32.470848,-94.76850999999999
32.489723,-94.72333499999999
32.471528,-94.766953
32.4478,-94.6875
32.436125,-94.70259
32.405627,-94.69576500000001
32.456944,-94.718333
32.50634,-94.81845
32.500865999999995,-94.797511
32.497935999999996,-94.817962
32.50403,-94.76432
32.50158,-94.80614
32.554063,-94.867273
32.5048,-94.78974000000001
32.49925,-94.81353
32.508,-94.8184
32.49791,-94.76689
32.342392,-94.725225
32.49453,-94.8173
32.506859999999996,-94.82533000000001
32.50124,-94.82582
32.50307,-94.81855
32.4944,-94.6858
32.50202,-94.68706999999999
32.395540000000004,-94.709135
32.49672,-94.80958000000001
32.4038,-94.7636
32.435594,-94.716483
32.435812,-94.715841
32.438056,-94.69
32.5009,-94.79344
32.491667,-94.82055600000001
32.49853,-94.82582
32.46528,-94.696914
32.378116999999996,-94.722575
32.383196000000005,-94.72162
32.46865,-94.7405
32.41652,-94.7679
32.460712,-94.684129
32.458422999999996,-94.732851
32.464290000000005,-94.64111
32.49125,-94.73406999999999
32.5009,-94.79344
32.565870000000004,-94.80434
32.44659,-94.81298000000001
32.855917,-94.556333
32.187521999999994,-94.265919
32.181582,-94.35685
32.173061,-94.32491999999999
33.04095,-94.71033
32.158848,-94.334477
32.714851,-94.948797
32.7158,-94.94294000000001
32.54699,-94.93585999999999
32.523889000000004,-94.939167
32.68829,-94.93691
32.73469,-94.94675
32.460267,-94.485225
32.180431,-94.808268
32.1783,-94.8067
32.175795,-94.809925
32.18581,-94.79956999999999
32.17944,-94.80516
32.19171,-94.8227
32.173871000000005,-94.803158
32.996109999999994,-94.632706
32.776913,-94.359039
32.271895,-94.811079
32.17708,-94.80521999999999
32.665,-94.123339
32.665,-94.123339
32.363889,-94.89194499999999
32.41111,-94.90583000000001
32.39046,-94.87448
32.404959999999996,-94.85452
32.4132,-94.86610999999999
32.403208,-94.86905300000001
32.354620000000004,-94.86858000000001
32.375037,-94.886961
32.37377,-94.88752
32.403633,-94.849039
32.405409999999996,-94.85082
32.39839,-94.89605999999999
32.386390000000006,-94.87998
32.938320000000004,-94.690216
32.926373,-94.709579
32.979693,-94.65553
32.952011,-94.665451
32.44447,-94.82916999999999
32.406021,-94.829963
32.37746,-94.88507
32.362949,-94.89403399999999
32.925871,-94.708343
32.0176,-94.6194
32.38572,-94.88739
32.54481,-94.28919
32.538482,-94.40426500000001
32.55891,-94.36919
32.54742,-94.38681
32.535981,-94.399072
32.54508,-94.3811
32.555594,-94.293345
32.541576,-94.353581
32.6647,-94.3451
32.55431,-94.36009
32.607479999999995,-94.35046
32.524069,-94.313661
32.503803000000005,-94.311589
32.553504,-94.36335
32.938309999999994,-94.88931099999999
32.99742,-94.97293
33.055134,-94.83983
32.521135,-94.23094
32.533357,-94.233715
32.935045,-94.803014
32.259653,-94.57033100000001
32.466640000000005,-94.07085
32.47322,-94.04744000000001
32.51955,-94.8666
32.33259,-95.25918
32.33136,-95.32819
32.374140000000004,-95.27781999999999
32.364779999999996,-95.28289000000001
32.37207,-95.27998000000001
32.37208,-95.27922
32.362643,-95.280179
32.34095,-95.32621
32.35025,-95.29431
32.28004,-95.36125
32.35666,-95.3563
32.366966999999995,-95.10794399999999
32.2952,-95.2487
32.30256,-95.2654
32.290177,-95.25554
32.444590000000005,-95.1892
32.35184,-95.28289000000001
32.355461,-95.273397
32.29053,-95.23895
32.45915,-95.23155
32.388343,-95.26890999999999
32.188103000000005,-95.3205
32.304359999999996,-95.26623000000001
32.404632,-95.345653
32.3327,-95.254176
32.352513,-95.2842
32.295,-95.321667
32.43442,-95.36285
32.29209,-95.25766999999999
32.43325,-95.19041
32.32693,-95.39444
32.21116,-95.81266
32.206969,-95.822153
32.208635,-95.823542
32.250556,-95.916944
32.194736999999996,-95.907416
32.210696999999996,-95.823447
32.208102000000004,-95.823854
32.194722999999996,-95.90748
32.215488,-95.852928
32.208754,-95.874172
31.98866,-95.2737
31.99741,-95.27788000000001
31.94405,-95.2682
31.96248,-95.27351800000001
32.013899,-95.280164
31.912838,-95.233228
31.940949,-95.262103
31.967534000000004,-95.276065
31.98968,-95.27226
31.996233,-95.274511
31.949726000000002,-95.266071
32.655440000000006,-95.48170999999999
32.681193,-95.509008
32.844696,-95.381012
32.150318,-95.116834
32.136585,-95.130771
32.420574,-95.175728
32.464221,-95.11640899999999
31.730759999999997,-95.67611
31.64152,-95.64902
31.653610999999998,-95.761944
31.739309999999996,-95.65732
31.715493,-95.556085
31.727221999999998,-95.699444
31.725409999999997,-95.67718
31.440975,-96.06855999999999
31.272637,-95.986164
31.261815999999996,-95.978801
31.363056,-95.481167
31.44926,-96.07676
31.597126,-96.092176
31.8205,-96.0553
31.816532000000002,-96.12399599999999
31.503315,-95.480073
31.423182,-96.25165799999999
31.354802000000003,-96.165199
31.353412,-96.159375
31.400663,-95.474699
31.704269,-96.18513399999999
31.725172999999998,-96.161692
31.86376,-96.31889
31.109471000000003,-95.438243
31.60037,-95.83789
30.95845,-95.38006999999999
31.37391,-94.71575
31.356129,-94.686918
31.33666,-94.71203
31.368423999999997,-94.75041800000001
31.334656,-94.754414
31.36287,-94.679583
31.33294,-94.73179
31.337260999999998,-94.733508
31.286833,-94.61575
31.373056,-94.71777800000001
31.34795,-94.73929
31.35196,-94.74426
31.350759999999998,-94.76918
31.37055,-94.71661999999999
31.347944000000002,-94.72629
31.34232,-94.76338
31.602221999999998,-95.028611
31.616833000000003,-95.042792
30.709384000000004,-93.69174699999999
30.916,-94.73825
31.80923,-94.17498
31.792676,-94.167863
31.796439000000003,-94.143603
31.752616999999997,-94.22989
31.021213,-94.832362
31.018158000000003,-94.827001
31.800704,-94.1593
30.974618,-94.842043
31.197201,-94.782712
31.195946000000003,-94.787435
31.176178000000004,-94.735814
31.194687,-94.783408
30.169015,-96.86841700000001
31.839474,-94.50981
30.897499,-93.92778
30.923714,-93.975819
30.91425,-93.97286
30.920447999999997,-93.988075
31.594990000000003,-94.67348
31.616,-94.68379
31.591110999999998,-94.64805600000001
31.578390000000002,-94.65156999999999
31.66586,-94.66343
31.59597,-94.65590999999999
31.60083,-94.64819
31.66586,-94.664055
31.604768,-94.660337
31.578190000000003,-94.65215
31.575556,-94.636667
31.565396999999997,-94.678517
31.595805,-94.658875
30.841510999999997,-93.776193
31.244778000000004,-93.965417
31.579590000000003,-94.64697
31.579559999999997,-94.64755
31.74842,-94.6406
31.583674,-94.649828
31.575165000000002,-94.12550300000001
31.9475,-94.283333
31.922416,-94.230804
30.79983,-94.42036
30.808333,-94.425
31.0862,-94.4315
32.62045,-97.12856
32.62153,-97.13723
32.726859999999995,-97.663554
32.36273,-97.2002
32.41063,-97.15391
32.41599,-97.19247
32.72749,-97.61272
32.71823,-97.53551999999999
32.622085999999996,-97.127062
32.41618,-97.17877
32.71732,-97.53562
32.71842,-97.536392
32.72803,-97.620201
32.73533,-97.06772
32.73697,-97.08548
32.71645,-97.04876
32.71696,-97.05719
32.762144,-97.051864
32.75046,-97.04167
32.74873,-97.05098000000001
32.756688,-97.046824
32.74902,-97.04590999999999
32.74326,-97.04723
32.751020000000004,-97.04568
32.75147,-97.04772
32.75015,-97.04773
