Latitude,Longitude
27.809555,-97.457489
32.98115,-96.83665
33.080556,-96.678611
33.041903000000005,-96.239399
32.956278999999995,-96.86092099999999
32.96505,-96.8437
32.98148,-96.91315
32.94758,-96.91665
32.95858,-96.86418
32.96046,-96.84116999999999
32.95932,-96.8468
32.943993,-96.901175
32.9757,-96.91866
32.9559,-96.91881
32.95775,-96.91958000000001
32.95326,-96.85798
32.938990000000004,-96.91235
32.94357,-96.90344
32.94938,-96.91006999999999
32.968573,-96.922023
32.94941,-96.91015
32.94654,-96.91396
32.92252,-96.93014000000001
32.96229,-96.888681
32.944013,-96.915838
32.94255,-96.91683
32.941990000000004,-96.90744000000001
32.93439,-96.9149
32.98063,-96.85098
32.95843,-96.91676
32.9512,-96.93722
32.941140000000004,-96.89052
32.949117,-96.91658100000001
32.946509999999996,-96.9101
32.95346,-96.87031
32.96096,-96.84679
32.95858,-96.90974
32.968579999999996,-96.92269
32.993087,-96.922229
33.33321,-96.78352
32.975693,-96.91604699999999
32.959886,-96.877196
32.9584,-96.87946
32.9625,-96.89001
33.020990000000005,-96.84823
33.094925,-96.677334
32.87162,-96.9749
32.87151,-96.98633000000001
32.88158,-96.97505
32.990693,-96.97195
32.95175,-96.94173
32.986391999999995,-97.01659599999999
33.76547,-96.55456
33.785472,-96.554459
33.808537,-96.538596
33.780925,-96.555401
33.778940000000006,-96.56224
33.781994,-96.556822
33.77625,-96.57885
33.781942,-96.587299
33.71521,-96.671379
33.783539000000005,-96.583875
33.76031,-96.56011
33.07292,-97.07942
33.726338,-96.65227900000001
33.71441,-96.66447600000001
33.76545,-96.55421
33.087833,-96.82562
32.89236,-96.98921999999999
32.91268,-96.4249
33.140549,-96.828324
33.14809,-96.80189
33.122264,-96.742884
33.15285,-96.78881
33.123554999999996,-96.805433
32.8714,-96.98748
32.873734999999996,-96.985218
32.879886,-96.973878
32.870979999999996,-96.9749
32.87428,-96.9749
32.906690000000005,-96.43652
33.122659000000006,-96.741724
32.908682,-96.415352
32.907314,-96.41102
32.912024,-96.441577
33.122257,-96.745512
32.882290000000005,-97.001704
33.08361,-96.853
32.9106,-96.609308
32.91445,-96.61946999999999
32.90787,-96.68285
32.93231,-96.63058000000001
32.921393,-96.631011
32.921663,-96.6328
32.91446,-96.61780999999999
32.87894,-96.67642
32.922309999999996,-96.63065
32.92241,-96.66523000000001
32.88674,-96.67787
32.890840000000004,-96.67344
32.88973,-96.66861
32.888056,-96.681389
32.878809999999994,-96.6737
32.8788,-96.67811
32.87894,-96.67761999999999
32.87605,-96.67066
32.88394,-96.67571
32.894384,-96.642826
32.878809999999994,-96.67568
32.87894,-96.67376999999999
32.8744,-96.65814
32.891791999999995,-96.673052
32.89331,-96.68111999999999
32.876059999999995,-96.66753
32.87893,-96.67988000000001
32.8875,-96.677222
32.89439,-96.67026
32.885670000000005,-96.67572
32.88073,-96.66825
32.87893,-96.67882
32.88089,-96.66825
32.885059999999996,-96.6717
32.878820000000005,-96.67203
32.911190000000005,-96.65835
32.905556,-96.666389
32.89595,-96.68508
32.913610999999996,-96.673056
32.906944,-96.66305600000001
32.90448,-96.69646
32.90912,-96.66411
32.90922,-96.67089
32.91045,-96.67683000000001
32.901759999999996,-96.68553
32.90378,-96.68826
32.913270000000004,-96.66528000000001
32.90296,-96.68301
32.901761,-96.687375
32.90337,-96.69015
32.90478,-96.66864
32.89458,-96.68826999999999
32.907270000000004,-96.65299
32.90903,-96.691224
32.901270000000004,-96.68288000000001
32.9112,-96.67421999999999
32.90547,-96.69645
32.922636,-96.665409
32.921956,-96.637803
32.91633,-96.659063
32.88973,-96.67345999999999
32.87368,-96.66033
32.90395,-96.6945
32.886759999999995,-96.67878
32.7669,-97.04843000000001
32.776176,-97.058113
32.7902,-97.043994
32.723079999999996,-96.98094
32.76501,-97.05344000000001
32.76719,-97.04464
32.744679999999995,-97.04346
32.783592999999996,-97.050572
32.79994,-97.047086
32.77663,-97.05313000000001
32.79017,-97.049092
32.76213,-97.0456
32.77726,-97.04923000000001
32.764516,-96.94468
32.757103,-97.019549
32.80339,-97.02472
32.774706,-97.042239
32.76565,-97.04586
32.78518,-97.03714000000001
32.76195,-97.04111999999999
32.7812,-97.05082
32.77898,-97.05967
32.77365,-97.05328
32.781960999999995,-97.05605600000001
32.7896,-97.0377
32.74563,-97.073707
32.765609999999995,-97.05536
32.783559999999994,-97.041905
32.785340000000005,-97.04938
32.79245,-97.01602
32.722208,-97.045014
32.7205,-97.02916
32.77643,-97.0556
32.733002,-97.042812
32.72052,-97.03314
32.71525,-97.04255
32.742020000000004,-96.95799
32.729209999999995,-97.03845
32.73901,-97.03318
32.74443,-96.95335
32.766373,-97.042794
32.72058,-97.04047
32.733595,-97.017237
32.70471,-97.04929
32.73892,-97.03747
33.02892,-96.98725
33.06389,-97.00254
33.50592,-96.61221
32.783522,-97.04195
32.7772,-97.04876999999999
32.777215000000005,-97.048035
33.051609,-96.982489
33.04338,-96.94528000000001
32.787888,-97.04856099999999
32.75268,-97.01693
32.766036,-96.960812
32.70299,-97.05246
32.81392,-96.93655
32.8147,-96.93435
32.81643,-96.91402
32.820159999999994,-96.94243
32.821,-96.91685
32.821999999999996,-97.00147
32.82197,-96.99928
32.81643,-96.91402
32.829605,-96.912842
32.81593,-96.93433
32.81644,-96.96781999999999
32.842889,-96.929722
32.83664,-97.02629
32.835440000000006,-96.89367
32.835440000000006,-96.89428000000001
32.84016,-96.89856
32.83722,-96.92815999999999
32.83886,-96.89858000000001
32.83887,-96.92227
32.83741,-96.93535
32.89607,-96.98123000000001
33.121879,-97.03359
33.05972,-96.99315
33.036077,-96.973903
33.06177,-96.99244
33.04198,-96.98848000000001
33.049240000000005,-96.99245
32.989340000000006,-97.01102
33.22466,-96.62711
33.179444000000004,-96.61694399999999
33.17431,-96.61024
33.20981,-96.61
33.17488,-96.60984
33.182688,-96.538736
33.18093,-96.60464
33.17862,-96.6097
33.211240000000004,-96.61497
33.18508,-96.60889
33.21685,-96.64827
33.20835,-96.60714
33.20401,-96.59733
33.042922999999995,-97.017465
33.0288,-96.974176
33.171546,-96.975673
32.848422,-97.017463
33.222432,-96.62315500000001
33.059564,-96.903887
33.173010999999995,-96.622398
32.837745,-96.917192
33.166214000000004,-96.928952
33.22146,-96.60736999999999
33.01291,-96.70178
33.01089,-96.6694
33.005509,-96.664893
33.00713,-96.68454
33.012995000000004,-96.678015
33.007220000000004,-96.69655999999999
33.007329999999996,-96.6928
33.009848,-96.68038299999999
33.018159999999995,-96.68818
33.010290000000005,-96.66941
33.008441,-96.687519
33.014225,-96.693954
33.232295,-96.81880799999999
33.25199,-96.838083
33.229036,-96.821466
33.2109,-96.6387
32.997609999999995,-96.72671
32.963409999999996,-96.70523
32.96066,-96.72142
32.960609999999996,-96.71155
32.967890000000004,-96.70285
32.96074,-96.7085
32.955556,-96.719167
32.93803,-96.718181
32.96991,-96.71511
32.971553,-96.707237
32.964220000000005,-96.71706999999999
32.996990000000004,-96.663168
32.967909999999996,-96.70413
32.9642,-96.71087
32.95683,-96.72939000000001
32.98822,-96.65429
32.985388,-96.700877
32.99315,-96.75624
32.9738,-96.71024
32.985459999999996,-96.69868000000001
33.01293,-96.70273
32.91601,-96.44483000000001
32.9402,-96.455
32.90339,-96.58225999999999
32.90658,-96.5825
32.90147,-96.57599
32.90634,-96.56168000000001
32.921904,-96.43650500000001
32.95661,-96.70881
32.97317,-96.7032
32.8999,-96.57798000000001
32.960640000000005,-96.71575
32.90338,-96.58153
32.999753999999996,-96.72063
33.685990000000004,-96.57476
33.6369,-96.54799999999999
33.64117,-96.59702
33.5917,-96.6067
33.59105,-96.62395
33.633503999999995,-96.61609
33.700201,-96.572854
33.5807,-96.605531
33.644009999999994,-96.59844
33.633129,-96.602568
33.6268,-96.7122
33.589153,-96.612686
33.581596000000005,-96.60390500000001
33.58333,-96.60333
33.555556,-96.611111
33.00025,-96.5635
33.00111,-96.55435
33.00741,-96.55017
33.00023,-96.56316
33.00757,-96.5507
33.00758,-96.5509
33.00383,-96.5612
33.014786,-96.535574
33.012240000000006,-96.78165
33.00034,-96.55442
33.690992,-96.581447
33.008928000000004,-96.554254
32.549042,-96.975765
32.58837,-96.96051
32.578,-96.9671
32.579725,-96.96079
32.103668,-96.39233399999999
32.03611,-96.39166999999999
32.027141,-96.41372199999999
32.561648,-96.964375
32.097809999999996,-96.41552
32.5489,-95.84299999999999
32.09044,-96.46311
32.0641,-96.4283
32.095174,-96.419718
32.08729,-96.461
32.10586,-96.463022
32.08,-96.44888900000001
32.103596,-96.386833
32.068628000000004,-96.443248
32.12066,-96.46998
32.101695,-96.421631
32.116973,-96.400518
32.622778000000004,-96.85305600000001
32.63312,-96.8523
32.627407,-96.859655
32.62407,-96.8461
32.663779999999996,-96.90844
32.315529,-96.621239
32.3559,-96.63275
32.30733,-96.61256999999999
32.402221999999995,-96.656111
32.317820000000005,-96.61367
32.35593,-96.6424
32.35345,-96.63329
32.31783,-96.61369
32.3562,-96.6351
