STATEFP,proportion_homeless_2019,COUNTYFP
28,0.000398,063
28,0.000398,065
28,0.000398,067
28,0.000398,069
28,0.000398,071
28,0.000398,073
28,0.000398,075
28,0.000398,077
28,0.000398,079
28,0.000398,081
28,0.000398,083
28,0.000398,085
28,0.000398,087
28,0.000398,089
28,0.000398,091
28,0.000398,093
28,0.000398,095
28,0.000398,097
28,0.000398,099
28,0.000398,101
28,0.000398,103
28,0.000398,105
28,0.000398,107
28,0.000398,109
28,0.000398,111
28,0.000398,113
28,0.000398,115
28,0.000398,117
28,0.000398,119
28,0.000398,121
28,0.000398,123
28,0.000398,125
28,0.000398,127
28,0.000398,129
28,0.000398,131
28,0.000398,133
28,0.000398,135
28,0.000398,137
28,0.000398,139
28,0.000398,141
28,0.000398,143
28,0.000398,145
28,0.000398,147
28,0.000398,149
28,0.000398,151
28,0.000398,153
28,0.000398,155
28,0.000398,157
28,0.000398,159
28,0.000398,161
28,0.000398,163
30,0.00127,001
30,0.00127,003
30,0.00127,005
30,0.00127,007
30,0.00127,009
30,0.00127,011
30,0.00127,013
30,0.00127,015
30,0.00127,017
30,0.00127,019
30,0.00127,021
30,0.00127,023
30,0.00127,025
30,0.00127,027
30,0.00127,029
30,0.00127,031
30,0.00127,033
30,0.00127,035
30,0.00127,037
30,0.00127,039
30,0.00127,041
30,0.00127,043
30,0.00127,045
30,0.00127,047
30,0.00127,049
30,0.00127,051
30,0.00127,053
30,0.00127,055
30,0.00127,057
30,0.00127,059
30,0.00127,061
30,0.00127,063
30,0.00127,065
30,0.00127,067
30,0.00127,069
30,0.00127,071
30,0.00127,073
30,0.00127,075
30,0.00127,077
30,0.00127,079
30,0.00127,081
30,0.00127,083
30,0.00127,085
30,0.00127,087
30,0.00127,089
30,0.00127,091
30,0.00127,093
30,0.00127,095
30,0.00127,097
30,0.00127,099
30,0.00127,101
30,0.00127,103
30,0.00127,105
30,0.00127,107
30,0.00127,109
30,0.00127,111
37,0.000888,001
37,0.000888,003
37,0.000888,005
37,0.000888,007
37,0.000888,009
37,0.000888,011
37,0.000888,013
37,0.000888,015
37,0.000888,017
37,0.000888,019
37,0.000888,021
37,0.000888,023
37,0.000888,025
37,0.000888,027
37,0.000888,029
37,0.000888,031
37,0.000888,033
37,0.000888,035
37,0.000888,037
37,0.000888,039
37,0.000888,041
37,0.000888,043
37,0.000888,045
37,0.000888,047
37,0.000888,049
37,0.000888,051
37,0.000888,053
37,0.000888,055
37,0.000888,057
37,0.000888,059
37,0.000888,061
37,0.000888,063
37,0.000888,065
37,0.000888,067
37,0.000888,069
37,0.000888,071
37,0.000888,073
37,0.000888,075
37,0.000888,077
37,0.000888,079
37,0.000888,081
37,0.000888,083
37,0.000888,085
37,0.000888,087
37,0.000888,089
37,0.000888,091
37,0.000888,093
37,0.000888,095
37,0.000888,097
37,0.000888,099
37,0.000888,101
37,0.000888,103
37,0.000888,105
37,0.000888,107
37,0.000888,109
37,0.000888,111
37,0.000888,113
37,0.000888,115
37,0.000888,117
37,0.000888,119
37,0.000888,121
37,0.000888,123
37,0.000888,125
37,0.000888,127
37,0.000888,129
37,0.000888,131
37,0.000888,133
37,0.000888,135
37,0.000888,137
37,0.000888,139
37,0.000888,141
37,0.000888,143
37,0.000888,145
37,0.000888,147
37,0.000888,149
37,0.000888,151
37,0.000888,153
37,0.000888,155
37,0.000888,157
37,0.000888,159
37,0.000888,161
37,0.000888,163
37,0.000888,165
37,0.000888,167
37,0.000888,169
37,0.000888,171
37,0.000888,173
37,0.000888,175
37,0.000888,177
37,0.000888,179
37,0.000888,181
37,0.000888,183
37,0.000888,185
37,0.000888,187
37,0.000888,189
37,0.000888,191
37,0.000888,193
37,0.000888,195
37,0.000888,197
37,0.000888,199
38,0.000731,001
38,0.000731,003
38,0.000731,005
38,0.000731,007
38,0.000731,009
38,0.000731,011
38,0.000731,013
38,0.000731,015
38,0.000731,017
38,0.000731,019
38,0.000731,021
38,0.000731,023
38,0.000731,025
38,0.000731,027
38,0.000731,029
38,0.000731,031
38,0.000731,033
38,0.000731,035
38,0.000731,037
38,0.000731,039
38,0.000731,041
38,0.000731,043
38,0.000731,045
38,0.000731,047
38,0.000731,049
38,0.000731,051
38,0.000731,053
38,0.000731,055
38,0.000731,057
38,0.000731,059
38,0.000731,061
38,0.000731,063
38,0.000731,065
38,0.000731,067
38,0.000731,069
38,0.000731,071
38,0.000731,073
38,0.000731,075
38,0.000731,077
38,0.000731,079
38,0.000731,081
38,0.000731,083
38,0.000731,085
38,0.000731,087
38,0.000731,089
38,0.000731,091
38,0.000731,093
38,0.000731,095
38,0.000731,097
38,0.000731,099
38,0.000731,101
38,0.000731,103
38,0.000731,105
31,0.001223,001
31,0.001223,003
31,0.001223,005
31,0.001223,007
31,0.001223,009
31,0.001223,011
31,0.001223,013
31,0.001223,015
31,0.001223,017
31,0.001223,019
31,0.001223,021
31,0.001223,023
31,0.001223,025
31,0.001223,027
31,0.001223,029
31,0.001223,031
31,0.001223,033
31,0.001223,035
31,0.001223,037
31,0.001223,039
31,0.001223,041
31,0.001223,043
31,0.001223,045
31,0.001223,047
31,0.001223,049
31,0.001223,051
31,0.001223,053
31,0.001223,055
31,0.001223,057
31,0.001223,059
31,0.001223,061
31,0.001223,063
31,0.001223,065
31,0.001223,067
31,0.001223,069
31,0.001223,071
31,0.001223,073
31,0.001223,075
31,0.001223,077
31,0.001223,079
31,0.001223,081
31,0.001223,083
31,0.001223,085
31,0.001223,087
31,0.001223,089
31,0.001223,091
31,0.001223,093
31,0.001223,095
31,0.001223,097
31,0.001223,099
31,0.001223,101
31,0.001223,103
31,0.001223,105
31,0.001223,107
31,0.001223,109
31,0.001223,111
31,0.001223,113
31,0.001223,115
31,0.001223,117
31,0.001223,119
31,0.001223,121
31,0.001223,123
31,0.001223,125
31,0.001223,127
31,0.001223,129
31,0.001223,131
31,0.001223,133
31,0.001223,135
31,0.001223,137
31,0.001223,139
31,0.001223,141
31,0.001223,143
31,0.001223,145
31,0.001223,147
31,0.001223,149
31,0.001223,151
31,0.001223,153
31,0.001223,155
31,0.001223,157
31,0.001223,159
31,0.001223,161
31,0.001223,163
31,0.001223,165
31,0.001223,167
31,0.001223,169
31,0.001223,171
31,0.001223,173
31,0.001223,175
31,0.001223,177
31,0.001223,179
31,0.001223,181
31,0.001223,183
31,0.001223,185
33,0.001027,001
33,0.001027,003
33,0.001027,005
33,0.001027,007
33,0.001027,009
33,0.001027,011
33,0.001027,013
33,0.001027,015
33,0.001027,017
33,0.001027,019
34,0.000998,001
34,0.000998,003
34,0.000998,005
34,0.000998,007
34,0.000998,009
34,0.000998,011
34,0.000998,013
34,0.000998,015
34,0.000998,017
34,0.000998,019
34,0.000998,021
34,0.000998,023
34,0.000998,025
34,0.000998,027
34,0.000998,029
34,0.000998,031
34,0.000998,033
34,0.000998,035
34,0.000998,037
34,0.000998,039
34,0.000998,041
35,0.001546,001
35,0.001546,003
35,0.001546,005
35,0.001546,006
35,0.001546,007
35,0.001546,009
35,0.001546,011
35,0.001546,013
35,0.001546,015
35,0.001546,017
35,0.001546,019
35,0.001546,021
35,0.001546,023
35,0.001546,025
35,0.001546,027
35,0.001546,028
35,0.001546,029
35,0.001546,031
35,0.001546,033
35,0.001546,035
35,0.001546,037
35,0.001546,039
35,0.001546,041
35,0.001546,043
35,0.001546,045
35,0.001546,047
35,0.001546,049
35,0.001546,051
35,0.001546,053
35,0.001546,055
35,0.001546,057
35,0.001546,059
35,0.001546,061
32,0.002327,001
32,0.002327,003
32,0.002327,005
32,0.002327,007
32,0.002327,009
32,0.002327,011
32,0.002327,013
32,0.002327,015
32,0.002327,017
32,0.002327,019
32,0.002327,021
32,0.002327,023
32,0.002327,027
32,0.002327,029
32,0.002327,031
32,0.002327,033
32,0.002327,510
36,0.004734,001
36,0.004734,003
36,0.004734,005
36,0.004734,007
36,0.004734,009
36,0.004734,011
36,0.004734,013
36,0.004734,015
36,0.004734,017
36,0.004734,019
36,0.004734,021
36,0.004734,023
36,0.004734,025
36,0.004734,027
36,0.004734,029
36,0.004734,031
36,0.004734,033
36,0.004734,035
36,0.004734,037
36,0.004734,039
36,0.004734,041
36,0.004734,043
36,0.004734,045
36,0.004734,047
36,0.004734,049
36,0.004734,051
36,0.004734,053
36,0.004734,055
36,0.004734,057
36,0.004734,059
36,0.004734,061
36,0.004734,063
36,0.004734,065
36,0.004734,067
36,0.004734,069
36,0.004734,071
36,0.004734,073
36,0.004734,075
36,0.004734,077
36,0.004734,079
36,0.004734,081
36,0.004734,083
36,0.004734,085
36,0.004734,087
36,0.004734,089
36,0.004734,091
36,0.004734,093
36,0.004734,095
36,0.004734,097
36,0.004734,099
36,0.004734,101
36,0.004734,103
36,0.004734,105
36,0.004734,107
36,0.004734,109
36,0.004734,111
36,0.004734,113
36,0.004734,115
36,0.004734,117
36,0.004734,119
36,0.004734,121
36,0.004734,123
39,0.000885,001
39,0.000885,003
39,0.000885,005
39,0.000885,007
39,0.000885,009
39,0.000885,011
39,0.000885,013
39,0.000885,015
39,0.000885,017
39,0.000885,019
39,0.000885,021
39,0.000885,023
39,0.000885,025
39,0.000885,027
39,0.000885,029
39,0.000885,031
39,0.000885,033
39,0.000885,035
39,0.000885,037
39,0.000885,039
39,0.000885,041
39,0.000885,043
39,0.000885,045
39,0.000885,047
39,0.000885,049
39,0.000885,051
39,0.000885,053
39,0.000885,055
39,0.000885,057
39,0.000885,059
39,0.000885,061
39,0.000885,063
39,0.000885,065
39,0.000885,067
39,0.000885,069
39,0.000885,071
39,0.000885,073
39,0.000885,075
39,0.000885,077
39,0.000885,079
39,0.000885,081
39,0.000885,083
39,0.000885,085
39,0.000885,087
39,0.000885,089
39,0.000885,091
39,0.000885,093
39,0.000885,095
39,0.000885,097
39,0.000885,099
39,0.000885,101
39,0.000885,103
39,0.000885,105
39,0.000885,107
39,0.000885,109
39,0.000885,111
39,0.000885,113
39,0.000885,115
39,0.000885,117
39,0.000885,119
39,0.000885,121
39,0.000885,123
39,0.000885,125
39,0.000885,127
39,0.000885,129
39,0.000885,131
39,0.000885,133
39,0.000885,135
39,0.000885,137
39,0.000885,139
39,0.000885,141
39,0.000885,143
39,0.000885,145
39,0.000885,147
39,0.000885,149
39,0.000885,151
39,0.000885,153
39,0.000885,155
39,0.000885,157
39,0.000885,159
39,0.000885,161
39,0.000885,163
39,0.000885,165
39,0.000885,167
39,0.000885,169
39,0.000885,171
39,0.000885,173
39,0.000885,175
40,0.000997,001
40,0.000997,003
40,0.000997,005
40,0.000997,007
40,0.000997,009
40,0.000997,011
40,0.000997,013
40,0.000997,015
40,0.000997,017
40,0.000997,019
40,0.000997,021
40,0.000997,023
40,0.000997,025
40,0.000997,027
40,0.000997,029
40,0.000997,031
40,0.000997,033
40,0.000997,035
40,0.000997,037
40,0.000997,039
40,0.000997,041
40,0.000997,043
40,0.000997,045
40,0.000997,047
40,0.000997,049
40,0.000997,051
40,0.000997,053
40,0.000997,055
40,0.000997,057
40,0.000997,059
40,0.000997,061
40,0.000997,063
40,0.000997,065
40,0.000997,067
40,0.000997,069
40,0.000997,071
40,0.000997,073
40,0.000997,075
40,0.000997,077
40,0.000997,079
40,0.000997,081
40,0.000997,083
40,0.000997,085
40,0.000997,087
40,0.000997,089
40,0.000997,091
40,0.000997,093
40,0.000997,095
40,0.000997,097
40,0.000997,099
40,0.000997,101
40,0.000997,103
40,0.000997,105
40,0.000997,107
40,0.000997,109
40,0.000997,111
40,0.000997,113
40,0.000997,115
40,0.000997,117
40,0.000997,119
40,0.000997,121
40,0.000997,123
40,0.000997,125
40,0.000997,127
40,0.000997,129
40,0.000997,131
40,0.000997,133
40,0.000997,135
40,0.000997,137
40,0.000997,139
40,0.000997,141
40,0.000997,143
40,0.000997,145
40,0.000997,147
40,0.000997,149
40,0.000997,151
40,0.000997,153
41,0.003764,001
41,0.003764,003
41,0.003764,005
41,0.003764,007
41,0.003764,009
41,0.003764,011
41,0.003764,013
41,0.003764,015
41,0.003764,017
41,0.003764,019
41,0.003764,021
41,0.003764,023
41,0.003764,025
41,0.003764,027
41,0.003764,029
41,0.003764,031
41,0.003764,033
41,0.003764,035
41,0.003764,037
41,0.003764,039
41,0.003764,041
41,0.003764,043
41,0.003764,045
41,0.003764,047
41,0.003764,049
41,0.003764,051
41,0.003764,053
41,0.003764,055
41,0.003764,057
41,0.003764,059
41,0.003764,061
41,0.003764,063
41,0.003764,065
41,0.003764,067
41,0.003764,069
41,0.003764,071
42,0.001031,001
42,0.001031,003
42,0.001031,005
42,0.001031,007
42,0.001031,009
42,0.001031,011
42,0.001031,013
42,0.001031,015
42,0.001031,017
42,0.001031,019
42,0.001031,021
42,0.001031,023
42,0.001031,025
42,0.001031,027
42,0.001031,029
42,0.001031,031
42,0.001031,033
42,0.001031,035
42,0.001031,037
42,0.001031,039
42,0.001031,041
42,0.001031,043
42,0.001031,045
42,0.001031,047
42,0.001031,049
42,0.001031,051
42,0.001031,053
42,0.001031,055
42,0.001031,057
42,0.001031,059
42,0.001031,061
42,0.001031,063
42,0.001031,065
42,0.001031,067
42,0.001031,069
42,0.001031,071
42,0.001031,073
42,0.001031,075
42,0.001031,077
42,0.001031,079
42,0.001031,081
42,0.001031,083
42,0.001031,085
42,0.001031,087
42,0.001031,089
42,0.001031,091
42,0.001031,093
42,0.001031,095
42,0.001031,097
42,0.001031,099
42,0.001031,101
42,0.001031,103
42,0.001031,105
42,0.001031,107
42,0.001031,109
42,0.001031,111
42,0.001031,113
42,0.001031,115
42,0.001031,117
42,0.001031,119
42,0.001031,121
42,0.001031,123
42,0.001031,125
42,0.001031,127
42,0.001031,129
42,0.001031,131
42,0.001031,133
72,0.000794,001
72,0.000794,003
72,0.000794,005
72,0.000794,007
72,0.000794,009
72,0.000794,011
72,0.000794,013
72,0.000794,015
72,0.000794,017
72,0.000794,019
72,0.000794,021
72,0.000794,023
72,0.000794,025
72,0.000794,027
72,0.000794,029
72,0.000794,031
72,0.000794,033
72,0.000794,035
72,0.000794,037
72,0.000794,039
72,0.000794,041
72,0.000794,043
72,0.000794,045
72,0.000794,047
72,0.000794,049
72,0.000794,051
72,0.000794,053
72,0.000794,054
72,0.000794,055
72,0.000794,057
72,0.000794,059
72,0.000794,061
72,0.000794,063
72,0.000794,065
72,0.000794,067
72,0.000794,069
72,0.000794,071
72,0.000794,073
72,0.000794,075
72,0.000794,077
72,0.000794,079
72,0.000794,081
72,0.000794,083
72,0.000794,085
72,0.000794,087
72,0.000794,089
72,0.000794,091
72,0.000794,093
72,0.000794,095
72,0.000794,097
72,0.000794,099
72,0.000794,101
72,0.000794,103
72,0.000794,105
72,0.000794,107
72,0.000794,109
72,0.000794,111
72,0.000794,113
72,0.000794,115
72,0.000794,117
72,0.000794,119
72,0.000794,121
72,0.000794,123
72,0.000794,125
72,0.000794,127
72,0.000794,129
72,0.000794,131
72,0.000794,133
72,0.000794,135
72,0.000794,137
72,0.000794,139
72,0.000794,141
72,0.000794,143
72,0.000794,145
72,0.000794,147
72,0.000794,149
72,0.000794,151
72,0.000794,153
44,0.000996,001
44,0.000996,003
44,0.000996,005
44,0.000996,007
44,0.000996,009
45,0.00081,001
45,0.00081,003
45,0.00081,005
45,0.00081,007
45,0.00081,009
45,0.00081,011
45,0.00081,013
45,0.00081,015
45,0.00081,017
45,0.00081,019
45,0.00081,021
45,0.00081,023
45,0.00081,025
45,0.00081,027
45,0.00081,029
45,0.00081,031
45,0.00081,033
45,0.00081,035
45,0.00081,037
45,0.00081,039
45,0.00081,041
45,0.00081,043
45,0.00081,045
45,0.00081,047
45,0.00081,049
45,0.00081,051
45,0.00081,053
45,0.00081,055
45,0.00081,057
45,0.00081,059
45,0.00081,061
45,0.00081,063
45,0.00081,065
45,0.00081,067
45,0.00081,069
45,0.00081,071
45,0.00081,073
45,0.00081,075
45,0.00081,077
45,0.00081,079
45,0.00081,081
45,0.00081,083
45,0.00081,085
45,0.00081,087
45,0.00081,089
45,0.00081,091
46,0.001125,003
46,0.001125,005
46,0.001125,007
46,0.001125,009
46,0.001125,011
46,0.001125,013
46,0.001125,015
46,0.001125,017
46,0.001125,019
46,0.001125,021
46,0.001125,023
46,0.001125,025
46,0.001125,027
46,0.001125,029
46,0.001125,031
46,0.001125,033
46,0.001125,035
46,0.001125,037
46,0.001125,039
46,0.001125,041
46,0.001125,043
46,0.001125,045
46,0.001125,047
46,0.001125,049
46,0.001125,051
46,0.001125,053
46,0.001125,055
46,0.001125,057
46,0.001125,059
46,0.001125,061
46,0.001125,063
46,0.001125,065
46,0.001125,067
46,0.001125,069
46,0.001125,071
46,0.001125,073
46,0.001125,075
46,0.001125,077
46,0.001125,079
46,0.001125,081
46,0.001125,083
46,0.001125,085
46,0.001125,087
46,0.001125,089
46,0.001125,091
46,0.001125,093
46,0.001125,095
46,0.001125,097
46,0.001125,099
46,0.001125,101
46,0.001125,102
46,0.001125,103
46,0.001125,105
46,0.001125,107
46,0.001125,109
46,0.001125,111
46,0.001125,115
46,0.001125,117
46,0.001125,119
46,0.001125,121
46,0.001125,123
46,0.001125,125
46,0.001125,127
46,0.001125,129
46,0.001125,135
46,0.001125,137
47,0.001093,001
47,0.001093,003
47,0.001093,005
47,0.001093,007
47,0.001093,009
47,0.001093,011
47,0.001093,013
47,0.001093,015
47,0.001093,017
47,0.001093,019
47,0.001093,021
47,0.001093,023
47,0.001093,025
47,0.001093,027
47,0.001093,029
47,0.001093,031
47,0.001093,033
47,0.001093,035
47,0.001093,037
47,0.001093,039
47,0.001093,041
47,0.001093,043
47,0.001093,045
47,0.001093,047
47,0.001093,049
47,0.001093,051
47,0.001093,053
47,0.001093,055
47,0.001093,057
47,0.001093,059
47,0.001093,061
47,0.001093,063
47,0.001093,065
47,0.001093,067
47,0.001093,069
47,0.001093,071
47,0.001093,073
47,0.001093,075
47,0.001093,077
47,0.001093,079
47,0.001093,081
47,0.001093,083
47,0.001093,085
47,0.001093,087
47,0.001093,089
47,0.001093,091
47,0.001093,093
47,0.001093,095
47,0.001093,097
47,0.001093,099
47,0.001093,101
47,0.001093,103
47,0.001093,105
47,0.001093,107
47,0.001093,109
47,0.001093,111
47,0.001093,113
47,0.001093,115
47,0.001093,117
47,0.001093,119
47,0.001093,121
47,0.001093,123
47,0.001093,125
47,0.001093,127
47,0.001093,129
47,0.001093,131
47,0.001093,133
47,0.001093,135
47,0.001093,137
47,0.001093,139
47,0.001093,141
47,0.001093,143
47,0.001093,145
47,0.001093,147
47,0.001093,149
47,0.001093,151
47,0.001093,153
47,0.001093,155
47,0.001093,157
47,0.001093,159
47,0.001093,161
47,0.001093,163
47,0.001093,165
47,0.001093,167
47,0.001093,169
47,0.001093,171
47,0.001093,173
47,0.001093,175
47,0.001093,177
47,0.001093,179
47,0.001093,181
47,0.001093,183
47,0.001093,185
47,0.001093,187
47,0.001093,189
48,0.000891,001
48,0.000891,003
48,0.000891,005
48,0.000891,007
48,0.000891,009
48,0.000891,011
48,0.000891,013
48,0.000891,015
48,0.000891,017
48,0.000891,019
48,0.000891,021
48,0.000891,023
48,0.000891,025
48,0.000891,027
48,0.000891,029
48,0.000891,031
48,0.000891,033
48,0.000891,035
48,0.000891,037
48,0.000891,039
48,0.000891,041
48,0.000891,043
48,0.000891,045
48,0.000891,047
48,0.000891,049
48,0.000891,051
48,0.000891,053
48,0.000891,055
48,0.000891,057
48,0.000891,059
48,0.000891,061
48,0.000891,063
48,0.000891,065
48,0.000891,067
48,0.000891,069
48,0.000891,071
48,0.000891,073
48,0.000891,075
48,0.000891,077
48,0.000891,079
48,0.000891,081
48,0.000891,083
48,0.000891,085
48,0.000891,087
48,0.000891,089
48,0.000891,091
48,0.000891,093
48,0.000891,095
48,0.000891,097
48,0.000891,099
48,0.000891,101
48,0.000891,103
48,0.000891,105
48,0.000891,107
48,0.000891,109
48,0.000891,111
48,0.000891,113
48,0.000891,115
48,0.000891,117
48,0.000891,119
48,0.000891,121
48,0.000891,123
48,0.000891,125
48,0.000891,127
48,0.000891,129
48,0.000891,131
48,0.000891,133
48,0.000891,135
48,0.000891,137
48,0.000891,139
48,0.000891,141
48,0.000891,143
48,0.000891,145
48,0.000891,147
48,0.000891,149
48,0.000891,151
48,0.000891,153
48,0.000891,155
48,0.000891,157
48,0.000891,159
48,0.000891,161
48,0.000891,163
48,0.000891,165
48,0.000891,167
48,0.000891,169
48,0.000891,171
48,0.000891,173
48,0.000891,175
48,0.000891,177
48,0.000891,179
48,0.000891,181
48,0.000891,183
48,0.000891,185
48,0.000891,187
48,0.000891,189
48,0.000891,191
48,0.000891,193
48,0.000891,195
48,0.000891,197
48,0.000891,199
48,0.000891,201
48,0.000891,203
48,0.000891,205
48,0.000891,207
48,0.000891,209
48,0.000891,211
48,0.000891,213
48,0.000891,215
48,0.000891,217
48,0.000891,219
48,0.000891,221
48,0.000891,223
48,0.000891,225
48,0.000891,227
48,0.000891,229
48,0.000891,231
48,0.000891,233
48,0.000891,235
48,0.000891,237
48,0.000891,239
48,0.000891,241
48,0.000891,243
48,0.000891,245
48,0.000891,247
48,0.000891,249
48,0.000891,251
48,0.000891,253
48,0.000891,255
48,0.000891,257
48,0.000891,259
48,0.000891,261
48,0.000891,263
48,0.000891,265
48,0.000891,267
48,0.000891,269
48,0.000891,271
48,0.000891,273
48,0.000891,275
48,0.000891,277
48,0.000891,279
48,0.000891,281
48,0.000891,283
48,0.000891,285
48,0.000891,287
48,0.000891,289
48,0.000891,291
48,0.000891,293
48,0.000891,295
48,0.000891,297
48,0.000891,299
48,0.000891,301
48,0.000891,303
48,0.000891,305
48,0.000891,307
48,0.000891,309
48,0.000891,311
48,0.000891,313
48,0.000891,315
48,0.000891,317
48,0.000891,319
48,0.000891,321
48,0.000891,323
48,0.000891,325
48,0.000891,327
48,0.000891,329
48,0.000891,331
48,0.000891,333
48,0.000891,335
48,0.000891,337
48,0.000891,339
48,0.000891,341
48,0.000891,343
48,0.000891,345
48,0.000891,347
48,0.000891,349
48,0.000891,351
48,0.000891,353
48,0.000891,355
48,0.000891,357
48,0.000891,359
48,0.000891,361
48,0.000891,363
48,0.000891,365
48,0.000891,367
48,0.000891,369
48,0.000891,371
48,0.000891,373
48,0.000891,375
48,0.000891,377
48,0.000891,379
48,0.000891,381
48,0.000891,383
48,0.000891,385
48,0.000891,387
48,0.000891,389
48,0.000891,391
48,0.000891,393
48,0.000891,395
48,0.000891,397
48,0.000891,399
48,0.000891,401
48,0.000891,403
48,0.000891,405
48,0.000891,407
48,0.000891,409
48,0.000891,411
48,0.000891,413
48,0.000891,415
48,0.000891,417
48,0.000891,419
48,0.000891,421
48,0.000891,423
48,0.000891,425
48,0.000891,427
48,0.000891,429
48,0.000891,431
48,0.000891,433
48,0.000891,435
48,0.000891,437
48,0.000891,439
48,0.000891,441
48,0.000891,443
48,0.000891,445
48,0.000891,447
48,0.000891,449
48,0.000891,451
48,0.000891,453
48,0.000891,455
48,0.000891,457
48,0.000891,459
48,0.000891,461
48,0.000891,463
48,0.000891,465
48,0.000891,467
48,0.000891,469
48,0.000891,471
48,0.000891,473
48,0.000891,475
48,0.000891,477
48,0.000891,479
48,0.000891,481
48,0.000891,483
48,0.000891,485
48,0.000891,487
48,0.000891,489
48,0.000891,491
48,0.000891,493
48,0.000891,495
48,0.000891,497
48,0.000891,499
48,0.000891,501
48,0.000891,503
48,0.000891,505
48,0.000891,507
49,0.000873,001
49,0.000873,003
49,0.000873,005
49,0.000873,007
49,0.000873,009
49,0.000873,011
49,0.000873,013
49,0.000873,015
49,0.000873,017
49,0.000873,019
49,0.000873,021
49,0.000873,023
49,0.000873,025
49,0.000873,027
49,0.000873,029
49,0.000873,031
49,0.000873,033
49,0.000873,035
49,0.000873,037
49,0.000873,039
49,0.000873,041
49,0.000873,043
49,0.000873,045
49,0.000873,047
49,0.000873,049
49,0.000873,051
49,0.000873,053
49,0.000873,055
49,0.000873,057
51,0.000678,001
51,0.000678,003
51,0.000678,005
51,0.000678,007
51,0.000678,009
51,0.000678,011
51,0.000678,013
51,0.000678,015
51,0.000678,017
51,0.000678,019
51,0.000678,021
51,0.000678,023
51,0.000678,025
51,0.000678,027
51,0.000678,029
51,0.000678,031
51,0.000678,033
51,0.000678,035
51,0.000678,036
51,0.000678,037
51,0.000678,041
51,0.000678,043
51,0.000678,045
51,0.000678,047
51,0.000678,049
51,0.000678,051
51,0.000678,053
51,0.000678,057
51,0.000678,059
51,0.000678,061
51,0.000678,063
51,0.000678,065
51,0.000678,067
51,0.000678,069
51,0.000678,071
51,0.000678,073
51,0.000678,075
51,0.000678,077
51,0.000678,079
51,0.000678,081
51,0.000678,083
51,0.000678,085
51,0.000678,087
51,0.000678,089
51,0.000678,091
51,0.000678,093
51,0.000678,095
51,0.000678,097
51,0.000678,099
51,0.000678,101
51,0.000678,103
51,0.000678,105
51,0.000678,107
51,0.000678,109
51,0.000678,111
51,0.000678,113
51,0.000678,115
51,0.000678,117
51,0.000678,119
51,0.000678,121
51,0.000678,125
51,0.000678,127
51,0.000678,131
51,0.000678,133
51,0.000678,135
51,0.000678,137
51,0.000678,139
51,0.000678,141
51,0.000678,143
51,0.000678,145
51,0.000678,147
51,0.000678,149
51,0.000678,153
51,0.000678,155
51,0.000678,157
51,0.000678,159
51,0.000678,161
51,0.000678,163
51,0.000678,165
51,0.000678,167
51,0.000678,169
51,0.000678,171
51,0.000678,173
51,0.000678,175
51,0.000678,177
51,0.000678,179
51,0.000678,181
51,0.000678,183
51,0.000678,185
51,0.000678,187
51,0.000678,191
51,0.000678,193
51,0.000678,195
51,0.000678,197
51,0.000678,199
51,0.000678,510
51,0.000678,520
51,0.000678,530
51,0.000678,540
51,0.000678,550
51,0.000678,570
51,0.000678,580
51,0.000678,590
51,0.000678,595
51,0.000678,600
51,0.000678,610
51,0.000678,620
51,0.000678,630
51,0.000678,640
51,0.000678,650
51,0.000678,660
51,0.000678,670
51,0.000678,678
51,0.000678,680
51,0.000678,683
51,0.000678,685
51,0.000678,690
51,0.000678,700
51,0.000678,710
51,0.000678,720
51,0.000678,730
51,0.000678,735
51,0.000678,740
51,0.000678,750
51,0.000678,760
51,0.000678,770
51,0.000678,775
51,0.000678,790
51,0.000678,800
51,0.000678,810
51,0.000678,820
51,0.000678,830
51,0.000678,840
50,0.001745,001
50,0.001745,003
50,0.001745,005
50,0.001745,007
50,0.001745,009
50,0.001745,011
50,0.001745,013
50,0.001745,015
50,0.001745,017
50,0.001745,019
50,0.001745,021
50,0.001745,023
50,0.001745,025
50,0.001745,027
53,0.002834,001
53,0.002834,003
53,0.002834,005
53,0.002834,007
53,0.002834,009
53,0.002834,011
53,0.002834,013
53,0.002834,015
53,0.002834,017
53,0.002834,019
53,0.002834,021
53,0.002834,023
53,0.002834,025
53,0.002834,027
53,0.002834,029
53,0.002834,031
53,0.002834,033
53,0.002834,035
53,0.002834,037
53,0.002834,039
53,0.002834,041
53,0.002834,043
53,0.002834,045
53,0.002834,047
53,0.002834,049
53,0.002834,051
53,0.002834,053
53,0.002834,055
53,0.002834,057
53,0.002834,059
53,0.002834,061
53,0.002834,063
53,0.002834,065
53,0.002834,067
53,0.002834,069
53,0.002834,071
53,0.002834,073
53,0.002834,075
53,0.002834,077
55,0.000779,001
55,0.000779,003
55,0.000779,005
55,0.000779,007
55,0.000779,009
55,0.000779,011
55,0.000779,013
55,0.000779,015
55,0.000779,017
55,0.000779,019
55,0.000779,021
55,0.000779,023
55,0.000779,025
55,0.000779,027
55,0.000779,029
55,0.000779,031
55,0.000779,033
55,0.000779,035
55,0.000779,037
55,0.000779,039
55,0.000779,041
55,0.000779,043
55,0.000779,045
55,0.000779,047
55,0.000779,049
55,0.000779,051
55,0.000779,053
55,0.000779,055
55,0.000779,057
