,B24031_001E,B24031_002E,B24031_003E,B24031_004E,B24031_005E,B24031_006E,B24031_007E,B24031_008E,B24031_009E,B24031_010E,B24031_011E,B24031_012E,B24031_013E,B24031_014E,B24031_015E,B24031_016E,B24031_017E,B24031_018E,B24031_019E,B24031_020E,B24031_021E,B24031_022E,B24031_023E,B24031_024E,B24031_025E,B24031_026E,B24031_027E,state,county
0,34148.0,28750.0,26250.0,74643.0,40313.0,22083.0,18750.0,24609.0,32361.0,31806.0,105000.0,26250.0,71250.0,69375.0,-666666666.0,37419.0,45625.0,-666666666.0,16250.0,40962.0,55000.0,32500.0,20625.0,60625.0,17500.0,43750.0,61667.0,02,195
1,22562.0,94375.0,12917.0,123681.0,25556.0,37466.0,-666666666.0,12273.0,18870.0,19031.0,18333.0,21667.0,22500.0,-666666666.0,26250.0,16250.0,-666666666.0,-666666666.0,12083.0,26117.0,27083.0,23289.0,6979.0,5625.0,24219.0,8750.0,20556.0,02,158
2,36531.0,33680.0,27838.0,64502.0,37268.0,51621.0,46553.0,25877.0,42886.0,40234.0,71632.0,44853.0,50385.0,52056.0,43129.0,39101.0,60737.0,60540.0,25550.0,37882.0,37362.0,38489.0,18524.0,24248.0,17287.0,25239.0,53295.0,04,013
3,31445.0,59949.0,31200.0,62694.0,31126.0,25822.0,29821.0,23089.0,31783.0,31250.0,32266.0,28561.0,36230.0,36582.0,34167.0,31563.0,41750.0,61875.0,26406.0,31306.0,34563.0,30619.0,12118.0,17898.0,11574.0,26622.0,41527.0,04,009
4,26688.0,21302.0,14667.0,59167.0,28793.0,40820.0,29936.0,19872.0,32183.0,31863.0,41210.0,46250.0,30260.0,32000.0,29766.0,25152.0,28646.0,-666666666.0,14480.0,29167.0,31898.0,26941.0,14751.0,24974.0,13617.0,20477.0,38977.0,04,023
5,24546.0,21899.0,21635.0,31250.0,37903.0,30134.0,85417.0,21830.0,20357.0,20218.0,24250.0,42167.0,36250.0,23906.0,40417.0,24697.0,58681.0,-666666666.0,23390.0,31786.0,33083.0,31536.0,15749.0,21548.0,14963.0,21540.0,45109.0,04,012
6,28753.0,40886.0,38162.0,48884.0,31330.0,37972.0,36864.0,21876.0,48041.0,44566.0,58750.0,42862.0,32300.0,32992.0,31653.0,29531.0,38272.0,32417.0,24745.0,32039.0,31099.0,32739.0,19447.0,23455.0,17734.0,21476.0,44951.0,04,015
7,30324.0,38778.0,36713.0,67813.0,33398.0,47493.0,41420.0,19738.0,48461.0,45386.0,65417.0,17177.0,42804.0,57831.0,32131.0,32924.0,42109.0,60250.0,23943.0,36063.0,31989.0,39492.0,17465.0,21828.0,16837.0,25163.0,44554.0,04,005
8,30178.0,57182.0,28676.0,72719.0,35552.0,40994.0,37423.0,21597.0,41576.0,40594.0,51899.0,24659.0,39048.0,43404.0,35668.0,30162.0,38125.0,-666666666.0,24684.0,31181.0,28858.0,31952.0,19636.0,23661.0,19092.0,22298.0,51755.0,04,025
9,40801.0,63533.0,40281.0,64397.0,36071.0,28906.0,72708.0,20938.0,36944.0,37212.0,-666666666.0,15500.0,33292.0,33875.0,21957.0,17352.0,102500.0,-666666666.0,16885.0,32361.0,32357.0,32365.0,15781.0,16458.0,15556.0,31250.0,29423.0,04,011
10,33632.0,35555.0,27267.0,62636.0,40841.0,46033.0,43778.0,25948.0,45173.0,38863.0,76521.0,41893.0,46096.0,48780.0,32694.0,32761.0,52114.0,40914.0,25520.0,32332.0,32396.0,32309.0,16945.0,21259.0,15757.0,21933.0,50130.0,04,021
11,26541.0,26764.0,26663.0,76250.0,26549.0,35273.0,2499.0,17424.0,40357.0,42024.0,26700.0,-666666666.0,25417.0,24083.0,30536.0,33993.0,41875.0,-666666666.0,33264.0,26141.0,35611.0,23555.0,2499.0,-666666666.0,2499.0,25966.0,27071.0,05,099
12,31560.0,30076.0,29792.0,-666666666.0,34500.0,30335.0,35388.0,30099.0,42837.0,43661.0,39318.0,74712.0,32000.0,28693.0,51047.0,37639.0,51250.0,-666666666.0,22768.0,32717.0,44583.0,27209.0,15104.0,34091.0,13778.0,22440.0,41250.0,05,037
13,26324.0,27232.0,27232.0,-666666666.0,26211.0,31919.0,-666666666.0,17256.0,28220.0,29811.0,20114.0,-666666666.0,25750.0,21953.0,-666666666.0,36250.0,35542.0,-666666666.0,85164.0,23891.0,27045.0,22063.0,11212.0,53125.0,10644.0,15313.0,28500.0,05,039
14,28806.0,54313.0,32027.0,59324.0,33542.0,43621.0,22319.0,17158.0,53850.0,53325.0,66094.0,68869.0,29961.0,48625.0,14926.0,30000.0,21250.0,-666666666.0,30284.0,28353.0,29692.0,27083.0,11250.0,6500.0,11344.0,17586.0,39349.0,05,027
15,37443.0,24554.0,16875.0,32155.0,33027.0,46664.0,44563.0,26192.0,53117.0,50504.0,69036.0,48024.0,41798.0,43053.0,40746.0,39042.0,50979.0,110551.0,25964.0,41594.0,45885.0,40391.0,12824.0,12716.0,12857.0,24660.0,45451.0,05,125
16,26655.0,35469.0,21005.0,66324.0,24278.0,43409.0,33080.0,20112.0,50536.0,51148.0,48235.0,-666666666.0,30956.0,37321.0,12833.0,23438.0,22212.0,-666666666.0,22813.0,27424.0,19599.0,29828.0,12719.0,15268.0,12131.0,18295.0,30427.0,05,141
17,27666.0,19750.0,18813.0,66875.0,32478.0,28867.0,28778.0,20548.0,49417.0,49472.0,-666666666.0,30139.0,30972.0,40000.0,28512.0,28981.0,34135.0,-666666666.0,28673.0,25904.0,32237.0,22120.0,13824.0,16250.0,12422.0,27000.0,29779.0,05,065
18,29794.0,27955.0,24444.0,40865.0,30750.0,33516.0,34331.0,20719.0,53837.0,44551.0,88387.0,41222.0,50839.0,51441.0,40139.0,17010.0,31667.0,-666666666.0,16314.0,33607.0,36004.0,30857.0,12871.0,33214.0,12441.0,24067.0,31584.0,05,063
19,27716.0,34271.0,31195.0,52500.0,35439.0,27783.0,42218.0,23734.0,45778.0,45611.0,54000.0,42381.0,32333.0,30809.0,33984.0,22163.0,37458.0,-666666666.0,16477.0,28859.0,36685.0,26173.0,9122.0,21417.0,8547.0,17368.0,26622.0,05,083
20,36707.0,53315.0,49213.0,54239.0,40974.0,42944.0,53238.0,30546.0,57308.0,62578.0,44875.0,51563.0,37431.0,37153.0,48750.0,29928.0,50500.0,-666666666.0,27861.0,35955.0,36839.0,35243.0,8179.0,15313.0,8103.0,40035.0,37357.0,05,053
21,29192.0,46146.0,40188.0,62440.0,38229.0,31655.0,75000.0,13750.0,50913.0,40430.0,74306.0,22404.0,31696.0,30000.0,40855.0,28806.0,56225.0,-666666666.0,26295.0,32979.0,40162.0,25934.0,12878.0,2499.0,12912.0,14808.0,26435.0,05,047
22,27103.0,30208.0,29036.0,73140.0,26151.0,27480.0,41010.0,23750.0,41648.0,40089.0,60313.0,21296.0,28021.0,25357.0,29464.0,30119.0,37176.0,-666666666.0,8295.0,32888.0,38036.0,30625.0,12687.0,14145.0,9827.0,21132.0,32054.0,05,109
23,31325.0,32237.0,31250.0,52500.0,31961.0,34955.0,27690.0,24146.0,50917.0,43490.0,83056.0,27982.0,36964.0,39453.0,33452.0,33110.0,36192.0,-666666666.0,27946.0,30525.0,33422.0,28731.0,10697.0,2499.0,11289.0,23413.0,40689.0,05,069
24,29280.0,38929.0,40278.0,25000.0,30156.0,22500.0,37250.0,14875.0,51773.0,51628.0,-666666666.0,26250.0,28333.0,57614.0,22813.0,28750.0,53629.0,-666666666.0,16016.0,32993.0,34704.0,30625.0,20571.0,21393.0,12111.0,25486.0,31458.0,05,097
25,23542.0,41656.0,29625.0,54056.0,23750.0,25962.0,-666666666.0,18269.0,38636.0,39545.0,19375.0,-666666666.0,34821.0,35972.0,-666666666.0,30625.0,22316.0,-666666666.0,40625.0,20966.0,22750.0,18819.0,6897.0,-666666666.0,6897.0,20000.0,26667.0,05,127
26,29137.0,41712.0,30873.0,47321.0,27717.0,34387.0,36726.0,21393.0,47361.0,46398.0,54125.0,35366.0,41475.0,43338.0,31809.0,26176.0,35266.0,69531.0,19371.0,30311.0,38629.0,27435.0,14761.0,22629.0,14485.0,25741.0,40703.0,05,131
27,32137.0,33839.0,35364.0,32422.0,42953.0,40753.0,44821.0,23829.0,54911.0,55688.0,53542.0,40669.0,35899.0,35156.0,36538.0,31563.0,48889.0,-666666666.0,28342.0,30665.0,39289.0,29924.0,12175.0,21250.0,11429.0,17431.0,42315.0,05,033
28,30965.0,31318.0,31318.0,-666666666.0,41667.0,33819.0,40511.0,31250.0,47824.0,47824.0,-666666666.0,-666666666.0,30813.0,30577.0,-666666666.0,22311.0,71016.0,-666666666.0,20682.0,30692.0,38281.0,25462.0,15185.0,22083.0,13594.0,24044.0,32335.0,05,017
29,26233.0,30625.0,31579.0,21771.0,25684.0,26266.0,16786.0,21756.0,53693.0,52891.0,54449.0,44621.0,51250.0,64375.0,49375.0,17277.0,26229.0,-666666666.0,10700.0,27115.0,33953.0,21667.0,9430.0,3553.0,9982.0,24333.0,35000.0,05,071
30,27533.0,31464.0,31464.0,-666666666.0,21618.0,27717.0,41071.0,26652.0,35938.0,36146.0,31250.0,-666666666.0,24076.0,23152.0,36875.0,16250.0,41250.0,-666666666.0,14866.0,25375.0,30917.0,22500.0,7257.0,17841.0,6333.0,17204.0,33750.0,05,077
31,27442.0,30710.0,30830.0,21964.0,30364.0,37176.0,46146.0,17488.0,52179.0,51714.0,55739.0,50733.0,36964.0,36830.0,37721.0,32451.0,61319.0,-666666666.0,22564.0,31907.0,34022.0,30537.0,16142.0,20651.0,14789.0,21530.0,37526.0,29,029
32,37485.0,36100.0,27578.0,53309.0,47777.0,48214.0,47683.0,25262.0,53142.0,47459.0,72063.0,50603.0,50139.0,52075.0,40670.0,40359.0,55224.0,47371.0,27496.0,34344.0,40242.0,32004.0,13529.0,17490.0,12587.0,26211.0,45655.0,29,099
33,30818.0,41071.0,40774.0,-666666666.0,34792.0,39206.0,36750.0,19647.0,46116.0,40227.0,62153.0,44375.0,42143.0,35833.0,48750.0,35152.0,28750.0,-666666666.0,36205.0,27301.0,36524.0,23821.0,16131.0,57596.0,14545.0,25592.0,34962.0,29,143
34,31843.0,25750.0,24583.0,-666666666.0,44224.0,43125.0,20667.0,26094.0,32604.0,20625.0,55000.0,7188.0,26875.0,35250.0,-666666666.0,34545.0,40972.0,-666666666.0,13958.0,29732.0,30625.0,29427.0,11607.0,12037.0,11285.0,19811.0,32045.0,29,173
35,33304.0,35598.0,32368.0,92054.0,49625.0,47969.0,49659.0,24302.0,53068.0,57813.0,33281.0,52292.0,40481.0,40640.0,34688.0,32102.0,42031.0,-666666666.0,21190.0,31820.0,30640.0,33023.0,17368.0,25625.0,17171.0,27650.0,43454.0,30,017
36,32833.0,34125.0,30208.0,36977.0,51397.0,-666666666.0,-666666666.0,24028.0,41653.0,41354.0,-666666666.0,-666666666.0,35714.0,35714.0,-666666666.0,28000.0,34792.0,-666666666.0,21635.0,26964.0,26364.0,35078.0,9219.0,-666666666.0,9500.0,33750.0,45000.0,30,075
37,32157.0,55500.0,37813.0,100000.0,33125.0,25139.0,48512.0,24063.0,44671.0,34688.0,87083.0,22250.0,28295.0,26250.0,28636.0,50114.0,50536.0,-666666666.0,44167.0,31483.0,35855.0,29625.0,19310.0,31938.0,16969.0,22500.0,40905.0,30,085
38,25878.0,24875.0,24875.0,-666666666.0,33750.0,41875.0,69792.0,7333.0,23194.0,23194.0,-666666666.0,-666666666.0,40417.0,-666666666.0,-666666666.0,66111.0,17045.0,-666666666.0,67361.0,26071.0,20179.0,26637.0,14183.0,-666666666.0,13990.0,11635.0,41042.0,30,051
39,37321.0,52962.0,30542.0,68026.0,35208.0,50521.0,67292.0,27475.0,40473.0,34612.0,82321.0,41528.0,37005.0,52574.0,36121.0,39893.0,53323.0,-666666666.0,12115.0,35546.0,34103.0,37017.0,18333.0,25417.0,18194.0,31058.0,50240.0,30,083
40,30252.0,39797.0,30556.0,58968.0,35500.0,-666666666.0,35000.0,25652.0,41815.0,54167.0,41458.0,30357.0,36806.0,36806.0,-666666666.0,39375.0,52045.0,-666666666.0,37813.0,19960.0,25568.0,19758.0,12022.0,40602.0,10515.0,15455.0,46083.0,30,101
41,32619.0,31750.0,31438.0,-666666666.0,53182.0,-666666666.0,55000.0,23500.0,60500.0,60500.0,-666666666.0,48750.0,51563.0,50625.0,-666666666.0,26276.0,26352.0,-666666666.0,-666666666.0,29677.0,53750.0,28629.0,19375.0,-666666666.0,23500.0,9609.0,57292.0,30,019
42,31066.0,28125.0,27443.0,-666666666.0,36912.0,-666666666.0,45625.0,28281.0,29375.0,28125.0,78333.0,-666666666.0,26875.0,26875.0,-666666666.0,70417.0,46250.0,-666666666.0,-666666666.0,32353.0,32344.0,32361.0,14000.0,-666666666.0,12361.0,25500.0,46250.0,30,045
43,27356.0,80391.0,22361.0,102670.0,36649.0,31042.0,22500.0,23423.0,93571.0,75313.0,-666666666.0,-666666666.0,18359.0,18984.0,16250.0,35563.0,35125.0,-666666666.0,38375.0,27303.0,46667.0,26331.0,12786.0,22875.0,12273.0,31667.0,34602.0,30,023
44,32224.0,27417.0,27167.0,-666666666.0,24583.0,38958.0,71250.0,36875.0,30481.0,28250.0,31827.0,48462.0,29911.0,30417.0,23750.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,38125.0,18750.0,42917.0,31354.0,-666666666.0,31458.0,23333.0,39531.0,30,055
45,32344.0,45375.0,30846.0,64125.0,43816.0,13958.0,28750.0,18750.0,74615.0,57422.0,79531.0,32159.0,31023.0,27147.0,32422.0,50278.0,-666666666.0,-666666666.0,41667.0,30000.0,30913.0,26944.0,20156.0,13889.0,26037.0,28523.0,37798.0,30,087
46,35561.0,51056.0,26875.0,58958.0,38636.0,63139.0,24429.0,23929.0,57645.0,57558.0,69375.0,9375.0,50136.0,50205.0,25625.0,27188.0,27188.0,-666666666.0,46250.0,32252.0,27917.0,32923.0,16806.0,42895.0,16361.0,13594.0,50977.0,30,021
47,35406.0,40184.0,34883.0,85357.0,48403.0,38598.0,-666666666.0,19688.0,42188.0,40625.0,52083.0,33333.0,45040.0,40000.0,46932.0,29609.0,36364.0,-666666666.0,28672.0,31518.0,40982.0,28500.0,4407.0,3669.0,9250.0,29250.0,44063.0,30,007
48,25170.0,22188.0,20729.0,-666666666.0,38000.0,-666666666.0,-666666666.0,21563.0,51042.0,28750.0,57604.0,46125.0,41250.0,32500.0,-666666666.0,26000.0,42679.0,-666666666.0,25875.0,20188.0,21442.0,19464.0,11271.0,-666666666.0,11310.0,36250.0,42419.0,30,071
49,33182.0,31538.0,31538.0,-666666666.0,31500.0,50556.0,-666666666.0,38250.0,33571.0,33571.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,23750.0,-666666666.0,-666666666.0,-666666666.0,42083.0,42500.0,39750.0,11250.0,-666666666.0,10875.0,-666666666.0,17250.0,31,009
50,28851.0,35938.0,34167.0,-666666666.0,29063.0,31944.0,46000.0,28646.0,40000.0,40000.0,-666666666.0,4722.0,42813.0,43125.0,-666666666.0,40000.0,83333.0,-666666666.0,22500.0,22083.0,17500.0,22578.0,16125.0,15313.0,16667.0,24688.0,29423.0,31,049
51,30885.0,23315.0,23424.0,-666666666.0,36875.0,38750.0,31875.0,18375.0,62500.0,55893.0,94375.0,5000.0,36875.0,36875.0,-666666666.0,7083.0,4821.0,-666666666.0,58750.0,21250.0,18333.0,22500.0,30536.0,-666666666.0,31250.0,58750.0,63250.0,31,113
52,32668.0,38616.0,38170.0,49063.0,37933.0,36304.0,47500.0,23281.0,50833.0,52778.0,41250.0,32500.0,36339.0,36518.0,6250.0,43438.0,31250.0,-666666666.0,53472.0,31724.0,38214.0,30875.0,7222.0,13393.0,6875.0,20208.0,45500.0,31,169
53,31603.0,42109.0,42188.0,31875.0,32260.0,36229.0,43561.0,25413.0,50556.0,37375.0,77899.0,22400.0,35833.0,37708.0,29063.0,33822.0,34688.0,12250.0,32563.0,30850.0,38396.0,28789.0,10151.0,18472.0,9709.0,19484.0,41736.0,31,001
54,35040.0,40181.0,40168.0,41250.0,31042.0,43958.0,40179.0,41250.0,64792.0,59375.0,68750.0,32083.0,58750.0,33333.0,63750.0,25313.0,28125.0,-666666666.0,25000.0,27908.0,48333.0,23281.0,6976.0,39219.0,6210.0,17000.0,41375.0,31,011
55,31583.0,33125.0,33125.0,-666666666.0,32083.0,36250.0,76806.0,32292.0,35500.0,23750.0,36000.0,20313.0,61250.0,68214.0,-666666666.0,55938.0,-666666666.0,-666666666.0,70000.0,25179.0,26875.0,22500.0,13125.0,32917.0,12969.0,35357.0,28125.0,31,149
56,31949.0,30938.0,30500.0,-666666666.0,32045.0,44732.0,48846.0,23750.0,59000.0,59625.0,-666666666.0,-666666666.0,29286.0,27679.0,41406.0,15179.0,-666666666.0,-666666666.0,12857.0,28542.0,49375.0,23611.0,9688.0,21250.0,8750.0,11563.0,37000.0,31,163
57,35334.0,30040.0,30040.0,30000.0,36450.0,49265.0,30469.0,17266.0,53700.0,60833.0,51125.0,40625.0,40208.0,40625.0,33750.0,53125.0,66250.0,-666666666.0,2499.0,32000.0,40625.0,27554.0,13409.0,3636.0,14773.0,26652.0,44306.0,31,093
58,35142.0,40938.0,40938.0,-666666666.0,39063.0,40000.0,58125.0,43750.0,61875.0,66250.0,44583.0,-666666666.0,35625.0,57679.0,34100.0,13750.0,4886.0,-666666666.0,21250.0,30927.0,34306.0,21389.0,9583.0,4688.0,16250.0,30938.0,37031.0,31,073
59,32560.0,27404.0,27100.0,49821.0,29874.0,42488.0,41183.0,23171.0,34600.0,32989.0,54485.0,40887.0,45837.0,52489.0,38033.0,31293.0,53468.0,63529.0,21676.0,38993.0,41767.0,37087.0,16513.0,26234.0,15430.0,26333.0,49982.0,47,157
60,31164.0,9231.0,13750.0,-666666666.0,43192.0,39928.0,30590.0,17969.0,37482.0,35661.0,72500.0,31165.0,31429.0,34007.0,22198.0,31250.0,32424.0,-666666666.0,12500.0,34844.0,41399.0,30287.0,12046.0,23852.0,10786.0,27208.0,42500.0,47,077
61,30391.0,53750.0,52644.0,55799.0,31141.0,35036.0,33269.0,20573.0,51900.0,51788.0,53250.0,30223.0,43041.0,43007.0,45052.0,31259.0,37092.0,47083.0,24461.0,31642.0,32853.0,31213.0,13869.0,10810.0,14815.0,26337.0,40879.0,47,089
62,30897.0,35436.0,21250.0,36483.0,25093.0,40486.0,58906.0,18381.0,63613.0,55688.0,83750.0,21250.0,26889.0,40508.0,14523.0,26167.0,18233.0,-666666666.0,32703.0,31681.0,40833.0,27895.0,6100.0,28922.0,4357.0,21602.0,44375.0,47,153
63,29749.0,40000.0,34861.0,-666666666.0,34427.0,36289.0,35000.0,21190.0,42311.0,31691.0,77917.0,31359.0,27143.0,32500.0,25741.0,31932.0,44773.0,-666666666.0,20625.0,31615.0,40763.0,26742.0,10990.0,15469.0,10942.0,12183.0,36576.0,47,017
64,35653.0,30844.0,27721.0,42396.0,31233.0,36842.0,41699.0,25835.0,37177.0,35961.0,56055.0,46130.0,45930.0,48442.0,41938.0,42544.0,56620.0,59857.0,26892.0,40738.0,39435.0,41456.0,20698.0,31352.0,18366.0,26527.0,50424.0,47,037
65,29786.0,14391.0,14391.0,-666666666.0,32126.0,30456.0,33889.0,17500.0,41054.0,40385.0,44250.0,23636.0,35536.0,30625.0,-666666666.0,13837.0,-666666666.0,-666666666.0,14375.0,24432.0,32237.0,22765.0,8750.0,-666666666.0,8750.0,10909.0,41121.0,47,135
66,35425.0,37717.0,21875.0,-666666666.0,38125.0,40269.0,45000.0,19410.0,56736.0,55255.0,70278.0,83482.0,38981.0,38583.0,39479.0,27120.0,-666666666.0,-666666666.0,27011.0,36549.0,34438.0,37885.0,11328.0,4712.0,11563.0,27917.0,36767.0,47,121
67,28061.0,18893.0,18893.0,-666666666.0,31628.0,31838.0,38125.0,22456.0,33047.0,30516.0,46063.0,13854.0,53375.0,58571.0,32375.0,20888.0,41597.0,-666666666.0,16336.0,27378.0,31031.0,25735.0,11417.0,25787.0,7220.0,26818.0,40642.0,47,075
68,31920.0,25167.0,10750.0,63304.0,34187.0,39866.0,39808.0,19345.0,41538.0,40792.0,46298.0,45970.0,36649.0,36208.0,37545.0,30502.0,47973.0,48889.0,21764.0,34622.0,36637.0,32425.0,12997.0,18289.0,12517.0,25038.0,42975.0,47,125
69,27571.0,14956.0,14649.0,-666666666.0,36583.0,31581.0,22404.0,18333.0,45405.0,42212.0,68375.0,31563.0,18672.0,27000.0,13906.0,52750.0,61719.0,-666666666.0,4453.0,23788.0,20496.0,27607.0,10929.0,12917.0,10893.0,16533.0,29625.0,47,061
70,25562.0,19167.0,17917.0,-666666666.0,30773.0,40670.0,42500.0,17290.0,37026.0,37414.0,28875.0,63854.0,32470.0,32202.0,32768.0,22057.0,80333.0,-666666666.0,19643.0,24844.0,18182.0,28379.0,14232.0,10200.0,14545.0,25745.0,40074.0,47,029
71,33302.0,23750.0,22399.0,-666666666.0,36382.0,38701.0,33199.0,21538.0,53304.0,52560.0,82250.0,36154.0,33292.0,35234.0,30000.0,30473.0,31875.0,-666666666.0,27326.0,34878.0,37500.0,33229.0,21625.0,63333.0,16190.0,36750.0,26607.0,47,041
72,27737.0,34036.0,34036.0,-666666666.0,42371.0,28722.0,85461.0,18872.0,42019.0,63500.0,24766.0,63182.0,45170.0,43750.0,46050.0,20511.0,30875.0,-666666666.0,11691.0,22363.0,20545.0,25461.0,14145.0,19000.0,13355.0,16319.0,36193.0,47,101
73,27328.0,31210.0,31573.0,-666666666.0,26989.0,30042.0,32083.0,22414.0,36917.0,40109.0,29500.0,31856.0,35833.0,33750.0,41767.0,29583.0,24464.0,-666666666.0,30865.0,31510.0,37328.0,29400.0,12401.0,11591.0,12870.0,28068.0,34444.0,47,131
74,36312.0,32150.0,32150.0,-666666666.0,40894.0,47055.0,43750.0,21018.0,58287.0,56653.0,61076.0,32368.0,35517.0,35753.0,29565.0,31301.0,41500.0,-666666666.0,30249.0,36573.0,41519.0,32026.0,9676.0,18994.0,9106.0,25788.0,50673.0,47,167
75,31657.0,45337.0,36970.0,-666666666.0,26596.0,40413.0,36822.0,17546.0,40924.0,36784.0,56250.0,38068.0,38094.0,36976.0,72868.0,23698.0,22105.0,-666666666.0,24323.0,38504.0,40246.0,33750.0,12178.0,26036.0,11567.0,20234.0,40506.0,47,045
76,34694.0,20711.0,18008.0,68289.0,35631.0,42346.0,44621.0,21491.0,52562.0,41079.0,97766.0,40572.0,45269.0,47281.0,40458.0,36259.0,52598.0,51806.0,21484.0,36178.0,39236.0,34720.0,15932.0,22714.0,15390.0,25673.0,42009.0,47,065
77,30086.0,27006.0,26439.0,40913.0,31865.0,36260.0,39750.0,19821.0,38750.0,32500.0,62788.0,61429.0,38634.0,38889.0,36875.0,26250.0,31932.0,-666666666.0,24340.0,40349.0,38994.0,41391.0,12370.0,47694.0,11276.0,25559.0,29963.0,47,139
78,30617.0,21178.0,21178.0,-666666666.0,31054.0,35841.0,27159.0,23382.0,36667.0,40302.0,33611.0,38906.0,34348.0,34429.0,-666666666.0,24922.0,55868.0,-666666666.0,20460.0,28946.0,36196.0,26738.0,15560.0,-666666666.0,15790.0,16821.0,35901.0,47,185
79,30623.0,27719.0,18583.0,64696.0,31712.0,47494.0,38115.0,22095.0,40973.0,38708.0,85625.0,41654.0,35657.0,37868.0,32031.0,27009.0,41613.0,51625.0,22613.0,32089.0,35594.0,30896.0,13383.0,17226.0,13061.0,21273.0,42245.0,47,163
80,34868.0,20563.0,17452.0,37500.0,42291.0,47297.0,38611.0,20461.0,53650.0,41929.0,83636.0,40862.0,46270.0,46589.0,43375.0,51667.0,58634.0,-666666666.0,30234.0,32304.0,34148.0,31750.0,13510.0,9194.0,15204.0,22534.0,42225.0,36,095
81,32912.0,17196.0,17143.0,-666666666.0,40655.0,40205.0,35000.0,24209.0,34518.0,31048.0,61250.0,35673.0,46000.0,46250.0,45556.0,39954.0,52130.0,-666666666.0,29415.0,33659.0,44968.0,31842.0,12932.0,11875.0,13071.0,25208.0,53542.0,36,035
82,42154.0,30893.0,28036.0,47321.0,50673.0,50827.0,53818.0,23007.0,50086.0,44019.0,78649.0,48339.0,49497.0,52480.0,30934.0,53237.0,64202.0,56250.0,29417.0,39456.0,41047.0,37587.0,16333.0,25313.0,15646.0,31240.0,57785.0,36,083
83,35536.0,33947.0,32566.0,37019.0,41450.0,34432.0,52992.0,26867.0,35574.0,32206.0,41875.0,30054.0,33221.0,40000.0,26417.0,31932.0,45288.0,-666666666.0,24920.0,36587.0,44639.0,34438.0,19643.0,29489.0,15412.0,23289.0,59691.0,36,033
84,38634.0,25073.0,22158.0,53851.0,39251.0,37179.0,41368.0,25616.0,39181.0,37674.0,79195.0,58747.0,56762.0,67840.0,46860.0,49276.0,62849.0,56366.0,30118.0,41148.0,48739.0,38876.0,25562.0,32023.0,25015.0,23951.0,64355.0,36,081
85,34032.0,25345.0,25108.0,26111.0,40336.0,40966.0,50833.0,23206.0,48953.0,42402.0,57989.0,31424.0,40520.0,41559.0,35650.0,39156.0,43879.0,14688.0,27679.0,33871.0,43346.0,31025.0,15714.0,25385.0,13836.0,24241.0,54137.0,36,115
86,63914.0,24722.0,24028.0,50625.0,40742.0,67535.0,68694.0,36614.0,38296.0,36748.0,82083.0,87156.0,122667.0,150365.0,61683.0,86214.0,95596.0,110221.0,40575.0,52909.0,57189.0,49027.0,30266.0,40901.0,25615.0,32718.0,73869.0,36,061
87,36226.0,31266.0,29567.0,40192.0,40315.0,44859.0,42156.0,22355.0,44472.0,41752.0,75917.0,33833.0,42583.0,49308.0,30087.0,31971.0,40232.0,-666666666.0,25663.0,38534.0,43038.0,36664.0,14492.0,16816.0,13742.0,22688.0,61603.0,36,011
88,44299.0,35893.0,21458.0,40769.0,44951.0,56585.0,63690.0,25587.0,58701.0,53089.0,91905.0,64175.0,63400.0,79210.0,51250.0,55063.0,73750.0,67670.0,31324.0,44251.0,46744.0,43428.0,20519.0,21007.0,20270.0,22418.0,83839.0,36,087
89,36408.0,31366.0,25430.0,54000.0,48007.0,50138.0,40833.0,19789.0,42137.0,40114.0,73218.0,40697.0,43333.0,46520.0,30752.0,37270.0,48103.0,-666666666.0,32083.0,37173.0,46788.0,34342.0,16268.0,30355.0,12845.0,28647.0,63734.0,36,063
90,32440.0,27978.0,25662.0,49688.0,40901.0,45787.0,24632.0,22105.0,40625.0,31038.0,75938.0,27833.0,39375.0,52045.0,35750.0,35278.0,53732.0,-666666666.0,30347.0,35812.0,45541.0,33370.0,21507.0,25323.0,20865.0,25858.0,51645.0,36,031
91,53236.0,21148.0,20128.0,56196.0,55294.0,55248.0,62304.0,27804.0,59393.0,54077.0,95137.0,73321.0,84340.0,93687.0,56537.0,61969.0,74533.0,101220.0,34904.0,55830.0,60685.0,53107.0,20157.0,22555.0,19456.0,29615.0,82505.0,36,059
92,32591.0,25833.0,20948.0,63571.0,38068.0,52121.0,33929.0,20106.0,34688.0,21250.0,65417.0,21131.0,36164.0,35690.0,76250.0,31010.0,40382.0,-666666666.0,17750.0,37198.0,41652.0,34375.0,14223.0,13750.0,14265.0,32582.0,43534.0,36,097
93,33054.0,21443.0,21042.0,28438.0,42388.0,40102.0,39821.0,20972.0,41875.0,35634.0,65088.0,39250.0,36327.0,37156.0,19821.0,35664.0,41700.0,-666666666.0,23669.0,33688.0,39401.0,31306.0,10995.0,12024.0,10871.0,26833.0,46921.0,36,017
94,31673.0,26410.0,26010.0,41250.0,40399.0,39267.0,45085.0,21321.0,36316.0,30484.0,68906.0,45861.0,37328.0,41781.0,24267.0,27832.0,44250.0,-666666666.0,21904.0,34941.0,40307.0,33710.0,14363.0,20667.0,13887.0,21229.0,50717.0,36,045
