,B24031_001E,B24031_002E,B24031_003E,B24031_004E,B24031_005E,B24031_006E,B24031_007E,B24031_008E,B24031_009E,B24031_010E,B24031_011E,B24031_012E,B24031_013E,B24031_014E,B24031_015E,B24031_016E,B24031_017E,B24031_018E,B24031_019E,B24031_020E,B24031_021E,B24031_022E,B24031_023E,B24031_024E,B24031_025E,B24031_026E,B24031_027E,state,county
1643,34406.0,38377.0,37303.0,63438.0,43875.0,42972.0,40861.0,21422.0,52849.0,53096.0,44583.0,13125.0,35061.0,40750.0,14261.0,28947.0,36786.0,-666666666.0,19286.0,31284.0,36758.0,30389.0,15437.0,7125.0,15734.0,26406.0,42450.0,19,083
1644,34731.0,26950.0,26950.0,-666666666.0,40781.0,42097.0,42375.0,30698.0,48854.0,49271.0,-666666666.0,11731.0,50000.0,54375.0,12917.0,41406.0,41094.0,-666666666.0,26944.0,26000.0,29583.0,24781.0,15282.0,32143.0,14653.0,27857.0,38177.0,19,117
1645,32057.0,45478.0,45147.0,64750.0,40662.0,39395.0,38472.0,22702.0,45977.0,40000.0,46767.0,23525.0,44740.0,44792.0,-666666666.0,27321.0,27500.0,-666666666.0,22083.0,33902.0,36071.0,32955.0,21705.0,24063.0,19464.0,31071.0,44321.0,19,147
1646,31779.0,52917.0,51875.0,55893.0,35912.0,34679.0,45673.0,27328.0,48750.0,45357.0,75313.0,20357.0,34010.0,40104.0,12917.0,28514.0,34732.0,-666666666.0,18750.0,29382.0,35754.0,26642.0,12094.0,6125.0,15000.0,21954.0,51779.0,19,087
1647,34390.0,41023.0,40739.0,-666666666.0,45147.0,41089.0,46705.0,22473.0,50833.0,49194.0,63958.0,30802.0,51902.0,52559.0,51042.0,32038.0,34921.0,-666666666.0,22470.0,28750.0,25855.0,29941.0,15719.0,21500.0,13190.0,23962.0,59205.0,19,099
1648,32535.0,23182.0,22462.0,-666666666.0,39583.0,42338.0,44188.0,17727.0,48649.0,47819.0,68523.0,26094.0,42171.0,47417.0,23083.0,31250.0,41563.0,-666666666.0,15388.0,25526.0,21696.0,27303.0,5000.0,19167.0,4463.0,21382.0,47589.0,19,157
1649,32830.0,33869.0,33512.0,35833.0,44519.0,37029.0,45150.0,21167.0,43398.0,43024.0,48214.0,11250.0,39375.0,39149.0,42321.0,31029.0,43250.0,-666666666.0,16528.0,30998.0,36045.0,28576.0,13903.0,19375.0,13520.0,20417.0,46875.0,19,043
1650,37967.0,40568.0,40540.0,55250.0,41641.0,55882.0,40568.0,21142.0,40778.0,39450.0,67292.0,31667.0,41680.0,41611.0,42250.0,38636.0,50278.0,-666666666.0,27500.0,31315.0,25452.0,32738.0,10882.0,2499.0,15250.0,27216.0,47454.0,19,017
1651,33149.0,36607.0,36607.0,-666666666.0,29211.0,42398.0,46000.0,21563.0,58929.0,60750.0,54688.0,10625.0,40688.0,40750.0,24821.0,33603.0,41875.0,-666666666.0,22989.0,28702.0,35985.0,26198.0,6786.0,16250.0,6335.0,24063.0,33594.0,19,063
1652,35456.0,32134.0,31311.0,-666666666.0,40303.0,40833.0,45915.0,23264.0,52153.0,49167.0,54620.0,22500.0,43788.0,44508.0,33173.0,29333.0,59097.0,-666666666.0,24438.0,31888.0,44531.0,27708.0,15817.0,9318.0,16106.0,25568.0,44583.0,19,081
1653,36729.0,33385.0,33177.0,38750.0,44797.0,41961.0,45500.0,27136.0,45608.0,42955.0,54773.0,56538.0,41271.0,41440.0,40673.0,38088.0,49306.0,-666666666.0,27610.0,32389.0,42738.0,27950.0,20551.0,33946.0,16645.0,25798.0,55551.0,19,097
1654,32078.0,37434.0,35625.0,41779.0,40132.0,44372.0,50402.0,14900.0,47500.0,47831.0,47232.0,7153.0,30313.0,30833.0,24833.0,21838.0,40097.0,-666666666.0,19160.0,27622.0,27500.0,27692.0,12093.0,20064.0,11638.0,25127.0,50946.0,19,111
1655,43786.0,42969.0,42794.0,44750.0,51788.0,52184.0,51619.0,23289.0,55335.0,53443.0,75500.0,50089.0,61986.0,63914.0,42132.0,46983.0,56315.0,83382.0,25076.0,36590.0,38750.0,35336.0,12955.0,19722.0,12308.0,35888.0,62924.0,19,181
1656,33122.0,32304.0,32154.0,-666666666.0,41615.0,43232.0,46111.0,16115.0,37545.0,36424.0,115500.0,14750.0,33750.0,38922.0,25568.0,30821.0,32500.0,-666666666.0,27870.0,30204.0,32151.0,26639.0,7392.0,28750.0,7254.0,20962.0,53516.0,19,123
1657,34135.0,39283.0,39303.0,32250.0,40179.0,40753.0,48547.0,22381.0,43561.0,40778.0,78730.0,33000.0,36492.0,35238.0,53906.0,37216.0,53704.0,-666666666.0,21429.0,30267.0,23646.0,31985.0,10658.0,7300.0,12727.0,20956.0,54511.0,19,041
1658,36206.0,31532.0,30645.0,76250.0,47830.0,45071.0,52212.0,25898.0,46763.0,46359.0,47344.0,41667.0,32440.0,32798.0,2499.0,32335.0,52104.0,-666666666.0,24244.0,32042.0,36536.0,31357.0,13750.0,6761.0,15256.0,28293.0,45903.0,19,055
1659,31408.0,31250.0,30476.0,51364.0,37969.0,38125.0,43750.0,20435.0,32346.0,32346.0,30000.0,50250.0,55000.0,55000.0,45000.0,29250.0,71250.0,-666666666.0,13382.0,26902.0,19514.0,30699.0,8500.0,20556.0,7500.0,25078.0,41094.0,19,185
1660,36954.0,36815.0,35000.0,54097.0,43921.0,56129.0,49028.0,22061.0,51007.0,46050.0,72527.0,31285.0,42024.0,44308.0,31365.0,40993.0,53046.0,63462.0,28054.0,34757.0,39745.0,31804.0,14876.0,12249.0,15057.0,26065.0,70861.0,19,163
1661,28486.0,38750.0,37031.0,-666666666.0,28114.0,53958.0,48250.0,17328.0,39792.0,39792.0,-666666666.0,40764.0,30750.0,26829.0,-666666666.0,22712.0,19922.0,-666666666.0,22783.0,31094.0,36063.0,28413.0,11708.0,-666666666.0,12438.0,6837.0,43523.0,20,181
1662,32282.0,37721.0,36875.0,39167.0,35172.0,40938.0,53125.0,25804.0,37083.0,47783.0,36205.0,42083.0,41055.0,45216.0,12151.0,31513.0,53611.0,-666666666.0,26125.0,31786.0,30227.0,34167.0,12917.0,8214.0,16029.0,33534.0,38693.0,20,193
1663,32778.0,30357.0,26818.0,-666666666.0,34265.0,37778.0,25000.0,20313.0,61250.0,62446.0,36442.0,36875.0,32788.0,32500.0,46875.0,32750.0,41875.0,-666666666.0,16786.0,31343.0,34432.0,30457.0,17000.0,20500.0,16500.0,24750.0,41023.0,20,127
1664,27474.0,34417.0,23438.0,41597.0,27431.0,51944.0,47917.0,13393.0,36071.0,34688.0,-666666666.0,26458.0,28333.0,33125.0,13393.0,29531.0,54167.0,22321.0,23875.0,25458.0,27708.0,21708.0,7875.0,9250.0,7308.0,15625.0,41607.0,20,163
1665,32422.0,41250.0,35625.0,57083.0,28438.0,49412.0,54583.0,23068.0,35938.0,35313.0,-666666666.0,-666666666.0,22500.0,35313.0,9063.0,32000.0,38875.0,-666666666.0,19375.0,31023.0,38611.0,26875.0,8417.0,40833.0,7917.0,20000.0,34375.0,20,025
1666,32465.0,33516.0,27188.0,43750.0,32946.0,39485.0,43333.0,25481.0,43750.0,42348.0,68125.0,73125.0,37891.0,38359.0,7083.0,37768.0,51250.0,-666666666.0,7500.0,25551.0,25938.0,25433.0,15278.0,20250.0,15185.0,20500.0,35795.0,20,077
1667,29198.0,30333.0,25987.0,41298.0,31938.0,35229.0,40162.0,17036.0,60542.0,52031.0,102857.0,26375.0,36951.0,43704.0,36056.0,21833.0,32448.0,-666666666.0,17589.0,26243.0,27273.0,25636.0,9578.0,11953.0,8781.0,22120.0,38715.0,20,111
1668,31319.0,45875.0,48359.0,26711.0,36875.0,37778.0,26023.0,21481.0,60625.0,60656.0,-666666666.0,23722.0,51161.0,51339.0,-666666666.0,50625.0,96750.0,-666666666.0,2499.0,31146.0,18438.0,32326.0,20347.0,-666666666.0,20347.0,28125.0,36579.0,20,145
1669,33696.0,37125.0,35250.0,69792.0,36058.0,23750.0,36786.0,31806.0,54167.0,30536.0,57125.0,13125.0,46607.0,46607.0,-666666666.0,43125.0,39000.0,-666666666.0,-666666666.0,30795.0,31827.0,30125.0,11250.0,-666666666.0,10500.0,34500.0,33750.0,20,033
1670,35000.0,35341.0,35341.0,-666666666.0,36688.0,46354.0,42404.0,19708.0,56875.0,37232.0,74722.0,31250.0,36750.0,40000.0,16953.0,40729.0,51591.0,-666666666.0,25341.0,31057.0,30354.0,31903.0,9205.0,9659.0,8295.0,26630.0,52647.0,19,051
1671,30993.0,36250.0,35625.0,37813.0,35893.0,46250.0,30875.0,26750.0,39375.0,38750.0,-666666666.0,45000.0,29250.0,28000.0,-666666666.0,25781.0,33750.0,-666666666.0,18750.0,26779.0,31875.0,25481.0,4554.0,30000.0,4205.0,26750.0,35833.0,20,063
1672,33432.0,22083.0,21842.0,44583.0,40588.0,40842.0,39000.0,24231.0,58750.0,61932.0,41926.0,43194.0,31379.0,37740.0,12019.0,31882.0,41058.0,-666666666.0,24046.0,31959.0,30927.0,32292.0,14233.0,30152.0,13125.0,26199.0,41354.0,20,079
1673,33807.0,33056.0,34306.0,4550.0,42007.0,30450.0,40833.0,14028.0,42772.0,42772.0,51250.0,-666666666.0,55530.0,55606.0,-666666666.0,2499.0,-666666666.0,-666666666.0,2499.0,34938.0,28571.0,41648.0,25179.0,-666666666.0,15833.0,38542.0,30750.0,20,093
1674,35039.0,44375.0,41997.0,52955.0,40940.0,51739.0,48250.0,20166.0,67292.0,60909.0,81184.0,22500.0,40733.0,40948.0,39659.0,31558.0,31628.0,-666666666.0,31481.0,26700.0,25694.0,26806.0,11455.0,11641.0,11302.0,27119.0,48375.0,20,113
1675,31402.0,31042.0,31042.0,-666666666.0,30417.0,-666666666.0,36688.0,28382.0,73125.0,66875.0,-666666666.0,42031.0,29375.0,29375.0,-666666666.0,44286.0,60357.0,-666666666.0,-666666666.0,32596.0,52941.0,28646.0,4219.0,-666666666.0,4583.0,17083.0,25938.0,20,071
1676,30064.0,44086.0,38750.0,44712.0,34355.0,36801.0,51563.0,19460.0,49764.0,41972.0,78661.0,37546.0,40048.0,41490.0,27262.0,23510.0,24107.0,-666666666.0,17428.0,29918.0,29647.0,30302.0,12369.0,20221.0,11798.0,22784.0,40830.0,20,051
1677,34430.0,49448.0,36625.0,49767.0,41292.0,42596.0,35500.0,19815.0,62602.0,60000.0,75880.0,40662.0,38529.0,40893.0,12813.0,49063.0,63750.0,-666666666.0,32333.0,26959.0,24417.0,27090.0,17137.0,46058.0,16694.0,23500.0,33333.0,20,107
1678,30229.0,38074.0,31250.0,59091.0,32062.0,31044.0,30200.0,20265.0,35791.0,32147.0,36750.0,36250.0,34267.0,35225.0,9583.0,26182.0,50078.0,-666666666.0,25806.0,23025.0,25847.0,21532.0,13370.0,6641.0,13750.0,30511.0,42650.0,20,175
1679,47317.0,34680.0,33024.0,44643.0,46322.0,60398.0,62390.0,28881.0,49462.0,46736.0,73438.0,79922.0,62986.0,66743.0,47358.0,63563.0,73333.0,74722.0,30461.0,44382.0,43160.0,45603.0,16331.0,19714.0,15514.0,27008.0,61755.0,20,091
1680,40724.0,25360.0,21569.0,45250.0,48656.0,51578.0,51042.0,27462.0,60795.0,50714.0,69410.0,41250.0,46563.0,48832.0,43545.0,59821.0,67857.0,-666666666.0,37292.0,35425.0,39031.0,33670.0,16750.0,24375.0,15375.0,28942.0,49226.0,20,121
1681,25901.0,30625.0,30625.0,31250.0,22059.0,29706.0,31750.0,17396.0,36806.0,35000.0,120536.0,15000.0,26979.0,26979.0,-666666666.0,20658.0,21382.0,-666666666.0,10208.0,22216.0,23611.0,21645.0,12917.0,45139.0,12361.0,25156.0,27000.0,20,207
1682,32224.0,41750.0,39205.0,50515.0,29063.0,43125.0,51250.0,37188.0,60536.0,41250.0,70000.0,35714.0,24500.0,24083.0,94375.0,25714.0,26250.0,-666666666.0,21563.0,26023.0,33438.0,25227.0,11944.0,-666666666.0,13750.0,18393.0,37000.0,20,135
1683,29116.0,36250.0,30625.0,45357.0,26438.0,34923.0,25536.0,21016.0,29402.0,29457.0,27455.0,39509.0,37813.0,40139.0,22857.0,35795.0,37045.0,-666666666.0,25972.0,26972.0,38024.0,23587.0,11406.0,7946.0,12639.0,12313.0,35238.0,20,011
1684,31523.0,34643.0,37969.0,31650.0,35750.0,58750.0,11667.0,17188.0,42917.0,43750.0,34167.0,35313.0,41346.0,58250.0,9875.0,36250.0,53750.0,-666666666.0,9500.0,26581.0,31964.0,25400.0,10380.0,71250.0,10163.0,13158.0,45000.0,20,097
1685,36331.0,37717.0,34052.0,58043.0,36678.0,44144.0,46038.0,22474.0,57941.0,51008.0,74375.0,36261.0,42390.0,45168.0,35170.0,35009.0,52055.0,92614.0,22327.0,37238.0,39361.0,35896.0,15326.0,21088.0,14824.0,27650.0,47252.0,20,177
1686,27719.0,30529.0,21667.0,31369.0,26111.0,34750.0,57750.0,17458.0,42344.0,42344.0,43750.0,25625.0,26667.0,27361.0,-666666666.0,24844.0,26667.0,-666666666.0,10625.0,29545.0,33088.0,26019.0,11250.0,-666666666.0,6806.0,19722.0,31583.0,20,019
1687,30019.0,26411.0,26638.0,26250.0,33902.0,39829.0,46750.0,23082.0,46465.0,46133.0,48563.0,54556.0,30197.0,30351.0,30071.0,32875.0,40870.0,82566.0,26458.0,27533.0,32379.0,26811.0,10139.0,19198.0,8036.0,23042.0,37515.0,20,155
1688,31218.0,36731.0,37500.0,10500.0,39837.0,50000.0,53750.0,18790.0,42500.0,48958.0,35139.0,27333.0,41250.0,46875.0,13681.0,14875.0,53194.0,-666666666.0,10250.0,27391.0,28077.0,27227.0,5185.0,2499.0,5950.0,20239.0,31836.0,20,043
1689,30246.0,37344.0,36510.0,47083.0,28500.0,30577.0,30750.0,23750.0,44479.0,43472.0,55750.0,16750.0,60417.0,37188.0,-666666666.0,23125.0,28472.0,-666666666.0,16875.0,26148.0,26250.0,26136.0,24896.0,-666666666.0,24583.0,11964.0,34844.0,20,081
1690,37457.0,46801.0,46176.0,-666666666.0,41250.0,40593.0,24453.0,18000.0,75824.0,75870.0,75781.0,-666666666.0,24667.0,22197.0,-666666666.0,24483.0,50595.0,-666666666.0,-666666666.0,35717.0,37500.0,35717.0,14214.0,-666666666.0,13714.0,52935.0,36154.0,20,171
1691,30180.0,31960.0,31994.0,-666666666.0,29844.0,35000.0,31447.0,23553.0,41667.0,35813.0,58173.0,31420.0,23068.0,30625.0,4250.0,14375.0,68438.0,-666666666.0,7000.0,28229.0,30094.0,27404.0,19714.0,19786.0,16875.0,28790.0,33036.0,20,013
1692,30647.0,35329.0,32071.0,47361.0,26516.0,54821.0,24306.0,22019.0,36406.0,36094.0,60208.0,47981.0,41250.0,44583.0,16250.0,43333.0,51750.0,-666666666.0,32083.0,25430.0,22250.0,26133.0,7500.0,3542.0,8177.0,26654.0,35000.0,20,147
1693,32140.0,42798.0,41667.0,49375.0,35819.0,45833.0,37813.0,16806.0,33438.0,32500.0,-666666666.0,-666666666.0,53333.0,55781.0,-666666666.0,33750.0,52083.0,-666666666.0,2499.0,35577.0,40938.0,31218.0,8917.0,4167.0,9300.0,9653.0,27212.0,20,039
1694,32569.0,18750.0,17419.0,127167.0,37465.0,40935.0,32232.0,23059.0,39327.0,38413.0,-666666666.0,30000.0,35804.0,36406.0,26033.0,35526.0,39514.0,-666666666.0,24485.0,28971.0,37549.0,27581.0,18080.0,59615.0,13224.0,20878.0,47768.0,21,079
1695,39316.0,21648.0,15625.0,54079.0,45057.0,52743.0,41547.0,21495.0,46511.0,43954.0,69180.0,41847.0,51002.0,51902.0,41625.0,48191.0,58200.0,92000.0,27127.0,39121.0,37755.0,40469.0,13994.0,16894.0,12738.0,25036.0,54226.0,21,037
1696,33138.0,18359.0,-666666666.0,12019.0,50714.0,61123.0,-666666666.0,30385.0,42639.0,27277.0,80188.0,63250.0,47500.0,38333.0,-666666666.0,26719.0,26094.0,-666666666.0,30455.0,22485.0,14333.0,23750.0,10625.0,-666666666.0,9826.0,16458.0,38495.0,21,063
1697,28969.0,11679.0,11679.0,-666666666.0,31921.0,38582.0,40037.0,20044.0,53333.0,40571.0,85147.0,49107.0,35192.0,35529.0,26250.0,23271.0,24412.0,-666666666.0,21799.0,30956.0,38060.0,25977.0,9750.0,36066.0,8844.0,24890.0,33239.0,21,123
1698,35135.0,24643.0,17478.0,51492.0,25625.0,44463.0,44712.0,22236.0,68988.0,60938.0,86964.0,31181.0,33077.0,32007.0,44444.0,24948.0,36818.0,-666666666.0,17344.0,35742.0,46573.0,31080.0,11972.0,15972.0,11875.0,23864.0,37822.0,21,167
1699,31863.0,32554.0,25170.0,77898.0,40381.0,28859.0,39280.0,26515.0,44688.0,40724.0,63333.0,26349.0,37237.0,38100.0,33214.0,30920.0,36419.0,-666666666.0,23106.0,30592.0,27453.0,31015.0,16862.0,28833.0,15438.0,30388.0,55495.0,08,085
1700,31795.0,36196.0,28910.0,62174.0,37213.0,38207.0,40110.0,26361.0,42188.0,31538.0,72500.0,30500.0,37232.0,35417.0,44271.0,30250.0,40815.0,-666666666.0,22500.0,27005.0,26521.0,27298.0,20767.0,36000.0,17125.0,18674.0,42083.0,08,087
1701,23902.0,26125.0,26000.0,-666666666.0,29338.0,21834.0,30000.0,18553.0,36063.0,27143.0,42969.0,26875.0,29926.0,30288.0,29706.0,22813.0,16429.0,-666666666.0,23750.0,21389.0,36875.0,14438.0,20000.0,-666666666.0,20250.0,15391.0,26111.0,08,109
1702,28163.0,32367.0,32181.0,34444.0,30875.0,25625.0,85833.0,20688.0,37100.0,46250.0,35893.0,38580.0,30714.0,25625.0,63125.0,27365.0,31193.0,-666666666.0,26915.0,29201.0,26023.0,29479.0,12759.0,2499.0,13042.0,22500.0,41701.0,08,099
1703,32927.0,51250.0,51250.0,-666666666.0,34464.0,-666666666.0,-666666666.0,14063.0,92500.0,154375.0,69063.0,13500.0,-666666666.0,-666666666.0,-666666666.0,58750.0,59583.0,-666666666.0,-666666666.0,33816.0,34211.0,10000.0,24500.0,6563.0,32917.0,5417.0,43250.0,08,053
1704,31595.0,40982.0,40759.0,47083.0,26736.0,33355.0,31188.0,26518.0,50556.0,48393.0,60625.0,28839.0,46458.0,48750.0,40417.0,28750.0,31250.0,-666666666.0,22054.0,25000.0,29792.0,23375.0,16944.0,48000.0,15556.0,32857.0,31953.0,08,121
1705,35024.0,40168.0,39653.0,51071.0,49688.0,70714.0,6518.0,25977.0,54038.0,29833.0,76862.0,51875.0,47513.0,22257.0,48078.0,32358.0,43611.0,-666666666.0,26734.0,30357.0,30550.0,28750.0,30310.0,30332.0,30261.0,26167.0,48839.0,08,049
1706,29167.0,29954.0,21861.0,62000.0,28750.0,29464.0,2499.0,24706.0,49297.0,50430.0,40625.0,50592.0,42500.0,43553.0,40500.0,26667.0,20769.0,-666666666.0,30956.0,25714.0,29167.0,25085.0,12750.0,2499.0,18500.0,27708.0,42047.0,08,089
1707,51087.0,95189.0,31198.0,103750.0,51071.0,71602.0,56688.0,30131.0,54907.0,52917.0,82917.0,79833.0,60846.0,68580.0,38409.0,72176.0,82612.0,166042.0,37000.0,46458.0,44375.0,49798.0,17257.0,13314.0,18161.0,22554.0,65769.0,08,014
1708,35263.0,35056.0,33597.0,37419.0,39148.0,40616.0,38213.0,22013.0,46377.0,44173.0,53523.0,53103.0,44783.0,43174.0,47342.0,38588.0,51439.0,68125.0,28292.0,40533.0,47885.0,36481.0,16374.0,22692.0,15622.0,25435.0,48959.0,10,005
1709,59491.0,55946.0,44414.0,82279.0,40433.0,70000.0,62054.0,24154.0,40673.0,37194.0,69083.0,75781.0,73526.0,96967.0,53615.0,74271.0,84173.0,79893.0,31078.0,46970.0,48695.0,45295.0,26791.0,36544.0,24377.0,57619.0,94553.0,11,001
1710,43566.0,30800.0,22760.0,80278.0,44945.0,56046.0,54294.0,25834.0,50568.0,42593.0,81265.0,53108.0,58860.0,64166.0,47917.0,49958.0,63061.0,85978.0,30713.0,45925.0,50794.0,42057.0,17904.0,21404.0,17087.0,27811.0,68860.0,09,009
1711,46049.0,25212.0,23036.0,49306.0,50068.0,57364.0,49034.0,23452.0,45084.0,38186.0,87274.0,63336.0,75207.0,80098.0,43947.0,53290.0,71906.0,70455.0,30135.0,44619.0,50492.0,41335.0,17758.0,19821.0,17343.0,30173.0,68481.0,09,003
1712,26552.0,24727.0,24727.0,-666666666.0,34914.0,26972.0,23714.0,19314.0,38681.0,39028.0,22153.0,82697.0,27128.0,31719.0,21402.0,21094.0,61146.0,-666666666.0,13400.0,30134.0,22083.0,31146.0,11036.0,15909.0,10438.0,25046.0,36237.0,37,015
1713,27242.0,29141.0,29141.0,-666666666.0,31158.0,32552.0,29347.0,19810.0,32383.0,33906.0,17031.0,26786.0,35231.0,37716.0,16786.0,28986.0,65089.0,-666666666.0,16055.0,30769.0,41894.0,27373.0,13601.0,17031.0,12827.0,20385.0,31760.0,37,117
1714,31362.0,38152.0,38152.0,-666666666.0,27194.0,49676.0,22813.0,24926.0,40850.0,39688.0,-666666666.0,44464.0,41071.0,38229.0,63185.0,36979.0,36795.0,-666666666.0,53125.0,30706.0,30833.0,30405.0,15938.0,37688.0,15844.0,18889.0,41786.0,37,143
1715,30463.0,22667.0,18935.0,41648.0,32846.0,39983.0,37930.0,20594.0,41869.0,40361.0,66354.0,38015.0,40799.0,42254.0,33304.0,26684.0,47802.0,52188.0,21624.0,31106.0,35417.0,29521.0,11641.0,9846.0,11865.0,17704.0,41325.0,37,157
1716,40607.0,42500.0,42500.0,-666666666.0,37239.0,60469.0,26875.0,18125.0,66129.0,66653.0,-666666666.0,-666666666.0,53125.0,60737.0,31198.0,45909.0,49327.0,-666666666.0,34356.0,34102.0,46222.0,31144.0,10986.0,24519.0,10694.0,16942.0,53556.0,37,029
1717,32563.0,19899.0,18142.0,51827.0,31787.0,37878.0,39926.0,22106.0,47292.0,40573.0,69688.0,49685.0,53078.0,56871.0,32900.0,36014.0,50887.0,48750.0,24993.0,33416.0,35185.0,32308.0,14076.0,25785.0,12968.0,24210.0,46030.0,37,071
1718,33990.0,33108.0,32872.0,48295.0,27903.0,41352.0,41083.0,21852.0,42072.0,34297.0,54766.0,41332.0,41656.0,56792.0,26317.0,47077.0,63906.0,-666666666.0,25412.0,36755.0,37027.0,36541.0,15308.0,17279.0,14434.0,19478.0,60962.0,37,125
1719,31888.0,31061.0,30522.0,51875.0,31614.0,39856.0,49537.0,21744.0,51012.0,50298.0,71786.0,53750.0,44699.0,44858.0,42069.0,31098.0,42865.0,-666666666.0,22534.0,31862.0,36151.0,30315.0,12868.0,10536.0,13008.0,24779.0,46197.0,37,167
1720,30919.0,30804.0,21250.0,47639.0,26500.0,34375.0,41786.0,17434.0,41546.0,42105.0,41159.0,31477.0,27031.0,51750.0,16815.0,29650.0,47955.0,-666666666.0,13975.0,33721.0,36705.0,32178.0,18774.0,18750.0,18782.0,18780.0,33306.0,37,199
1721,37498.0,27083.0,25104.0,-666666666.0,30724.0,44559.0,52935.0,23564.0,45189.0,42273.0,69868.0,63906.0,60658.0,80733.0,41205.0,54167.0,85256.0,-666666666.0,21907.0,43585.0,49473.0,39301.0,12814.0,16447.0,12684.0,22456.0,58942.0,37,037
1722,33785.0,21694.0,21546.0,-666666666.0,29442.0,46907.0,48087.0,21505.0,41956.0,39213.0,53867.0,51686.0,50394.0,51415.0,45000.0,38641.0,57997.0,70139.0,26942.0,35208.0,34532.0,35839.0,12761.0,16226.0,12689.0,25041.0,47461.0,37,101
1723,34854.0,29583.0,29375.0,-666666666.0,28163.0,38655.0,38542.0,25052.0,54410.0,41033.0,73750.0,62865.0,37005.0,50078.0,33625.0,33257.0,42034.0,-666666666.0,25926.0,36664.0,34442.0,39142.0,14140.0,16897.0,13763.0,26691.0,41339.0,37,145
1724,26751.0,16161.0,15714.0,-666666666.0,24598.0,33203.0,45335.0,24312.0,44194.0,33828.0,63603.0,48661.0,40221.0,49875.0,36102.0,20893.0,27460.0,-666666666.0,18542.0,29971.0,40118.0,26493.0,15163.0,15764.0,15078.0,17292.0,34013.0,37,009
1725,27248.0,18305.0,17892.0,27438.0,30150.0,28383.0,36132.0,18891.0,37088.0,37396.0,32440.0,42891.0,31875.0,50500.0,24434.0,24851.0,43631.0,-666666666.0,14828.0,31585.0,34626.0,30267.0,10234.0,19444.0,9493.0,19963.0,41967.0,37,107
1726,27141.0,23932.0,23828.0,-666666666.0,31263.0,38682.0,32981.0,18493.0,35571.0,32423.0,36563.0,43125.0,26193.0,36725.0,21051.0,31866.0,52358.0,-666666666.0,23909.0,31169.0,35269.0,30010.0,14376.0,12220.0,14464.0,20646.0,42575.0,37,133
1727,30159.0,17049.0,16519.0,-666666666.0,35393.0,31801.0,43155.0,22500.0,37500.0,34745.0,95255.0,54545.0,42367.0,48050.0,36771.0,26937.0,41023.0,-666666666.0,21182.0,31886.0,30915.0,32880.0,13021.0,8594.0,13671.0,23098.0,40612.0,37,161
1728,33169.0,41680.0,40234.0,-666666666.0,31200.0,36367.0,35996.0,27500.0,48594.0,49844.0,38462.0,46290.0,45335.0,50283.0,23625.0,29272.0,39750.0,-666666666.0,24583.0,36323.0,37714.0,35930.0,14013.0,11313.0,14221.0,21273.0,41357.0,37,197
1729,28892.0,28586.0,27824.0,-666666666.0,27989.0,31383.0,38281.0,18214.0,44891.0,50513.0,39792.0,26638.0,40981.0,42201.0,31700.0,26521.0,42083.0,-666666666.0,19422.0,31065.0,33036.0,30580.0,12188.0,21204.0,11490.0,20672.0,38397.0,37,023
1730,39875.0,53194.0,53125.0,77917.0,45156.0,44844.0,52656.0,43056.0,52143.0,52614.0,29688.0,23333.0,48698.0,52500.0,25865.0,41667.0,43875.0,-666666666.0,24250.0,32333.0,36750.0,31528.0,8900.0,2499.0,9400.0,19922.0,46500.0,38,097
1731,35788.0,46250.0,46563.0,-666666666.0,41667.0,49821.0,45833.0,27102.0,50750.0,42292.0,91667.0,48000.0,39861.0,39861.0,-666666666.0,42639.0,57019.0,-666666666.0,30700.0,26667.0,31250.0,25917.0,7305.0,5972.0,7583.0,36625.0,51750.0,38,021
1732,39041.0,60774.0,44245.0,70500.0,50476.0,36201.0,41976.0,25045.0,62795.0,62000.0,79063.0,34474.0,46058.0,42750.0,48224.0,38452.0,41993.0,-666666666.0,35889.0,40656.0,41126.0,40305.0,18780.0,15938.0,19236.0,33427.0,50018.0,38,101
1733,39379.0,44688.0,43393.0,81131.0,52875.0,45833.0,58472.0,27604.0,41071.0,41607.0,31563.0,38438.0,33750.0,34583.0,21250.0,36875.0,45000.0,-666666666.0,16827.0,29046.0,34286.0,27958.0,20357.0,20833.0,20000.0,26838.0,65662.0,38,067
1734,36941.0,50750.0,48413.0,84000.0,57000.0,30833.0,46250.0,24091.0,58125.0,50833.0,76667.0,4583.0,33333.0,34583.0,-666666666.0,24615.0,33750.0,-666666666.0,24250.0,20833.0,21339.0,19375.0,21250.0,-666666666.0,21750.0,31375.0,49375.0,38,041
1735,37052.0,46447.0,43750.0,57813.0,46862.0,47083.0,48013.0,26169.0,43303.0,42656.0,49773.0,49844.0,44055.0,44261.0,42265.0,42282.0,49581.0,42426.0,27477.0,34753.0,35133.0,34636.0,16884.0,15969.0,17003.0,27167.0,51250.0,38,017
1736,34595.0,40987.0,40066.0,93056.0,36458.0,24500.0,48125.0,30625.0,32222.0,31071.0,48077.0,23750.0,31250.0,31250.0,-666666666.0,33750.0,35000.0,-666666666.0,24500.0,37212.0,40221.0,34063.0,18333.0,-666666666.0,18750.0,22692.0,43750.0,38,029
