TotalEnergyExpendituremilliondollars,Totalenergyexpenditurepercapitadollarspercapita,TotalResidentialEnergyExpendituremilliondollars,ResidentialEnergyExpenditurepercapitadollarspercapita,TotalTransportationEnergyExpendituremildollars,TransportationEnergyExpenditurepercapitadollars,STATEFP,COUNTYFP
15603.0,4955.5,2819,895.31,6361,2020.25,13,163
15603.0,4955.5,2819,895.31,6361,2020.25,13,165
15603.0,4955.5,2819,895.31,6361,2020.25,13,167
15603.0,4955.5,2819,895.31,6361,2020.25,13,169
15603.0,4955.5,2819,895.31,6361,2020.25,13,171
15603.0,4955.5,2819,895.31,6361,2020.25,13,173
15603.0,4955.5,2819,895.31,6361,2020.25,13,175
15603.0,4955.5,2819,895.31,6361,2020.25,13,177
15603.0,4955.5,2819,895.31,6361,2020.25,13,179
15603.0,4955.5,2819,895.31,6361,2020.25,13,181
15603.0,4955.5,2819,895.31,6361,2020.25,13,183
15603.0,4955.5,2819,895.31,6361,2020.25,13,185
15603.0,4955.5,2819,895.31,6361,2020.25,13,187
15603.0,4955.5,2819,895.31,6361,2020.25,13,189
15603.0,4955.5,2819,895.31,6361,2020.25,13,191
15603.0,4955.5,2819,895.31,6361,2020.25,13,193
15603.0,4955.5,2819,895.31,6361,2020.25,13,195
15603.0,4955.5,2819,895.31,6361,2020.25,13,197
15603.0,4955.5,2819,895.31,6361,2020.25,13,199
15603.0,4955.5,2819,895.31,6361,2020.25,13,201
15603.0,4955.5,2819,895.31,6361,2020.25,13,205
15603.0,4955.5,2819,895.31,6361,2020.25,13,207
15603.0,4955.5,2819,895.31,6361,2020.25,13,209
15603.0,4955.5,2819,895.31,6361,2020.25,13,211
15603.0,4955.5,2819,895.31,6361,2020.25,13,213
15603.0,4955.5,2819,895.31,6361,2020.25,13,215
15603.0,4955.5,2819,895.31,6361,2020.25,13,217
15603.0,4955.5,2819,895.31,6361,2020.25,13,219
15603.0,4955.5,2819,895.31,6361,2020.25,13,221
15603.0,4955.5,2819,895.31,6361,2020.25,13,223
15603.0,4955.5,2819,895.31,6361,2020.25,13,225
15603.0,4955.5,2819,895.31,6361,2020.25,13,227
15603.0,4955.5,2819,895.31,6361,2020.25,13,229
15603.0,4955.5,2819,895.31,6361,2020.25,13,231
15603.0,4955.5,2819,895.31,6361,2020.25,13,233
15603.0,4955.5,2819,895.31,6361,2020.25,13,235
15603.0,4955.5,2819,895.31,6361,2020.25,13,237
15603.0,4955.5,2819,895.31,6361,2020.25,13,239
15603.0,4955.5,2819,895.31,6361,2020.25,13,241
15603.0,4955.5,2819,895.31,6361,2020.25,13,243
15603.0,4955.5,2819,895.31,6361,2020.25,13,245
15603.0,4955.5,2819,895.31,6361,2020.25,13,247
15603.0,4955.5,2819,895.31,6361,2020.25,13,249
15603.0,4955.5,2819,895.31,6361,2020.25,13,251
15603.0,4955.5,2819,895.31,6361,2020.25,13,253
15603.0,4955.5,2819,895.31,6361,2020.25,13,255
15603.0,4955.5,2819,895.31,6361,2020.25,13,257
15603.0,4955.5,2819,895.31,6361,2020.25,13,259
15603.0,4955.5,2819,895.31,6361,2020.25,13,261
15603.0,4955.5,2819,895.31,6361,2020.25,13,263
15603.0,4955.5,2819,895.31,6361,2020.25,13,265
15603.0,4955.5,2819,895.31,6361,2020.25,13,267
15603.0,4955.5,2819,895.31,6361,2020.25,13,269
15603.0,4955.5,2819,895.31,6361,2020.25,13,271
15603.0,4955.5,2819,895.31,6361,2020.25,13,273
15603.0,4955.5,2819,895.31,6361,2020.25,13,275
15603.0,4955.5,2819,895.31,6361,2020.25,13,277
15603.0,4955.5,2819,895.31,6361,2020.25,13,279
15603.0,4955.5,2819,895.31,6361,2020.25,13,281
15603.0,4955.5,2819,895.31,6361,2020.25,13,283
15603.0,4955.5,2819,895.31,6361,2020.25,13,285
15603.0,4955.5,2819,895.31,6361,2020.25,13,287
15603.0,4955.5,2819,895.31,6361,2020.25,13,289
15603.0,4955.5,2819,895.31,6361,2020.25,13,291
15603.0,4955.5,2819,895.31,6361,2020.25,13,293
15603.0,4955.5,2819,895.31,6361,2020.25,13,295
15603.0,4955.5,2819,895.31,6361,2020.25,13,297
15603.0,4955.5,2819,895.31,6361,2020.25,13,299
15603.0,4955.5,2819,895.31,6361,2020.25,13,301
15603.0,4955.5,2819,895.31,6361,2020.25,13,303
15603.0,4955.5,2819,895.31,6361,2020.25,13,305
15603.0,4955.5,2819,895.31,6361,2020.25,13,307
15603.0,4955.5,2819,895.31,6361,2020.25,13,309
15603.0,4955.5,2819,895.31,6361,2020.25,13,311
15603.0,4955.5,2819,895.31,6361,2020.25,13,313
15603.0,4955.5,2819,895.31,6361,2020.25,13,315
15603.0,4955.5,2819,895.31,6361,2020.25,13,317
15603.0,4955.5,2819,895.31,6361,2020.25,13,319
15603.0,4955.5,2819,895.31,6361,2020.25,13,321
44808.1,3521.8,10044,789.43,21260,1670.98,15,001
44808.1,3521.8,10044,789.43,21260,1670.98,15,003
44808.1,3521.8,10044,789.43,21260,1670.98,15,005
44808.1,3521.8,10044,789.43,21260,1670.98,15,007
44808.1,3521.8,10044,789.43,21260,1670.98,15,009
30038.1,4486.3,5865,875.96,12852,1919.49,16,001
30038.1,4486.3,5865,875.96,12852,1919.49,16,003
30038.1,4486.3,5865,875.96,12852,1919.49,16,005
30038.1,4486.3,5865,875.96,12852,1919.49,16,007
30038.1,4486.3,5865,875.96,12852,1919.49,16,009
30038.1,4486.3,5865,875.96,12852,1919.49,16,011
30038.1,4486.3,5865,875.96,12852,1919.49,16,013
30038.1,4486.3,5865,875.96,12852,1919.49,16,015
30038.1,4486.3,5865,875.96,12852,1919.49,16,017
30038.1,4486.3,5865,875.96,12852,1919.49,16,019
30038.1,4486.3,5865,875.96,12852,1919.49,16,021
30038.1,4486.3,5865,875.96,12852,1919.49,16,023
30038.1,4486.3,5865,875.96,12852,1919.49,16,025
30038.1,4486.3,5865,875.96,12852,1919.49,16,027
30038.1,4486.3,5865,875.96,12852,1919.49,16,029
30038.1,4486.3,5865,875.96,12852,1919.49,16,031
30038.1,4486.3,5865,875.96,12852,1919.49,16,033
30038.1,4486.3,5865,875.96,12852,1919.49,16,035
30038.1,4486.3,5865,875.96,12852,1919.49,16,037
30038.1,4486.3,5865,875.96,12852,1919.49,16,039
30038.1,4486.3,5865,875.96,12852,1919.49,16,041
30038.1,4486.3,5865,875.96,12852,1919.49,16,043
30038.1,4486.3,5865,875.96,12852,1919.49,16,045
30038.1,4486.3,5865,875.96,12852,1919.49,16,047
30038.1,4486.3,5865,875.96,12852,1919.49,16,049
30038.1,4486.3,5865,875.96,12852,1919.49,16,051
30038.1,4486.3,5865,875.96,12852,1919.49,16,053
30038.1,4486.3,5865,875.96,12852,1919.49,16,055
30038.1,4486.3,5865,875.96,12852,1919.49,16,057
30038.1,4486.3,5865,875.96,12852,1919.49,16,059
30038.1,4486.3,5865,875.96,12852,1919.49,16,061
30038.1,4486.3,5865,875.96,12852,1919.49,16,063
30038.1,4486.3,5865,875.96,12852,1919.49,16,065
30038.1,4486.3,5865,875.96,12852,1919.49,16,067
30038.1,4486.3,5865,875.96,12852,1919.49,16,069
30038.1,4486.3,5865,875.96,12852,1919.49,16,071
30038.1,4486.3,5865,875.96,12852,1919.49,16,073
30038.1,4486.3,5865,875.96,12852,1919.49,16,075
30038.1,4486.3,5865,875.96,12852,1919.49,16,077
30038.1,4486.3,5865,875.96,12852,1919.49,16,079
30038.1,4486.3,5865,875.96,12852,1919.49,16,081
30038.1,4486.3,5865,875.96,12852,1919.49,16,083
30038.1,4486.3,5865,875.96,12852,1919.49,16,085
30038.1,4486.3,5865,875.96,12852,1919.49,16,087
12601.3,4328.3,2744,942.51,5520,1896.01,17,001
12601.3,4328.3,2744,942.51,5520,1896.01,17,003
12601.3,4328.3,2744,942.51,5520,1896.01,17,005
12601.3,4328.3,2744,942.51,5520,1896.01,17,007
12601.3,4328.3,2744,942.51,5520,1896.01,17,009
12601.3,4328.3,2744,942.51,5520,1896.01,17,011
12601.3,4328.3,2744,942.51,5520,1896.01,17,013
12601.3,4328.3,2744,942.51,5520,1896.01,17,015
12601.3,4328.3,2744,942.51,5520,1896.01,17,017
12601.3,4328.3,2744,942.51,5520,1896.01,17,019
12601.3,4328.3,2744,942.51,5520,1896.01,17,021
12601.3,4328.3,2744,942.51,5520,1896.01,17,023
12601.3,4328.3,2744,942.51,5520,1896.01,17,025
12601.3,4328.3,2744,942.51,5520,1896.01,17,027
12601.3,4328.3,2744,942.51,5520,1896.01,17,029
12601.3,4328.3,2744,942.51,5520,1896.01,17,031
12601.3,4328.3,2744,942.51,5520,1896.01,17,033
12601.3,4328.3,2744,942.51,5520,1896.01,17,035
12601.3,4328.3,2744,942.51,5520,1896.01,17,037
12601.3,4328.3,2744,942.51,5520,1896.01,17,039
12601.3,4328.3,2744,942.51,5520,1896.01,17,041
12601.3,4328.3,2744,942.51,5520,1896.01,17,043
12601.3,4328.3,2744,942.51,5520,1896.01,17,045
12601.3,4328.3,2744,942.51,5520,1896.01,17,047
12601.3,4328.3,2744,942.51,5520,1896.01,17,049
12601.3,4328.3,2744,942.51,5520,1896.01,17,051
12601.3,4328.3,2744,942.51,5520,1896.01,17,053
12601.3,4328.3,2744,942.51,5520,1896.01,17,055
12601.3,4328.3,2744,942.51,5520,1896.01,17,057
12601.3,4328.3,2744,942.51,5520,1896.01,17,059
12601.3,4328.3,2744,942.51,5520,1896.01,17,061
12601.3,4328.3,2744,942.51,5520,1896.01,17,063
12601.3,4328.3,2744,942.51,5520,1896.01,17,065
12601.3,4328.3,2744,942.51,5520,1896.01,17,067
12601.3,4328.3,2744,942.51,5520,1896.01,17,069
12601.3,4328.3,2744,942.51,5520,1896.01,17,071
12601.3,4328.3,2744,942.51,5520,1896.01,17,073
12601.3,4328.3,2744,942.51,5520,1896.01,17,075
12601.3,4328.3,2744,942.51,5520,1896.01,17,077
12601.3,4328.3,2744,942.51,5520,1896.01,17,079
12601.3,4328.3,2744,942.51,5520,1896.01,17,081
12601.3,4328.3,2744,942.51,5520,1896.01,17,083
12601.3,4328.3,2744,942.51,5520,1896.01,17,085
12601.3,4328.3,2744,942.51,5520,1896.01,17,087
12601.3,4328.3,2744,942.51,5520,1896.01,17,089
12601.3,4328.3,2744,942.51,5520,1896.01,17,091
12601.3,4328.3,2744,942.51,5520,1896.01,17,093
12601.3,4328.3,2744,942.51,5520,1896.01,17,095
12601.3,4328.3,2744,942.51,5520,1896.01,17,097
12601.3,4328.3,2744,942.51,5520,1896.01,17,099
12601.3,4328.3,2744,942.51,5520,1896.01,17,101
12601.3,4328.3,2744,942.51,5520,1896.01,17,103
12601.3,4328.3,2744,942.51,5520,1896.01,17,105
12601.3,4328.3,2744,942.51,5520,1896.01,17,107
12601.3,4328.3,2744,942.51,5520,1896.01,17,109
12601.3,4328.3,2744,942.51,5520,1896.01,17,111
12601.3,4328.3,2744,942.51,5520,1896.01,17,113
12601.3,4328.3,2744,942.51,5520,1896.01,17,115
12601.3,4328.3,2744,942.51,5520,1896.01,17,117
12601.3,4328.3,2744,942.51,5520,1896.01,17,119
12601.3,4328.3,2744,942.51,5520,1896.01,17,121
12601.3,4328.3,2744,942.51,5520,1896.01,17,123
12601.3,4328.3,2744,942.51,5520,1896.01,17,125
12601.3,4328.3,2744,942.51,5520,1896.01,17,127
12601.3,4328.3,2744,942.51,5520,1896.01,17,129
12601.3,4328.3,2744,942.51,5520,1896.01,17,131
12601.3,4328.3,2744,942.51,5520,1896.01,17,133
12601.3,4328.3,2744,942.51,5520,1896.01,17,135
12601.3,4328.3,2744,942.51,5520,1896.01,17,137
12601.3,4328.3,2744,942.51,5520,1896.01,17,139
12601.3,4328.3,2744,942.51,5520,1896.01,17,141
12601.3,4328.3,2744,942.51,5520,1896.01,17,143
12601.3,4328.3,2744,942.51,5520,1896.01,17,145
12601.3,4328.3,2744,942.51,5520,1896.01,17,147
12601.3,4328.3,2744,942.51,5520,1896.01,17,149
12601.3,4328.3,2744,942.51,5520,1896.01,17,151
12601.3,4328.3,2744,942.51,5520,1896.01,17,153
12601.3,4328.3,2744,942.51,5520,1896.01,17,155
12601.3,4328.3,2744,942.51,5520,1896.01,17,157
12601.3,4328.3,2744,942.51,5520,1896.01,17,159
12601.3,4328.3,2744,942.51,5520,1896.01,17,161
12601.3,4328.3,2744,942.51,5520,1896.01,17,163
12601.3,4328.3,2744,942.51,5520,1896.01,17,165
12601.3,4328.3,2744,942.51,5520,1896.01,17,167
12601.3,4328.3,2744,942.51,5520,1896.01,17,169
12601.3,4328.3,2744,942.51,5520,1896.01,17,171
12601.3,4328.3,2744,942.51,5520,1896.01,17,173
12601.3,4328.3,2744,942.51,5520,1896.01,17,175
12601.3,4328.3,2744,942.51,5520,1896.01,17,177
12601.3,4328.3,2744,942.51,5520,1896.01,17,179
12601.3,4328.3,2744,942.51,5520,1896.01,17,181
12601.3,4328.3,2744,942.51,5520,1896.01,17,183
12601.3,4328.3,2744,942.51,5520,1896.01,17,185
12601.3,4328.3,2744,942.51,5520,1896.01,17,187
12601.3,4328.3,2744,942.51,5520,1896.01,17,189
12601.3,4328.3,2744,942.51,5520,1896.01,17,191
12601.3,4328.3,2744,942.51,5520,1896.01,17,193
12601.3,4328.3,2744,942.51,5520,1896.01,17,195
12601.3,4328.3,2744,942.51,5520,1896.01,17,197
12601.3,4328.3,2744,942.51,5520,1896.01,17,199
12601.3,4328.3,2744,942.51,5520,1896.01,17,201
12601.3,4328.3,2744,942.51,5520,1896.01,17,203
19719.9,4420.4,3665,821.54,10168,2279.25,18,001
19719.9,4420.4,3665,821.54,10168,2279.25,18,003
19719.9,4420.4,3665,821.54,10168,2279.25,18,005
19719.9,4420.4,3665,821.54,10168,2279.25,18,007
19719.9,4420.4,3665,821.54,10168,2279.25,18,009
19719.9,4420.4,3665,821.54,10168,2279.25,18,011
19719.9,4420.4,3665,821.54,10168,2279.25,18,013
19719.9,4420.4,3665,821.54,10168,2279.25,18,015
19719.9,4420.4,3665,821.54,10168,2279.25,18,017
19719.9,4420.4,3665,821.54,10168,2279.25,18,019
19719.9,4420.4,3665,821.54,10168,2279.25,18,021
19719.9,4420.4,3665,821.54,10168,2279.25,18,023
19719.9,4420.4,3665,821.54,10168,2279.25,18,025
19719.9,4420.4,3665,821.54,10168,2279.25,18,027
19719.9,4420.4,3665,821.54,10168,2279.25,18,029
19719.9,4420.4,3665,821.54,10168,2279.25,18,031
19719.9,4420.4,3665,821.54,10168,2279.25,18,033
19719.9,4420.4,3665,821.54,10168,2279.25,18,035
19719.9,4420.4,3665,821.54,10168,2279.25,18,037
19719.9,4420.4,3665,821.54,10168,2279.25,18,039
19719.9,4420.4,3665,821.54,10168,2279.25,18,041
19719.9,4420.4,3665,821.54,10168,2279.25,18,043
19719.9,4420.4,3665,821.54,10168,2279.25,18,045
19719.9,4420.4,3665,821.54,10168,2279.25,18,047
19719.9,4420.4,3665,821.54,10168,2279.25,18,049
19719.9,4420.4,3665,821.54,10168,2279.25,18,051
19719.9,4420.4,3665,821.54,10168,2279.25,18,053
19719.9,4420.4,3665,821.54,10168,2279.25,18,055
19719.9,4420.4,3665,821.54,10168,2279.25,18,057
19719.9,4420.4,3665,821.54,10168,2279.25,18,059
19719.9,4420.4,3665,821.54,10168,2279.25,18,061
19719.9,4420.4,3665,821.54,10168,2279.25,18,063
19719.9,4420.4,3665,821.54,10168,2279.25,18,065
19719.9,4420.4,3665,821.54,10168,2279.25,18,067
19719.9,4420.4,3665,821.54,10168,2279.25,18,069
19719.9,4420.4,3665,821.54,10168,2279.25,18,071
19719.9,4420.4,3665,821.54,10168,2279.25,18,073
19719.9,4420.4,3665,821.54,10168,2279.25,18,075
19719.9,4420.4,3665,821.54,10168,2279.25,18,077
19719.9,4420.4,3665,821.54,10168,2279.25,18,079
19719.9,4420.4,3665,821.54,10168,2279.25,18,081
19719.9,4420.4,3665,821.54,10168,2279.25,18,083
19719.9,4420.4,3665,821.54,10168,2279.25,18,085
19719.9,4420.4,3665,821.54,10168,2279.25,18,087
19719.9,4420.4,3665,821.54,10168,2279.25,18,089
19719.9,4420.4,3665,821.54,10168,2279.25,18,091
19719.9,4420.4,3665,821.54,10168,2279.25,18,093
19719.9,4420.4,3665,821.54,10168,2279.25,18,095
19719.9,4420.4,3665,821.54,10168,2279.25,18,097
19719.9,4420.4,3665,821.54,10168,2279.25,18,099
19719.9,4420.4,3665,821.54,10168,2279.25,18,101
19719.9,4420.4,3665,821.54,10168,2279.25,18,103
19719.9,4420.4,3665,821.54,10168,2279.25,18,105
19719.9,4420.4,3665,821.54,10168,2279.25,18,107
19719.9,4420.4,3665,821.54,10168,2279.25,18,109
19719.9,4420.4,3665,821.54,10168,2279.25,18,111
19719.9,4420.4,3665,821.54,10168,2279.25,18,113
19719.9,4420.4,3665,821.54,10168,2279.25,18,115
19719.9,4420.4,3665,821.54,10168,2279.25,18,117
19719.9,4420.4,3665,821.54,10168,2279.25,18,119
19719.9,4420.4,3665,821.54,10168,2279.25,18,121
19719.9,4420.4,3665,821.54,10168,2279.25,18,123
19719.9,4420.4,3665,821.54,10168,2279.25,18,125
19719.9,4420.4,3665,821.54,10168,2279.25,18,127
19719.9,4420.4,3665,821.54,10168,2279.25,18,129
19719.9,4420.4,3665,821.54,10168,2279.25,18,131
19719.9,4420.4,3665,821.54,10168,2279.25,18,133
19719.9,4420.4,3665,821.54,10168,2279.25,18,135
19719.9,4420.4,3665,821.54,10168,2279.25,18,137
19719.9,4420.4,3665,821.54,10168,2279.25,18,139
19719.9,4420.4,3665,821.54,10168,2279.25,18,141
19719.9,4420.4,3665,821.54,10168,2279.25,18,143
19719.9,4420.4,3665,821.54,10168,2279.25,18,145
19719.9,4420.4,3665,821.54,10168,2279.25,18,147
19719.9,4420.4,3665,821.54,10168,2279.25,18,149
19719.9,4420.4,3665,821.54,10168,2279.25,18,151
19719.9,4420.4,3665,821.54,10168,2279.25,18,153
19719.9,4420.4,3665,821.54,10168,2279.25,18,155
19719.9,4420.4,3665,821.54,10168,2279.25,18,157
19719.9,4420.4,3665,821.54,10168,2279.25,18,159
19719.9,4420.4,3665,821.54,10168,2279.25,18,161
19719.9,4420.4,3665,821.54,10168,2279.25,18,163
19719.9,4420.4,3665,821.54,10168,2279.25,18,165
19719.9,4420.4,3665,821.54,10168,2279.25,18,167
19719.9,4420.4,3665,821.54,10168,2279.25,18,169
19719.9,4420.4,3665,821.54,10168,2279.25,18,171
19719.9,4420.4,3665,821.54,10168,2279.25,18,173
19719.9,4420.4,3665,821.54,10168,2279.25,18,175
19719.9,4420.4,3665,821.54,10168,2279.25,18,177
19719.9,4420.4,3665,821.54,10168,2279.25,18,179
19719.9,4420.4,3665,821.54,10168,2279.25,18,181
19719.9,4420.4,3665,821.54,10168,2279.25,18,183
35118.6,7536.7,3570,766.15,11222,2408.32,19,001
35118.6,7536.7,3570,766.15,11222,2408.32,19,003
35118.6,7536.7,3570,766.15,11222,2408.32,19,005
35118.6,7536.7,3570,766.15,11222,2408.32,19,007
35118.6,7536.7,3570,766.15,11222,2408.32,19,009
35118.6,7536.7,3570,766.15,11222,2408.32,19,011
35118.6,7536.7,3570,766.15,11222,2408.32,19,013
35118.6,7536.7,3570,766.15,11222,2408.32,19,015
35118.6,7536.7,3570,766.15,11222,2408.32,19,017
35118.6,7536.7,3570,766.15,11222,2408.32,19,019
35118.6,7536.7,3570,766.15,11222,2408.32,19,021
35118.6,7536.7,3570,766.15,11222,2408.32,19,023
35118.6,7536.7,3570,766.15,11222,2408.32,19,025
35118.6,7536.7,3570,766.15,11222,2408.32,19,027
35118.6,7536.7,3570,766.15,11222,2408.32,19,029
35118.6,7536.7,3570,766.15,11222,2408.32,19,031
35118.6,7536.7,3570,766.15,11222,2408.32,19,033
35118.6,7536.7,3570,766.15,11222,2408.32,19,035
35118.6,7536.7,3570,766.15,11222,2408.32,19,037
35118.6,7536.7,3570,766.15,11222,2408.32,19,039
35118.6,7536.7,3570,766.15,11222,2408.32,19,041
35118.6,7536.7,3570,766.15,11222,2408.32,19,043
35118.6,7536.7,3570,766.15,11222,2408.32,19,045
35118.6,7536.7,3570,766.15,11222,2408.32,19,047
35118.6,7536.7,3570,766.15,11222,2408.32,19,049
35118.6,7536.7,3570,766.15,11222,2408.32,19,051
35118.6,7536.7,3570,766.15,11222,2408.32,19,053
35118.6,7536.7,3570,766.15,11222,2408.32,19,055
35118.6,7536.7,3570,766.15,11222,2408.32,19,057
35118.6,7536.7,3570,766.15,11222,2408.32,19,059
35118.6,7536.7,3570,766.15,11222,2408.32,19,061
35118.6,7536.7,3570,766.15,11222,2408.32,19,063
35118.6,7536.7,3570,766.15,11222,2408.32,19,065
35118.6,7536.7,3570,766.15,11222,2408.32,19,067
35118.6,7536.7,3570,766.15,11222,2408.32,19,069
35118.6,7536.7,3570,766.15,11222,2408.32,19,071
35118.6,7536.7,3570,766.15,11222,2408.32,19,073
35118.6,7536.7,3570,766.15,11222,2408.32,19,075
35118.6,7536.7,3570,766.15,11222,2408.32,19,077
35118.6,7536.7,3570,766.15,11222,2408.32,19,079
35118.6,7536.7,3570,766.15,11222,2408.32,19,081
35118.6,7536.7,3570,766.15,11222,2408.32,19,083
35118.6,7536.7,3570,766.15,11222,2408.32,19,085
35118.6,7536.7,3570,766.15,11222,2408.32,19,087
35118.6,7536.7,3570,766.15,11222,2408.32,19,089
35118.6,7536.7,3570,766.15,11222,2408.32,19,091
35118.6,7536.7,3570,766.15,11222,2408.32,19,093
35118.6,7536.7,3570,766.15,11222,2408.32,19,095
35118.6,7536.7,3570,766.15,11222,2408.32,19,097
35118.6,7536.7,3570,766.15,11222,2408.32,19,099
35118.6,7536.7,3570,766.15,11222,2408.32,19,101
35118.6,7536.7,3570,766.15,11222,2408.32,19,103
35118.6,7536.7,3570,766.15,11222,2408.32,19,105
35118.6,7536.7,3570,766.15,11222,2408.32,19,107
35118.6,7536.7,3570,766.15,11222,2408.32,19,109
35118.6,7536.7,3570,766.15,11222,2408.32,19,111
35118.6,7536.7,3570,766.15,11222,2408.32,19,113
35118.6,7536.7,3570,766.15,11222,2408.32,19,115
35118.6,7536.7,3570,766.15,11222,2408.32,19,117
35118.6,7536.7,3570,766.15,11222,2408.32,19,119
35118.6,7536.7,3570,766.15,11222,2408.32,19,121
35118.6,7536.7,3570,766.15,11222,2408.32,19,123
35118.6,7536.7,3570,766.15,11222,2408.32,19,125
35118.6,7536.7,3570,766.15,11222,2408.32,19,127
35118.6,7536.7,3570,766.15,11222,2408.32,19,129
35118.6,7536.7,3570,766.15,11222,2408.32,19,131
35118.6,7536.7,3570,766.15,11222,2408.32,19,133
35118.6,7536.7,3570,766.15,11222,2408.32,19,135
35118.6,7536.7,3570,766.15,11222,2408.32,19,137
35118.6,7536.7,3570,766.15,11222,2408.32,19,139
35118.6,7536.7,3570,766.15,11222,2408.32,19,141
35118.6,7536.7,3570,766.15,11222,2408.32,19,143
35118.6,7536.7,3570,766.15,11222,2408.32,19,145
35118.6,7536.7,3570,766.15,11222,2408.32,19,147
35118.6,7536.7,3570,766.15,11222,2408.32,19,149
35118.6,7536.7,3570,766.15,11222,2408.32,19,151
35118.6,7536.7,3570,766.15,11222,2408.32,19,153
35118.6,7536.7,3570,766.15,11222,2408.32,19,155
35118.6,7536.7,3570,766.15,11222,2408.32,19,157
35118.6,7536.7,3570,766.15,11222,2408.32,19,159
35118.6,7536.7,3570,766.15,11222,2408.32,19,161
35118.6,7536.7,3570,766.15,11222,2408.32,19,163
35118.6,7536.7,3570,766.15,11222,2408.32,19,165
35118.6,7536.7,3570,766.15,11222,2408.32,19,167
35118.6,7536.7,3570,766.15,11222,2408.32,19,169
35118.6,7536.7,3570,766.15,11222,2408.32,19,171
35118.6,7536.7,3570,766.15,11222,2408.32,19,173
35118.6,7536.7,3570,766.15,11222,2408.32,19,175
35118.6,7536.7,3570,766.15,11222,2408.32,19,177
35118.6,7536.7,3570,766.15,11222,2408.32,19,179
35118.6,7536.7,3570,766.15,11222,2408.32,19,181
35118.6,7536.7,3570,766.15,11222,2408.32,19,183
35118.6,7536.7,3570,766.15,11222,2408.32,19,185
35118.6,7536.7,3570,766.15,11222,2408.32,19,187
35118.6,7536.7,3570,766.15,11222,2408.32,19,189
35118.6,7536.7,3570,766.15,11222,2408.32,19,191
35118.6,7536.7,3570,766.15,11222,2408.32,19,193
35118.6,7536.7,3570,766.15,11222,2408.32,19,195
35118.6,7536.7,3570,766.15,11222,2408.32,19,197
26858.7,3902.4,8290,1204.48,10106,1468.34,20,001
26858.7,3902.4,8290,1204.48,10106,1468.34,20,003
26858.7,3902.4,8290,1204.48,10106,1468.34,20,005
26858.7,3902.4,8290,1204.48,10106,1468.34,20,007
26858.7,3902.4,8290,1204.48,10106,1468.34,20,009
26858.7,3902.4,8290,1204.48,10106,1468.34,20,011
26858.7,3902.4,8290,1204.48,10106,1468.34,20,013
26858.7,3902.4,8290,1204.48,10106,1468.34,20,015
26858.7,3902.4,8290,1204.48,10106,1468.34,20,017
26858.7,3902.4,8290,1204.48,10106,1468.34,20,019
26858.7,3902.4,8290,1204.48,10106,1468.34,20,021
26858.7,3902.4,8290,1204.48,10106,1468.34,20,023
26858.7,3902.4,8290,1204.48,10106,1468.34,20,025
26858.7,3902.4,8290,1204.48,10106,1468.34,20,027
26858.7,3902.4,8290,1204.48,10106,1468.34,20,029
26858.7,3902.4,8290,1204.48,10106,1468.34,20,031
26858.7,3902.4,8290,1204.48,10106,1468.34,20,033
26858.7,3902.4,8290,1204.48,10106,1468.34,20,035
26858.7,3902.4,8290,1204.48,10106,1468.34,20,037
26858.7,3902.4,8290,1204.48,10106,1468.34,20,039
26858.7,3902.4,8290,1204.48,10106,1468.34,20,041
26858.7,3902.4,8290,1204.48,10106,1468.34,20,043
26858.7,3902.4,8290,1204.48,10106,1468.34,20,045
26858.7,3902.4,8290,1204.48,10106,1468.34,20,047
26858.7,3902.4,8290,1204.48,10106,1468.34,20,049
26858.7,3902.4,8290,1204.48,10106,1468.34,20,051
26858.7,3902.4,8290,1204.48,10106,1468.34,20,053
26858.7,3902.4,8290,1204.48,10106,1468.34,20,055
26858.7,3902.4,8290,1204.48,10106,1468.34,20,057
26858.7,3902.4,8290,1204.48,10106,1468.34,20,059
26858.7,3902.4,8290,1204.48,10106,1468.34,20,061
26858.7,3902.4,8290,1204.48,10106,1468.34,20,063
26858.7,3902.4,8290,1204.48,10106,1468.34,20,065
26858.7,3902.4,8290,1204.48,10106,1468.34,20,067
26858.7,3902.4,8290,1204.48,10106,1468.34,20,069
26858.7,3902.4,8290,1204.48,10106,1468.34,20,071
26858.7,3902.4,8290,1204.48,10106,1468.34,20,073
26858.7,3902.4,8290,1204.48,10106,1468.34,20,075
26858.7,3902.4,8290,1204.48,10106,1468.34,20,077
26858.7,3902.4,8290,1204.48,10106,1468.34,20,079
26858.7,3902.4,8290,1204.48,10106,1468.34,20,081
26858.7,3902.4,8290,1204.48,10106,1468.34,20,083
26858.7,3902.4,8290,1204.48,10106,1468.34,20,085
26858.7,3902.4,8290,1204.48,10106,1468.34,20,087
26858.7,3902.4,8290,1204.48,10106,1468.34,20,089
26858.7,3902.4,8290,1204.48,10106,1468.34,20,091
26858.7,3902.4,8290,1204.48,10106,1468.34,20,093
26858.7,3902.4,8290,1204.48,10106,1468.34,20,095
26858.7,3902.4,8290,1204.48,10106,1468.34,20,097
26858.7,3902.4,8290,1204.48,10106,1468.34,20,099
26858.7,3902.4,8290,1204.48,10106,1468.34,20,101
26858.7,3902.4,8290,1204.48,10106,1468.34,20,103
26858.7,3902.4,8290,1204.48,10106,1468.34,20,105
26858.7,3902.4,8290,1204.48,10106,1468.34,20,107
