TotalEnergyExpendituremilliondollars,Totalenergyexpenditurepercapitadollarspercapita,TotalResidentialEnergyExpendituremilliondollars,ResidentialEnergyExpenditurepercapitadollarspercapita,TotalTransportationEnergyExpendituremildollars,TransportationEnergyExpenditurepercapitadollars,STATEFP,COUNTYFP
2145.6,3058.4,502,715.57,398,567.32,08,077
2145.6,3058.4,502,715.57,398,567.32,08,079
2145.6,3058.4,502,715.57,398,567.32,08,081
2145.6,3058.4,502,715.57,398,567.32,08,083
2145.6,3058.4,502,715.57,398,567.32,08,085
2145.6,3058.4,502,715.57,398,567.32,08,087
2145.6,3058.4,502,715.57,398,567.32,08,089
2145.6,3058.4,502,715.57,398,567.32,08,091
2145.6,3058.4,502,715.57,398,567.32,08,093
2145.6,3058.4,502,715.57,398,567.32,08,095
2145.6,3058.4,502,715.57,398,567.32,08,097
2145.6,3058.4,502,715.57,398,567.32,08,099
2145.6,3058.4,502,715.57,398,567.32,08,101
2145.6,3058.4,502,715.57,398,567.32,08,103
2145.6,3058.4,502,715.57,398,567.32,08,105
2145.6,3058.4,502,715.57,398,567.32,08,107
2145.6,3058.4,502,715.57,398,567.32,08,109
2145.6,3058.4,502,715.57,398,567.32,08,111
2145.6,3058.4,502,715.57,398,567.32,08,113
2145.6,3058.4,502,715.57,398,567.32,08,115
2145.6,3058.4,502,715.57,398,567.32,08,117
2145.6,3058.4,502,715.57,398,567.32,08,119
2145.6,3058.4,502,715.57,398,567.32,08,121
2145.6,3058.4,502,715.57,398,567.32,08,123
2145.6,3058.4,502,715.57,398,567.32,08,125
3733.6,3867.1,926,959.11,1674,1733.86,09,001
3733.6,3867.1,926,959.11,1674,1733.86,09,003
3733.6,3867.1,926,959.11,1674,1733.86,09,005
3733.6,3867.1,926,959.11,1674,1733.86,09,007
3733.6,3867.1,926,959.11,1674,1733.86,09,009
3733.6,3867.1,926,959.11,1674,1733.86,09,011
3733.6,3867.1,926,959.11,1674,1733.86,09,013
3733.6,3867.1,926,959.11,1674,1733.86,09,015
62480.8,2941.1,15133,712.34,32603,1534.69,10,001
62480.8,2941.1,15133,712.34,32603,1534.69,10,003
62480.8,2941.1,15133,712.34,32603,1534.69,10,005
35705.7,3396.9,8995,855.75,16462,1566.13,11,001
6617.5,4658.3,929,653.96,3515,2474.34,12,001
6617.5,4658.3,929,653.96,3515,2474.34,12,003
6617.5,4658.3,929,653.96,3515,2474.34,12,005
6617.5,4658.3,929,653.96,3515,2474.34,12,007
6617.5,4658.3,929,653.96,3515,2474.34,12,009
6617.5,4658.3,929,653.96,3515,2474.34,12,011
6617.5,4658.3,929,653.96,3515,2474.34,12,013
6617.5,4658.3,929,653.96,3515,2474.34,12,015
6617.5,4658.3,929,653.96,3515,2474.34,12,017
6617.5,4658.3,929,653.96,3515,2474.34,12,019
6617.5,4658.3,929,653.96,3515,2474.34,12,021
6617.5,4658.3,929,653.96,3515,2474.34,12,023
6617.5,4658.3,929,653.96,3515,2474.34,12,027
6617.5,4658.3,929,653.96,3515,2474.34,12,029
6617.5,4658.3,929,653.96,3515,2474.34,12,031
6617.5,4658.3,929,653.96,3515,2474.34,12,033
6617.5,4658.3,929,653.96,3515,2474.34,12,035
6617.5,4658.3,929,653.96,3515,2474.34,12,037
6617.5,4658.3,929,653.96,3515,2474.34,12,039
6617.5,4658.3,929,653.96,3515,2474.34,12,041
6617.5,4658.3,929,653.96,3515,2474.34,12,043
6617.5,4658.3,929,653.96,3515,2474.34,12,045
6617.5,4658.3,929,653.96,3515,2474.34,12,047
6617.5,4658.3,929,653.96,3515,2474.34,12,049
6617.5,4658.3,929,653.96,3515,2474.34,12,051
6617.5,4658.3,929,653.96,3515,2474.34,12,053
6617.5,4658.3,929,653.96,3515,2474.34,12,055
6617.5,4658.3,929,653.96,3515,2474.34,12,057
6617.5,4658.3,929,653.96,3515,2474.34,12,059
6617.5,4658.3,929,653.96,3515,2474.34,12,061
6617.5,4658.3,929,653.96,3515,2474.34,12,063
6617.5,4658.3,929,653.96,3515,2474.34,12,065
6617.5,4658.3,929,653.96,3515,2474.34,12,067
6617.5,4658.3,929,653.96,3515,2474.34,12,069
6617.5,4658.3,929,653.96,3515,2474.34,12,071
6617.5,4658.3,929,653.96,3515,2474.34,12,073
6617.5,4658.3,929,653.96,3515,2474.34,12,075
6617.5,4658.3,929,653.96,3515,2474.34,12,077
6617.5,4658.3,929,653.96,3515,2474.34,12,079
6617.5,4658.3,929,653.96,3515,2474.34,12,081
6617.5,4658.3,929,653.96,3515,2474.34,12,083
6617.5,4658.3,929,653.96,3515,2474.34,12,085
6617.5,4658.3,929,653.96,3515,2474.34,12,086
6617.5,4658.3,929,653.96,3515,2474.34,12,087
6617.5,4658.3,929,653.96,3515,2474.34,12,089
6617.5,4658.3,929,653.96,3515,2474.34,12,091
6617.5,4658.3,929,653.96,3515,2474.34,12,093
6617.5,4658.3,929,653.96,3515,2474.34,12,095
6617.5,4658.3,929,653.96,3515,2474.34,12,097
6617.5,4658.3,929,653.96,3515,2474.34,12,099
6617.5,4658.3,929,653.96,3515,2474.34,12,101
6617.5,4658.3,929,653.96,3515,2474.34,12,103
6617.5,4658.3,929,653.96,3515,2474.34,12,105
6617.5,4658.3,929,653.96,3515,2474.34,12,107
6617.5,4658.3,929,653.96,3515,2474.34,12,109
6617.5,4658.3,929,653.96,3515,2474.34,12,111
6617.5,4658.3,929,653.96,3515,2474.34,12,113
6617.5,4658.3,929,653.96,3515,2474.34,12,115
6617.5,4658.3,929,653.96,3515,2474.34,12,117
6617.5,4658.3,929,653.96,3515,2474.34,12,119
6617.5,4658.3,929,653.96,3515,2474.34,12,121
6617.5,4658.3,929,653.96,3515,2474.34,12,123
6617.5,4658.3,929,653.96,3515,2474.34,12,125
6617.5,4658.3,929,653.96,3515,2474.34,12,127
6617.5,4658.3,929,653.96,3515,2474.34,12,129
6617.5,4658.3,929,653.96,3515,2474.34,12,131
6617.5,4658.3,929,653.96,3515,2474.34,12,133
15603.0,4955.5,2819,895.31,6361,2020.25,13,001
15603.0,4955.5,2819,895.31,6361,2020.25,13,003
15603.0,4955.5,2819,895.31,6361,2020.25,13,005
15603.0,4955.5,2819,895.31,6361,2020.25,13,007
15603.0,4955.5,2819,895.31,6361,2020.25,13,009
15603.0,4955.5,2819,895.31,6361,2020.25,13,011
15603.0,4955.5,2819,895.31,6361,2020.25,13,013
15603.0,4955.5,2819,895.31,6361,2020.25,13,015
15603.0,4955.5,2819,895.31,6361,2020.25,13,017
15603.0,4955.5,2819,895.31,6361,2020.25,13,019
15603.0,4955.5,2819,895.31,6361,2020.25,13,021
15603.0,4955.5,2819,895.31,6361,2020.25,13,023
15603.0,4955.5,2819,895.31,6361,2020.25,13,025
15603.0,4955.5,2819,895.31,6361,2020.25,13,027
15603.0,4955.5,2819,895.31,6361,2020.25,13,029
15603.0,4955.5,2819,895.31,6361,2020.25,13,031
15603.0,4955.5,2819,895.31,6361,2020.25,13,033
15603.0,4955.5,2819,895.31,6361,2020.25,13,035
15603.0,4955.5,2819,895.31,6361,2020.25,13,037
15603.0,4955.5,2819,895.31,6361,2020.25,13,039
15603.0,4955.5,2819,895.31,6361,2020.25,13,043
15603.0,4955.5,2819,895.31,6361,2020.25,13,045
15603.0,4955.5,2819,895.31,6361,2020.25,13,047
15603.0,4955.5,2819,895.31,6361,2020.25,13,049
15603.0,4955.5,2819,895.31,6361,2020.25,13,051
15603.0,4955.5,2819,895.31,6361,2020.25,13,053
15603.0,4955.5,2819,895.31,6361,2020.25,13,055
15603.0,4955.5,2819,895.31,6361,2020.25,13,057
15603.0,4955.5,2819,895.31,6361,2020.25,13,059
15603.0,4955.5,2819,895.31,6361,2020.25,13,061
15603.0,4955.5,2819,895.31,6361,2020.25,13,063
15603.0,4955.5,2819,895.31,6361,2020.25,13,065
15603.0,4955.5,2819,895.31,6361,2020.25,13,067
15603.0,4955.5,2819,895.31,6361,2020.25,13,069
15603.0,4955.5,2819,895.31,6361,2020.25,13,071
15603.0,4955.5,2819,895.31,6361,2020.25,13,073
15603.0,4955.5,2819,895.31,6361,2020.25,13,075
15603.0,4955.5,2819,895.31,6361,2020.25,13,077
15603.0,4955.5,2819,895.31,6361,2020.25,13,079
15603.0,4955.5,2819,895.31,6361,2020.25,13,081
15603.0,4955.5,2819,895.31,6361,2020.25,13,083
15603.0,4955.5,2819,895.31,6361,2020.25,13,085
15603.0,4955.5,2819,895.31,6361,2020.25,13,087
15603.0,4955.5,2819,895.31,6361,2020.25,13,089
15603.0,4955.5,2819,895.31,6361,2020.25,13,091
15603.0,4955.5,2819,895.31,6361,2020.25,13,093
15603.0,4955.5,2819,895.31,6361,2020.25,13,095
15603.0,4955.5,2819,895.31,6361,2020.25,13,097
15603.0,4955.5,2819,895.31,6361,2020.25,13,099
15603.0,4955.5,2819,895.31,6361,2020.25,13,101
15603.0,4955.5,2819,895.31,6361,2020.25,13,103
15603.0,4955.5,2819,895.31,6361,2020.25,13,105
15603.0,4955.5,2819,895.31,6361,2020.25,13,107
15603.0,4955.5,2819,895.31,6361,2020.25,13,109
15603.0,4955.5,2819,895.31,6361,2020.25,13,111
15603.0,4955.5,2819,895.31,6361,2020.25,13,113
15603.0,4955.5,2819,895.31,6361,2020.25,13,115
15603.0,4955.5,2819,895.31,6361,2020.25,13,117
15603.0,4955.5,2819,895.31,6361,2020.25,13,119
15603.0,4955.5,2819,895.31,6361,2020.25,13,121
15603.0,4955.5,2819,895.31,6361,2020.25,13,123
15603.0,4955.5,2819,895.31,6361,2020.25,13,125
15603.0,4955.5,2819,895.31,6361,2020.25,13,127
15603.0,4955.5,2819,895.31,6361,2020.25,13,129
15603.0,4955.5,2819,895.31,6361,2020.25,13,131
15603.0,4955.5,2819,895.31,6361,2020.25,13,133
15603.0,4955.5,2819,895.31,6361,2020.25,13,135
15603.0,4955.5,2819,895.31,6361,2020.25,13,137
15603.0,4955.5,2819,895.31,6361,2020.25,13,139
15603.0,4955.5,2819,895.31,6361,2020.25,13,141
15603.0,4955.5,2819,895.31,6361,2020.25,13,143
15603.0,4955.5,2819,895.31,6361,2020.25,13,145
15603.0,4955.5,2819,895.31,6361,2020.25,13,147
15603.0,4955.5,2819,895.31,6361,2020.25,13,149
15603.0,4955.5,2819,895.31,6361,2020.25,13,151
15603.0,4955.5,2819,895.31,6361,2020.25,13,153
15603.0,4955.5,2819,895.31,6361,2020.25,13,155
15603.0,4955.5,2819,895.31,6361,2020.25,13,157
15603.0,4955.5,2819,895.31,6361,2020.25,13,159
15603.0,4955.5,2819,895.31,6361,2020.25,13,161
