ISO3,year,total
EGY,1977,0.394379471
EGY,1978,0.417693351
EGY,1979,0.416574615
EGY,1980,0.408873433
EGY,1981,0.393098745
EGY,1982,0.401888642
EGY,1983,0.394678313
EGY,1984,0.373881664
EGY,1985,0.38708174
EGY,1986,0.391574865
EGY,1987,0.410771238
EGY,1988,0.397637453
EGY,1989,0.419022842
EGY,1990,0.458257041
EGY,1991,0.465354441
EGY,1992,0.466467932
EGY,1993,0.468346815
EGY,1994,0.447508977
EGY,1995,0.481860671
EGY,1996,0.4946444
EGY,1997,0.505610697
EGY,1998,0.503269934
EGY,1999,0.518044999
EGY,2000,0.532269695
EGY,2001,0.512119367
EGY,2002,0.527947798
EGY,2003,0.516975092
EGY,2004,0.518789104
EGY,2005,0.530559677
EGY,2006,0.535954538
EGY,2007,0.519981616
EGY,2008,0.524414432
EGY,2009,0.504597077
EGY,2010,0.452180289
EGY,2011,0.473246908
EGY,2012,0.481139866
EGY,2013,0.471594649
EGY,2014,0.473452314
SLV,1961,1.198994207
SLV,1962,1.192785723
SLV,1963,1.205711667
SLV,1964,1.177932756
SLV,1965,1.114811009
SLV,1966,1.121922228
SLV,1967,1.079256275
SLV,1968,1.048473941
SLV,1969,1.05155898
SLV,1970,1.066983902
SLV,1971,1.061626472
SLV,1972,1.009277768
SLV,1973,1.025494069
SLV,1974,1.006875958
SLV,1975,1.029108757
SLV,1976,0.963574015
SLV,1977,0.943518744
SLV,1978,1.005405089
SLV,1979,0.994738235
SLV,1980,0.961348886
SLV,1981,0.859746477
SLV,1982,0.854564883
SLV,1983,0.824110685
SLV,1984,0.860327152
SLV,1985,0.809658327
SLV,1986,0.792657023
SLV,1987,0.73518625
SLV,1988,0.769281223
SLV,1989,0.747584651
SLV,1990,0.786195768
SLV,1991,0.769767843
SLV,1992,0.819176267
SLV,1993,0.778589305
SLV,1994,0.727012187
SLV,1995,0.725807866
SLV,1996,0.724698616
SLV,1997,0.703657639
SLV,1998,0.675472538
SLV,1999,0.722234062
SLV,2000,0.666363113
SLV,2001,0.666423052
SLV,2002,0.643345115
SLV,2003,0.627415518
SLV,2004,0.644335442
SLV,2005,0.628552321
SLV,2006,0.653339282
SLV,2007,0.631040433
SLV,2008,0.664042048
SLV,2009,0.637122922
SLV,2010,0.637780582
SLV,2011,0.600100262
SLV,2012,0.653447887
SLV,2013,0.618363899
SLV,2014,0.6139169
GNQ,1973,14.04663871
GNQ,1974,14.73473087
GNQ,1975,15.34511326
GNQ,1976,15.94919818
GNQ,1977,16.52926864
GNQ,1978,16.93409175
GNQ,1979,16.96041506
GNQ,1980,16.52237004
GNQ,1981,15.70527013
GNQ,1982,14.52891392
GNQ,1983,13.34598589
GNQ,1984,12.35717704
GNQ,1985,11.54650633
GNQ,1986,10.97174001
GNQ,1987,10.58671566
GNQ,1988,10.22316133
GNQ,1989,9.889970492
GNQ,1990,9.617031782
GNQ,1991,9.220041619
GNQ,1992,8.945820429
GNQ,1993,8.594459522
GNQ,1994,8.267625047
GNQ,1995,7.946508059
GNQ,1996,7.661778697
GNQ,1997,7.380229133
GNQ,1998,7.090744796
GNQ,1999,6.831958189
GNQ,2000,6.579488749
GNQ,2001,6.32408119
GNQ,2002,6.071233935
GNQ,2003,5.82995959
GNQ,2004,5.617474373
GNQ,2005,5.40140484
GNQ,2006,5.209095817
GNQ,2007,5.031067141
GNQ,2008,4.854346654
GNQ,2009,4.677151735
GNQ,2010,4.521125995
GNQ,2011,4.350863676
GNQ,2012,4.192159023
GNQ,2013,4.051164836
GNQ,2014,3.906728373
,1961,1.985297212
,1962,1.926502687
,1963,1.893735952
,1964,1.850369215
,1965,1.797750432
,1966,1.7695753
,1967,1.738819679
,1968,1.69299285
,1969,1.664545664
,1970,1.634594794
,1971,1.5914116
,1972,1.541284888
,1973,1.465486899
,1974,1.409231815
,1975,1.360278456
,1976,1.345665974
,1977,1.335225165
,1978,1.297447447
,1979,1.332506507
,1980,1.356504173
,1981,1.304421153
,1982,1.260943211
,1983,1.253833661
,1984,1.165892769
,1985,1.091994874
,1986,1.074339649
,1987,1.060973758
,1988,1.036551344
,1989,1.000920568
,1990,0.984477637
,1991,0.971333382
,1992,0.906307685
EST,1992,8.012246391
EST,1993,8.355373623
EST,1994,8.320232502
EST,1995,8.445180791
EST,1996,8.640198936
EST,1997,8.695898231
EST,1998,8.646780826
EST,1999,8.523494136
EST,2000,8.849776067
EST,2001,8.764087435
EST,2002,8.796204419
EST,2003,8.831229083
EST,2004,8.914953631
EST,2005,9.127273244
EST,2006,9.022954691
EST,2007,9.369287934
EST,2008,9.263841803
EST,2009,9.33283695
EST,2010,9.214135121
EST,2011,9.268128634
EST,2012,9.469917597
EST,2013,9.513303073
EST,2014,9.728692658
FJI,1961,4.76486121
FJI,1962,4.659501078
FJI,1963,4.545779852
FJI,1964,4.397541828
FJI,1965,4.218649567
FJI,1966,4.12067959
FJI,1967,4.037453955
FJI,1968,4.046494304
FJI,1969,3.97162421
FJI,1970,3.898946633
FJI,1971,3.788302705
FJI,1972,3.668697769
FJI,1973,3.616141923
FJI,1974,3.526771578
FJI,1975,3.413766032
FJI,1976,3.380000589
FJI,1977,3.385385982
FJI,1978,3.332895008
FJI,1979,3.349253074
FJI,1980,3.228750517
FJI,1981,3.170829229
FJI,1982,3.138199766
FJI,1983,2.975297736
FJI,1984,3.092186503
FJI,1985,2.93450635
FJI,1986,2.988144656
FJI,1987,2.844195755
FJI,1988,2.82511912
FJI,1989,2.90440134
FJI,1990,2.939722817
FJI,1991,2.812518778
FJI,1992,2.842155678
FJI,1993,2.787962104
FJI,1994,2.763411774
FJI,1995,2.727883314
FJI,1996,2.731712363
FJI,1997,2.68186815
FJI,1998,2.59280614
FJI,1999,2.634893671
FJI,2000,2.619549162
FJI,2001,2.588331927
FJI,2002,2.598450985
FJI,2003,2.528945033
FJI,2004,2.593987282
FJI,2005,2.585786614
FJI,2006,2.577625489
FJI,2007,2.502710633
FJI,2008,2.476704629
FJI,2009,2.465785158
FJI,2010,2.41108461
FJI,2011,2.422163272
FJI,2012,2.351306143
FJI,2013,2.370679024
FJI,2014,2.371570085
FIN,1961,14.60388978
FIN,1962,14.2746913
FIN,1963,14.35944456
FIN,1964,14.18897096
FIN,1965,14.3792755
FIN,1966,14.2710107
FIN,1967,14.40543988
FIN,1968,14.40864457
FIN,1969,14.48357347
FIN,1970,14.62525777
FIN,1971,14.6716438
FIN,1972,14.66383478
FIN,1973,14.56796228
FIN,1974,14.57318178
FIN,1975,14.85040762
FIN,1976,14.94277752
FIN,1977,14.61985333
FIN,1978,14.56844029
FIN,1979,14.67753359
FIN,1980,14.57874349
FIN,1981,14.25716298
FIN,1982,14.48827736
FIN,1983,14.51107234
FIN,1984,14.33332021
FIN,1985,14.21938166
FIN,1986,14.07637376
FIN,1987,13.62159085
FIN,1988,13.77889053
FIN,1989,14.0348544
FIN,1990,14.11261181
FIN,1991,13.8535849
FIN,1992,13.74114647
FIN,1993,13.91148565
FIN,1994,13.94435773
FIN,1995,13.84992779
FIN,1996,13.92287711
FIN,1997,13.9086608
FIN,1998,13.62253843
FIN,1999,13.65951538
FIN,2000,13.98845373
FIN,2001,13.84209573
FIN,2002,13.90158533
FIN,2003,13.78300672
FIN,2004,13.58190819
FIN,2005,13.67208883
FIN,2006,13.55677518
FIN,2007,13.60373117
FIN,2008,13.47272061
FIN,2009,13.40656933
FIN,2010,13.07560874
FIN,2011,13.08930851
FIN,2012,12.9483482
FIN,2013,12.96351457
FIN,2014,12.86430787
FRA,1961,2.265458757
FRA,1962,2.379490491
FRA,1963,2.346712801
FRA,1964,2.332195603
FRA,1965,2.439566927
FRA,1966,2.340778298
FRA,1967,2.527109964
FRA,1968,2.560709532
FRA,1969,2.564919675
FRA,1970,2.504836552
FRA,1971,2.600066528
FRA,1972,2.693590911
FRA,1973,2.706221911
FRA,1974,2.637186992
FRA,1975,2.506315111
FRA,1976,2.388397509
FRA,1977,2.521895524
FRA,1978,2.624572935
FRA,1979,2.633092415
FRA,1980,2.727049506
FRA,1981,2.673076028
FRA,1982,2.733982854
FRA,1983,2.646951607
FRA,1984,2.927427298
FRA,1985,2.904260775
FRA,1986,2.749100034
FRA,1987,2.91602323
FRA,1988,2.934395634
FRA,1989,2.929951453
FRA,1990,2.907229202
FRA,1991,2.987415152
FRA,1992,2.940147436
FRA,1993,2.801375307
FRA,1994,2.836447379
FRA,1995,2.806424162
FRA,1996,2.968747746
FRA,1997,2.951988159
FRA,1998,3.107718371
FRA,1999,3.034490806
FRA,2000,2.989475861
FRA,2001,2.822983857
FRA,2002,3.027679118
FRA,2003,2.740820596
FRA,2004,2.946136323
FRA,2005,2.84214698
FRA,2006,2.756695363
FRA,2007,2.705308247
FRA,2008,2.818022802
FRA,2009,2.852211533
FRA,2010,2.812594151
FRA,2011,2.678991348
FRA,2012,2.728077939
FRA,2013,2.645339141
FRA,2014,2.725764771
GUF,1994,207.8316099
GUF,1995,201.1935317
GUF,1996,195.2727279
GUF,1997,189.0067219
GUF,1998,182.7622129
GUF,1999,176.0085021
GUF,2000,168.9935188
GUF,2001,161.588243
GUF,2002,154.2494192
GUF,2003,146.5169203
GUF,2004,140.0390988
GUF,2005,134.4342035
GUF,2006,130.1772869
GUF,2007,126.1994918
GUF,2008,122.7924231
GUF,2009,119.2786248
GUF,2010,116.1844835
GUF,2011,112.7847933
GUF,2012,109.3252076
GUF,2013,106.0615914
GUF,2014,102.8599252
PYF,1965,2.875557977
PYF,1966,2.798995291
PYF,1967,2.688921342
PYF,1968,2.590905229
PYF,1969,2.776255104
PYF,1970,2.624344061
PYF,1971,2.479771598
PYF,1972,2.295921211
PYF,1973,2.146331174
PYF,1974,2.040226947
PYF,1975,2.145364715
PYF,1976,2.012662513
PYF,1977,1.885080807
PYF,1978,1.819564633
PYF,1979,1.835747797
PYF,1980,1.902872761
PYF,1981,1.756702403
PYF,1982,1.81701218
PYF,1983,1.573007595
PYF,1984,1.470853531
PYF,1985,1.544173188
PYF,1986,1.480489009
PYF,1987,1.471834486
PYF,1988,1.363405372
PYF,1989,1.329478712
PYF,1990,1.32742675
PYF,1991,1.27200284
PYF,1992,1.289564895
PYF,1993,1.300309026
PYF,1994,1.315733201
PYF,1995,1.328730537
PYF,1996,1.337778583
PYF,1997,1.338596529
PYF,1998,1.286279046
PYF,1999,1.303887207
PYF,2000,1.332828985
PYF,2001,1.331162991
PYF,2002,1.359393812
PYF,2003,1.35211064
PYF,2004,1.361614717
PYF,2005,1.378656722
PYF,2006,1.395125049
PYF,2007,1.400221457
PYF,2008,1.411956701
PYF,2009,1.398620786
PYF,2010,1.422175337
PYF,2011,1.413851178
PYF,2012,1.386181109
PYF,2013,1.368475473
PYF,2014,1.359635734
DJI,1961,4.972151165
DJI,1962,4.660954839
DJI,1963,4.348966533
DJI,1964,4.059753735
DJI,1965,3.78814114
DJI,1966,3.544571201
DJI,1967,3.305825418
DJI,1968,3.087749541
DJI,1969,2.874193449
DJI,1970,2.705500014
DJI,1971,2.54699538
DJI,1972,2.417019274
DJI,1973,2.261172728
DJI,1974,2.109180711
DJI,1975,1.93076796
DJI,1976,1.742331116
DJI,1977,1.569591482
DJI,1978,1.420211527
DJI,1979,1.31322911
DJI,1980,1.297035502
DJI,1981,1.249543439
DJI,1982,1.223660202
DJI,1983,1.192051319
DJI,1984,1.164552471
DJI,1985,1.121954559
DJI,1986,1.056881394
DJI,1987,0.991372969
DJI,1988,0.908641238
DJI,1989,0.878478343
DJI,1990,1.058423155
DJI,1991,1.04100253
DJI,1992,1.034195326
DJI,1993,1.028189265
DJI,1994,1.024086089
DJI,1995,1.012277272
DJI,1996,1.023732451
DJI,1997,1.031583725
DJI,1998,1.025608587
DJI,1999,1.020050519
DJI,2000,1.023925192
DJI,2001,1.041527287
DJI,2002,1.065010614
DJI,2003,0.939909775
DJI,2004,1.020226712
DJI,2005,0.986707077
DJI,2006,0.842370131
DJI,2007,0.839253867
DJI,2008,0.891755819
DJI,2009,0.866946819
DJI,2010,0.801231961
DJI,2011,0.766971219
DJI,2012,0.784650911
DJI,2013,0.77856119
DJI,2014,0.752890104
GEO,2004,1.248598369
GEO,2005,1.292552248
GEO,2006,1.146425269
GEO,2007,1.206259036
GEO,2008,1.203619056
GEO,2009,1.188307479
GEO,2010,1.169235122
GEO,2011,1.235477416
GEO,2012,1.232970562
GEO,2013,1.288748335
GEO,2014,1.25531515
GAB,1961,87.28392226
GAB,1962,86.30559917
GAB,1963,85.08021067
GAB,1964,83.76820904
GAB,1965,82.37965204
GAB,1966,80.94306653
GAB,1967,79.11808827
GAB,1968,77.24550687
GAB,1969,75.25538752
GAB,1970,73.5993821
GAB,1971,72.1282887
GAB,1972,70.73852239
GAB,1973,69.28661577
GAB,1974,67.93212508
GAB,1975,66.55999282
GAB,1976,65.02558539
GAB,1977,63.661894
GAB,1978,62.16345659
GAB,1979,60.64550195
GAB,1980,58.94248998
GAB,1981,57.50736844
GAB,1982,56.03740875
GAB,1983,54.54229135
GAB,1984,52.99321871
GAB,1985,51.44877174
GAB,1986,49.87501
GAB,1987,48.47441352
GAB,1988,47.09535099
GAB,1989,45.91339798
GAB,1990,44.46585609
GAB,1991,43.31858391
GAB,1992,42.68554482
GAB,1993,41.6317447
GAB,1994,40.57642728
GAB,1995,39.4463132
GAB,1996,38.51590415
GAB,1997,37.51822817
GAB,1998,36.60375371
GAB,1999,35.68184598
GAB,2000,34.8485164
GAB,2001,34.02962934
GAB,2002,33.31367946
GAB,2003,32.44602971
GAB,2004,31.7001286
GAB,2005,30.93189456
GAB,2006,30.27793874
GAB,2007,29.56457086
GAB,2008,28.91290296
GAB,2009,28.20952422
GAB,2010,27.5864903
GAB,2011,27.10340518
GAB,2012,26.60138944
GAB,2013,26.16788081
GAB,2014,25.69576571
GMB,1961,3.876864731
GMB,1962,3.81709364
GMB,1963,3.720527109
GMB,1964,3.687449868
GMB,1965,3.785424801
GMB,1966,3.799984889
GMB,1967,3.611216447
GMB,1968,3.641316349
GMB,1969,3.465242033
GMB,1970,3.390420602
GMB,1971,3.362342161
GMB,1972,3.228253575
GMB,1973,3.251568989
GMB,1974,2.987963912
GMB,1975,2.86850828
GMB,1976,2.829485921
GMB,1977,2.558999798
GMB,1978,2.670519327
GMB,1979,2.312821648
GMB,1980,2.254765965
GMB,1981,2.351651561
GMB,1982,2.472327728
GMB,1983,2.186218631
GMB,1984,2.098468669
GMB,1985,1.958423971
GMB,1986,1.948847019
GMB,1987,1.877930916
GMB,1988,1.697991064
GMB,1989,1.750218433
GMB,1990,1.52692752
GMB,1991,1.51441368
GMB,1992,1.405417709
GMB,1993,1.410982047
GMB,1994,1.367013115
GMB,1995,1.31143145
GMB,1996,1.218947955
GMB,1997,1.25196438
GMB,1998,1.206711211
GMB,1999,1.293553563
GMB,2000,1.272653676
GMB,2001,1.253581329
GMB,2002,1.062244711
GMB,2003,1.087619573
GMB,2004,1.131711911
GMB,2005,1.033074693
GMB,2006,1.025584508
GMB,2007,0.8862534
GMB,2008,0.956135704
GMB,2009,0.981567857
GMB,2010,0.985706481
GMB,2011,0.801273085
GMB,2012,0.831535961
GMB,2013,0.771669747
GMB,2014,0.712734285
DEU,1961,1.361604203
DEU,1962,1.436544274
DEU,1963,1.43921703
DEU,1964,1.422536885
DEU,1965,1.379047962
DEU,1966,1.370027646
DEU,1967,1.470093279
DEU,1968,1.45774047
DEU,1969,1.437654903
DEU,1970,1.393606389
DEU,1971,1.455911615
DEU,1972,1.464961451
DEU,1973,1.465075677
DEU,1974,1.512062821
DEU,1975,1.491021132
DEU,1976,1.382398069
DEU,1977,1.475281529
DEU,1978,1.505950933
DEU,1979,1.5077778
DEU,1980,1.502265053
DEU,1981,1.49886122
DEU,1982,1.565827881
DEU,1983,1.496478044
DEU,1984,1.603969619
DEU,1985,1.637311193
DEU,1986,1.620930381
DEU,1987,1.604578155
DEU,1988,1.617250571
DEU,1989,1.606430098
DEU,1990,1.612547521
DEU,1991,1.644471293
DEU,1992,1.562333533
DEU,1993,1.56510072
DEU,1994,1.605651234
DEU,1995,1.626832873
DEU,1996,1.634367141
DEU,1997,1.685390636
DEU,1998,1.727486873
DEU,1999,1.744152053
DEU,2000,1.744382166
DEU,2001,1.822500948
DEU,2002,1.705013607
DEU,2003,1.649889113
DEU,2004,1.82261919
DEU,2005,1.752403879
DEU,2006,1.715630131
DEU,2007,1.690985977
DEU,2008,1.777261408
DEU,2009,1.802112745
DEU,2010,1.735115609
DEU,2011,1.623663145
DEU,2012,1.681543138
DEU,2013,1.717724114
DEU,2014,1.790508793
BIH,1992,1.562824741
BIH,1993,1.594639044
BIH,1994,1.614730018
BIH,1995,1.615400064
BIH,1996,1.654454001
BIH,1997,1.769247537
BIH,1998,1.798069824
BIH,1999,1.779108258
BIH,2000,1.674635802
BIH,2001,1.704879319
BIH,2002,1.747525603
BIH,2003,1.623769723
BIH,2004,1.780566594
BIH,2005,1.729419757
BIH,2006,1.737086019
BIH,2007,1.672592376
BIH,2008,1.724308658
BIH,2009,1.731659221
BIH,2010,1.660176046
BIH,2011,1.669513218
BIH,2012,1.619363152
BIH,2013,1.69881295
BIH,2014,1.612422655
GHA,1961,2.865611931
GHA,1962,2.793614117
GHA,1963,2.692772786
GHA,1964,2.675257962
GHA,1965,2.577012821
GHA,1966,2.502209846
GHA,1967,2.489691183
GHA,1968,2.405892148
GHA,1969,2.394108292
GHA,1970,2.404480737
GHA,1971,2.380965477
GHA,1972,2.274197982
GHA,1973,2.225164686
GHA,1974,2.201101767
GHA,1975,2.109384721
GHA,1976,2.050365693
GHA,1977,1.934605267
GHA,1978,1.913368743
GHA,1979,1.896736127
GHA,1980,1.832189088
GHA,1981,1.786184609
GHA,1982,1.704212046
GHA,1983,1.613840439
GHA,1984,1.653364027
GHA,1985,1.589588902
GHA,1986,1.571414648
GHA,1987,1.533288918
GHA,1988,1.496225871
GHA,1989,1.497468061
GHA,1990,1.404176224
GHA,1991,1.465460972
GHA,1992,1.455031177
GHA,1993,1.440666261
GHA,1994,1.411909931
GHA,1995,1.445186571
GHA,1996,1.444236828
GHA,1997,1.370010305
GHA,1998,1.410790898
GHA,1999,1.424990524
GHA,2000,1.387425013
GHA,2001,1.36870016
GHA,2002,1.408038718
GHA,2003,1.39975131
GHA,2004,1.445682628
GHA,2005,1.406784256
GHA,2006,1.368220965
GHA,2007,1.299801159
GHA,2008,1.36047521
GHA,2009,1.390964787
GHA,2010,1.345121525
GHA,2011,1.351192767
GHA,2012,1.385979404
GHA,2013,1.3827765
GHA,2014,1.360654444
KIR,2014,1.287747839
GRC,1961,1.522496076
GRC,1962,1.411829281
GRC,1963,1.440504239
GRC,1964,1.509661005
GRC,1965,1.534193312
GRC,1966,1.598911124
GRC,1967,1.621125702
GRC,1968,1.462680768
GRC,1969,1.490427645
GRC,1970,1.640114091
GRC,1971,1.594981356
GRC,1972,1.686540488
GRC,1973,1.591938013
GRC,1974,1.677488019
GRC,1975,1.690884666
GRC,1976,1.702282825
GRC,1977,1.532542578
GRC,1978,1.722743207
GRC,1979,1.64177762
GRC,1980,1.754735625
GRC,1981,1.848720743
GRC,1982,1.81826487
GRC,1983,1.68258838
GRC,1984,1.750640032
GRC,1985,1.774587098
GRC,1986,1.806884542
GRC,1987,1.750364669
GRC,1988,1.866894242
GRC,1989,1.899881592
GRC,1990,1.614147514
GRC,1991,1.864143126
GRC,1992,1.795987956
GRC,1993,1.742185833
GRC,1994,1.863043052
GRC,1995,1.884545893
GRC,1996,1.720430117
GRC,1997,1.69905394
GRC,1998,1.767716468
GRC,1999,1.789912936
GRC,2000,1.782012387
GRC,2001,1.771432898
GRC,2002,1.778386385
GRC,2003,1.579659075
GRC,2004,1.643088334
GRC,2005,1.721665858
GRC,2006,1.558838698
GRC,2007,1.545333038
GRC,2008,1.59038761
GRC,2009,1.579707129
GRC,2010,1.550458364
GRC,2011,1.5120346
GRC,2012,1.61344799
GRC,2013,1.437321136
GRC,2014,1.603978498
GRD,1998,2.274925043
GRD,1999,2.305848745
GRD,2000,2.272407208
GRD,2001,2.20186313
GRD,2002,2.272018419
GRD,2003,2.181649016
GRD,2004,2.23207059
GRD,2005,1.92601466
GRD,2006,1.931811517
GRD,2007,1.943563554
GRD,2008,1.952435582
GRD,2009,1.976576548
GRD,2010,1.977388405
GRD,2011,1.977122781
GRD,2012,1.962713748
GRD,2013,1.963086082
GRD,2014,2.176618455
GLP,1961,0.90141804
GLP,1962,0.900417609
GLP,1963,0.872198115
GLP,1964,0.863567005
GLP,1965,0.838670013
GLP,1966,0.866606413
GLP,1967,0.8208939
GLP,1968,0.791232862
GLP,1969,0.823356811
GLP,1970,0.816891104
GLP,1971,0.827044363
GLP,1972,0.752833679
GLP,1973,0.791747456
GLP,1974,0.75375622
GLP,1975,0.723578434
GLP,1976,0.736256214
GLP,1977,0.703563191
GLP,1978,0.73018441
GLP,1979,0.70864046
GLP,1980,0.667209447
GLP,1981,0.662508763
GLP,1982,0.685657386
GLP,1983,0.644665533
GLP,1984,0.640084473
GLP,1985,0.629570631
GLP,1986,0.640258992
GLP,1987,0.632014177
GLP,1988,0.633663813
GLP,1989,0.591971941
GLP,1990,0.529961691
GLP,1991,0.563971745
GLP,1992,0.560723759
GLP,1993,0.575950312
GLP,1994,0.538935127
GLP,1995,0.493655282
GLP,1996,0.5153275
GLP,1997,0.541369133
GLP,1998,0.509981123
GLP,1999,0.543434604
GLP,2000,0.531164545
GLP,2001,0.507838192
GLP,2002,0.515214489
GLP,2003,0.500083819
GLP,2004,0.507605909
GLP,2005,0.493439853
GLP,2006,0.469708923
GLP,2007,0.477438924
GLP,2008,0.472433542
GLP,2009,0.474599111
GLP,2010,0.468017891
GLP,2011,0.463868494
GLP,2012,0.451463101
GLP,2013,0.439229795
GLP,2014,0.455798733
GTM,1961,2.500203599
GTM,1962,2.47535905
GTM,1963,2.43424545
GTM,1964,2.401471383
GTM,1965,2.324384452
GTM,1966,2.275669937
GTM,1967,2.18583394
GTM,1968,2.187613975
GTM,1969,2.128138343
GTM,1970,2.095665479
GTM,1971,2.003014219
GTM,1972,1.981849059
GTM,1973,1.969702129
GTM,1974,1.924159151
GTM,1975,1.876363989
GTM,1976,1.846733299
GTM,1977,1.796102214
GTM,1978,1.789239119
GTM,1979,1.708943813
GTM,1980,1.655637155
GTM,1981,1.582556083
GTM,1982,1.561740605
GTM,1983,1.512856871
GTM,1984,1.613126699
GTM,1985,1.591813002
GTM,1986,1.581671286
GTM,1987,1.524069064
GTM,1988,1.652097167
GTM,1989,1.624471451
GTM,1990,1.66175446
GTM,1991,1.595695374
GTM,1992,1.586109904
GTM,1993,1.551858025
GTM,1994,1.488915552
GTM,1995,1.45158931
GTM,1996,1.431560163
GTM,1997,1.398745427
GTM,1998,1.363104224
GTM,1999,1.334660458
GTM,2000,1.293703169
GTM,2001,1.294786096
GTM,2002,1.266431953
GTM,2003,1.228763041
GTM,2004,1.247170062
GTM,2005,1.187962443
GTM,2006,1.118999724
GTM,2007,1.113438801
GTM,2008,1.104685403
GTM,2009,1.10048082
GTM,2010,1.076434264
GTM,2011,1.04584604
GTM,2012,1.038750091
GTM,2013,1.03794108
GTM,2014,1.048436893
GIN,1961,6.197036167
GIN,1962,6.101894038
GIN,1963,5.963960161
GIN,1964,5.881044349
GIN,1965,5.771524469
GIN,1966,5.702715169
GIN,1967,5.596926451
GIN,1968,5.487283053
GIN,1969,5.378994666
GIN,1970,5.322455229
GIN,1971,5.279634142
GIN,1972,5.24512009
GIN,1973,5.204613983
GIN,1974,5.168807257
GIN,1975,5.144906646
GIN,1976,5.151924757
GIN,1977,5.13839438
GIN,1978,5.11957294
GIN,1979,5.105251439
GIN,1980,5.029015916
GIN,1981,4.94392131
GIN,1982,4.840353014
GIN,1983,4.710598362
GIN,1984,4.597297721
GIN,1985,4.465939798
GIN,1986,4.322048517
GIN,1987,4.202220488
GIN,1988,4.06070246
GIN,1989,3.941613171
GIN,1990,3.804316837
GIN,1991,3.593734697
GIN,1992,3.456082335
GIN,1993,3.25038002
GIN,1994,3.092990949
GIN,1995,2.956033084
GIN,1996,2.867131918
GIN,1997,2.806306509
GIN,1998,2.774085699
GIN,1999,2.73373689
GIN,2000,2.698911441
GIN,2001,2.636808282
GIN,2002,2.612095403
GIN,2003,2.563571274
GIN,2004,2.532619699
GIN,2005,2.476572678
GIN,2006,2.433293081
GIN,2007,2.379471039
GIN,2008,2.33544225
GIN,2009,2.261833074
GIN,2010,2.220386116
GIN,2011,2.167181989
GIN,2012,2.097573071
GIN,2013,2.057513993
GIN,2014,1.987863103
GUY,1961,101.3287997
GUY,1962,98.25558407
GUY,1963,95.1224683
GUY,1964,92.717702
GUY,1965,90.66396825
GUY,1966,89.24020217
GUY,1967,87.87410725
GUY,1968,86.55539974
GUY,1969,85.48451009
GUY,1970,84.45212377
GUY,1971,83.48030239
GUY,1972,82.47576551
GUY,1973,81.53923852
GUY,1974,80.55290815
GUY,1975,79.48186944
GUY,1976,76.50485807
GUY,1977,73.87740338
GUY,1978,71.11529962
GUY,1979,68.67040853
GUY,1980,67.96270645
GUY,1981,67.90946228
GUY,1982,68.15568715
GUY,1983,68.52671315
GUY,1984,69.12896359
GUY,1985,69.71943157
GUY,1986,70.39786844
GUY,1987,71.32734195
GUY,1988,72.25567359
GUY,1989,73.07632683
GUY,1990,73.35926107
GUY,1991,73.78491794
GUY,1992,74.74138059
GUY,1993,74.69902884
GUY,1994,74.46045699
GUY,1995,74.18820276
GUY,1996,74.00718
GUY,1997,73.60523219
GUY,1998,73.13640539
GUY,1999,72.82960639
GUY,2000,72.50521662
GUY,2001,72.41234474
GUY,2002,72.45220381
GUY,2003,72.26234927
GUY,2004,72.20221595
GUY,2005,71.8770367
GUY,2006,71.91922112
GUY,2007,71.54049982
GUY,2008,71.24160102
GUY,2009,70.77720573
GUY,2010,70.57599352
GUY,2011,70.19778167
GUY,2012,69.69370405
GUY,2013,69.44313482
GUY,2014,68.80187789
HTI,1961,0.473788254
HTI,1962,0.459949324
HTI,1963,0.471630827
HTI,1964,0.467955123
HTI,1965,0.461790981
HTI,1966,0.477939576
HTI,1967,0.481617062
HTI,1968,0.462799967
HTI,1969,0.464593334
HTI,1970,0.475936254
HTI,1971,0.479475671
HTI,1972,0.482748961
HTI,1973,0.468779943
HTI,1974,0.42007502
HTI,1975,0.419733639
HTI,1976,0.428568872
HTI,1977,0.386351514
HTI,1978,0.410262045
HTI,1979,0.422127669
HTI,1980,0.408533507
HTI,1981,0.385386403
HTI,1982,0.399765431
HTI,1983,0.399757634
HTI,1984,0.408913512
HTI,1985,0.40691198
HTI,1986,0.399600942
HTI,1987,0.39211881
HTI,1988,0.369732661
HTI,1989,0.365251356
HTI,1990,0.348259919
HTI,1991,0.330622208
HTI,1992,0.333806113
HTI,1993,0.318831954
HTI,1994,0.297704371
HTI,1995,0.277561204
HTI,1996,0.283917373
HTI,1997,0.294640673
HTI,1998,0.273441704
HTI,1999,0.275754213
HTI,2000,0.267069242
HTI,2001,0.251051183
HTI,2002,0.247964892
HTI,2003,0.247011247
HTI,2004,0.254059171
HTI,2005,0.258663892
HTI,2006,0.253457586
HTI,2007,0.288007361
HTI,2008,0.265507231
HTI,2009,0.297502957
HTI,2010,0.310507692
HTI,2011,0.321085846
HTI,2012,0.303933387
HTI,2013,0.332578918
HTI,2014,0.323611705
HND,1961,7.796888925
HND,1962,7.570375787
HND,1963,7.328281918
HND,1964,7.139953838
HND,1965,6.907920169
HND,1966,6.780265518
HND,1967,6.599345361
HND,1968,6.439261459
HND,1969,6.258160829
HND,1970,6.093817907
HND,1971,5.920839315
HND,1972,5.768345678
HND,1973,5.609416911
HND,1974,5.426624701
HND,1975,5.242813952
