FIPS,County_State,WaterStressERA
19145,Page_Iowa,0.006
19147,Palo Alto_Iowa,0.012
19149,Plymouth_Iowa,0.016
19151,Pocahontas_Iowa,0.004
19153,Polk_Iowa,0.09
19155,Pottawattamie_Iowa,0.4
19157,Poweshiek_Iowa,0.005
19159,Ringgold_Iowa,0.003
19161,Sac_Iowa,0.011
19163,Scott_Iowa,0.165
19165,Shelby_Iowa,0.006
19167,Sioux_Iowa,0.049
19169,Story_Iowa,0.02
19171,Tama_Iowa,0.008
19173,Taylor_Iowa,0.003
19175,Union_Iowa,0.014
19177,Van Buren_Iowa,0.002
19179,Wapello_Iowa,0.044
19181,Warren_Iowa,0.002
19183,Washington_Iowa,0.013
19185,Wayne_Iowa,0.003
19187,Webster_Iowa,0.028
19189,Winnebago_Iowa,0.008
19191,Winneshiek_Iowa,0.012
19193,Woodbury_Iowa,0.875
19195,Worth_Iowa,0.038
19197,Wright_Iowa,0.012
20001,Allen_Kansas,0.005
20003,Anderson_Kansas,0.004
20005,Atchison_Kansas,0.011
20007,Barber_Kansas,0.008
20009,Barton_Kansas,0.095
20011,Bourbon_Kansas,0.005
20013,Brown_Kansas,0.007
20015,Butler_Kansas,0.016
20017,Chase_Kansas,0.003
20019,Chautauqua_Kansas,0.002
20021,Cherokee_Kansas,0.004
20023,Cheyenne_Kansas,0.203
20025,Clark_Kansas,0.006
20027,Clay_Kansas,0.03
20029,Cloud_Kansas,0.028
20031,Coffey_Kansas,0.048
20033,Comanche_Kansas,0.015
20035,Cowley_Kansas,0.01
20037,Crawford_Kansas,0.009
20039,Decatur_Kansas,0.043
20041,Dickinson_Kansas,0.011
20043,Doniphan_Kansas,0.002
20045,Douglas_Kansas,0.054
20047,Edwards_Kansas,0.411
20049,Elk_Kansas,0.001
20051,Ellis_Kansas,0.012
20053,Ellsworth_Kansas,0.008
20055,Finney_Kansas,0.437
20057,Ford_Kansas,0.165
20059,Franklin_Kansas,0.009
20061,Geary_Kansas,0.044
20063,Gove_Kansas,0.046
20065,Graham_Kansas,0.048
20067,Grant_Kansas,0.49
20069,Gray_Kansas,0.355
20071,Greeley_Kansas,0.069
20073,Greenwood_Kansas,0.002
20075,Hamilton_Kansas,0.142
20077,Harper_Kansas,0.006
20079,Harvey_Kansas,0.1
20081,Haskell_Kansas,0.628
20083,Hodgeman_Kansas,0.048
20085,Jackson_Kansas,0.004
20087,Jefferson_Kansas,0.005
20089,Jewell_Kansas,0.06
20091,Johnson_Kansas,0.032
20093,Kearny_Kansas,0.452
20095,Kingman_Kansas,0.033
20097,Kiowa_Kansas,0.178
20099,Labette_Kansas,0.005
20101,Lane_Kansas,0.044
20103,Leavenworth_Kansas,0.063
20105,Lincoln_Kansas,0.004
20107,Linn_Kansas,1.109
20109,Logan_Kansas,0.022
20111,Lyon_Kansas,0.01
20113,McPherson_Kansas,0.061
20115,Marion_Kansas,0.007
20117,Marshall_Kansas,0.004
20119,Meade_Kansas,0.28
20121,Miami_Kansas,0.013
20123,Mitchell_Kansas,0.038
20125,Montgomery_Kansas,0.022
20127,Morris_Kansas,0.007
20129,Morton_Kansas,0.202
20131,Nemaha_Kansas,0.006
20133,Neosho_Kansas,0.003
20135,Ness_Kansas,0.008
20137,Norton_Kansas,0.046
20139,Osage_Kansas,0.006
20141,Osborne_Kansas,0.007
20143,Ottawa_Kansas,0.011
20145,Pawnee_Kansas,0.203
20147,Phillips_Kansas,0.054
20149,Pottawatomie_Kansas,0.057
20151,Pratt_Kansas,0.234
20153,Rawlins_Kansas,0.061
20155,Reno_Kansas,0.088
20157,Republic_Kansas,0.042
20159,Rice_Kansas,0.064
20161,Riley_Kansas,0.013
20163,Rooks_Kansas,0.007
20165,Rush_Kansas,0.034
20167,Russell_Kansas,0.002
20169,Saline_Kansas,0.025
20171,Scott_Kansas,0.133
20173,Sedgwick_Kansas,0.128
20175,Seward_Kansas,0.648
20177,Shawnee_Kansas,0.059
20179,Sheridan_Kansas,0.232
20181,Sherman_Kansas,0.404
20183,Smith_Kansas,0.007
20185,Stafford_Kansas,0.231
20187,Stanton_Kansas,0.446
20189,Stevens_Kansas,0.822
20191,Sumner_Kansas,0.011
20193,Thomas_Kansas,0.259
20195,Trego_Kansas,0.015
20197,Wabaunsee_Kansas,0.006
20199,Wallace_Kansas,0.147
20201,Washington_Kansas,0.013
20203,Wichita_Kansas,0.149
20205,Wilson_Kansas,0.004
20207,Woodson_Kansas,0.003
20209,Wyandotte_Kansas,1.453
21001,Adair_Kentucky,0.002
21003,Allen_Kentucky,0.004
21005,Anderson_Kentucky,0.009
21007,Ballard_Kentucky,0.058
21009,Barren_Kentucky,0.014
21011,Bath_Kentucky,0.017
21013,Bell_Kentucky,0.009
21015,Boone_Kentucky,0.056
21017,Bourbon_Kentucky,0.009
21019,Boyd_Kentucky,0.205
21021,Boyle_Kentucky,0.024
21023,Bracken_Kentucky,0.005
21025,Breathitt_Kentucky,0.019
21027,Breckinridge_Kentucky,0.004
21029,Bullitt_Kentucky,0.012
21031,Butler_Kentucky,0.003
21033,Caldwell_Kentucky,0.005
21035,Calloway_Kentucky,0.012
21037,Campbell_Kentucky,0.135
21039,Carlisle_Kentucky,0.003
21041,Carroll_Kentucky,0.223
21043,Carter_Kentucky,0.009
21045,Casey_Kentucky,0.003
21047,Christian_Kentucky,0.016
21049,Clark_Kentucky,0.038
21051,Clay_Kentucky,0.009
21053,Clinton_Kentucky,0.015
21055,Crittenden_Kentucky,0.002
21057,Cumberland_Kentucky,0.002
21059,Daviess_Kentucky,0.285
21061,Edmonson_Kentucky,0.004
21063,Elliott_Kentucky,0.002
21065,Estill_Kentucky,0.005
21067,Fayette_Kentucky,0.092
21069,Fleming_Kentucky,0.003
21071,Floyd_Kentucky,0.011
21073,Franklin_Kentucky,0.059
21075,Fulton_Kentucky,0.007
21077,Gallatin_Kentucky,0.014
21079,Garrard_Kentucky,0.007
21081,Grant_Kentucky,0.006
21083,Graves_Kentucky,0.013
21085,Grayson_Kentucky,0.005
21087,Green_Kentucky,0.008
21089,Greenup_Kentucky,0.051
21091,Hancock_Kentucky,0.102
21093,Hardin_Kentucky,0.018
21095,Harlan_Kentucky,0.005
21097,Harrison_Kentucky,0.01
21099,Hart_Kentucky,0.008
21101,Henderson_Kentucky,0.026
21103,Henry_Kentucky,0.002
21105,Hickman_Kentucky,0.01
21107,Hopkins_Kentucky,0.036
21109,Jackson_Kentucky,0.004
21111,Jefferson_Kentucky,0.768
21113,Jessamine_Kentucky,0.024
21115,Johnson_Kentucky,0.009
21117,Kenton_Kentucky,0.003
21119,Knott_Kentucky,0.006
21121,Knox_Kentucky,0.001
21123,Larue_Kentucky,0.003
21125,Laurel_Kentucky,0.015
21127,Lawrence_Kentucky,0.026
21129,Lee_Kentucky,0.004
21131,Leslie_Kentucky,0.003
21133,Letcher_Kentucky,0.006
21135,Lewis_Kentucky,0.005
21137,Lincoln_Kentucky,0.007
21139,Livingston_Kentucky,0.029
21141,Logan_Kentucky,0.004
21143,Lyon_Kentucky,0.009
21145,McCracken_Kentucky,2.206
21147,McCreary_Kentucky,0.003
21149,McLean_Kentucky,0.005
21151,Madison_Kentucky,0.022
21153,Magoffin_Kentucky,0.003
21155,Marion_Kentucky,0.01
21157,Marshall_Kentucky,0.041
21159,Martin_Kentucky,0.019
21161,Mason_Kentucky,0.037
21163,Meade_Kentucky,0.025
21165,Menifee_Kentucky,0.005
21167,Mercer_Kentucky,0.023
21169,Metcalfe_Kentucky,0.002
21171,Monroe_Kentucky,0.005
21173,Montgomery_Kentucky,0.014
21175,Morgan_Kentucky,0.003
21177,Muhlenberg_Kentucky,0.638
21179,Nelson_Kentucky,0.014
21181,Nicholas_Kentucky,0.008
21183,Ohio_Kentucky,0.012
21185,Oldham_Kentucky,0.034
21187,Owen_Kentucky,0.001
21189,Owsley_Kentucky,0.002
21191,Pendleton_Kentucky,0.007
21193,Perry_Kentucky,0.016
21195,Pike_Kentucky,0.01
21197,Powell_Kentucky,0.007
21199,Pulaski_Kentucky,0.103
21201,Robertson_Kentucky,0.001
21203,Rockcastle_Kentucky,0.005
21205,Rowan_Kentucky,0.018
21207,Russell_Kentucky,0.05
21209,Scott_Kentucky,0.011
21211,Shelby_Kentucky,0.008
21213,Simpson_Kentucky,0.006
21215,Spencer_Kentucky,0.002
21217,Taylor_Kentucky,0.014
21219,Todd_Kentucky,0.003
21221,Trigg_Kentucky,0.004
21223,Trimble_Kentucky,0.063
21225,Union_Kentucky,0.016
21227,Warren_Kentucky,0.027
21229,Washington_Kentucky,0.005
21231,Wayne_Kentucky,0.005
21233,Webster_Kentucky,0.018
21235,Whitley_Kentucky,0.01
21237,Wolfe_Kentucky,0.003
21239,Woodford_Kentucky,0.013
22001,Acadia_Louisiana,0.322
22003,Allen_Louisiana,0.041
22005,Ascension_Louisiana,0.426
22007,Assumption_Louisiana,0.04
22009,Avoyelles_Louisiana,0.053
22011,Beauregard_Louisiana,0.024
22013,Bienville_Louisiana,0.007
22015,Bossier_Louisiana,0.01
22017,Caddo_Louisiana,0.054
22019,Calcasieu_Louisiana,0.142
22021,Caldwell_Louisiana,0.005
22023,Cameron_Louisiana,0.013
22025,Catahoula_Louisiana,0.018
22027,Claiborne_Louisiana,0.003
22029,Concordia_Louisiana,0.032
22031,De Soto_Louisiana,0.019
22033,East Baton Rouge_Louisiana,0.287
22035,East Carroll_Louisiana,0.036
22037,East Feliciana_Louisiana,0.005
22039,Evangeline_Louisiana,0.33
22041,Franklin_Louisiana,0.033
22043,Grant_Louisiana,0.007
22045,Iberia_Louisiana,0.037
22047,Iberville_Louisiana,0.587
22049,Jackson_Louisiana,0.004
22051,Jefferson_Louisiana,0.935
22053,Jefferson Davis_Louisiana,0.311
22055,Lafayette_Louisiana,0.11
22057,Lafourche_Louisiana,0.025
22059,La Salle_Louisiana,0.002
22061,Lincoln_Louisiana,0.012
22063,Livingston_Louisiana,0.014
22065,Madison_Louisiana,0.036
22067,Morehouse_Louisiana,0.069
22069,Natchitoches_Louisiana,0.02
22071,Orleans_Louisiana,0.276
22073,Ouachita_Louisiana,0.072
22075,Plaquemines_Louisiana,0.038
22077,Pointe Coupee_Louisiana,0.41
22079,Rapides_Louisiana,0.382
22081,Red River_Louisiana,0.008
22083,Richland_Louisiana,0.034
22085,Sabine_Louisiana,0.002
22087,St. Bernard_Louisiana,0.213
22089,St. Charles_Louisiana,3.278
22091,St. Helena_Louisiana,0.003
22093,St. James_Louisiana,0.464
22095,St. John the Baptist_Louisiana,0.141
22097,St. Landry_Louisiana,0.08
22099,St. Martin_Louisiana,0.041
22101,St. Mary_Louisiana,0.045
22103,St. Tammany_Louisiana,0.023
22105,Tangipahoa_Louisiana,0.018
22107,Tensas_Louisiana,0.031
22109,Terrebonne_Louisiana,0.002
22111,Union_Louisiana,0.004
22113,Vermilion_Louisiana,0.081
22115,Vernon_Louisiana,0.003
22117,Washington_Louisiana,0.035
22119,Webster_Louisiana,0.006
22121,West Baton Rouge_Louisiana,0.047
22123,West Carroll_Louisiana,0.024
22125,West Feliciana_Louisiana,0.113
22127,Winn_Louisiana,0.002
23001,Androscoggin_Maine,0.033
23003,Aroostook_Maine,0.003
23005,Cumberland_Maine,0.057
23007,Franklin_Maine,0.021
23009,Hancock_Maine,0.011
23011,Kennebec_Maine,0.013
23013,Knox_Maine,0.01
23015,Lincoln_Maine,0.004
23017,Oxford_Maine,0.018
23019,Penobscot_Maine,0.007
23021,Piscataquis_Maine,0
23023,Sagadahoc_Maine,0.01
23025,Somerset_Maine,0.012
23027,Waldo_Maine,0.006
23029,Washington_Maine,0.013
23031,York_Maine,0.025
24001,Allegany_Maryland,0.084
24003,Anne Arundel_Maryland,0.135
24005,Baltimore County_Maryland,0.447
24009,Calvert_Maryland,0.036
24011,Caroline_Maryland,0.048
24013,Carroll_Maryland,0.046
24015,Cecil_Maryland,0.03
24017,Charles_Maryland,0.034
24019,Dorchester_Maryland,0.027
24021,Frederick_Maryland,0.068
24023,Garrett_Maryland,0.008
24025,Harford_Maryland,0.039
24027,Howard_Maryland,0.031
24029,Kent_Maryland,0.02
24031,Montgomery_Maryland,1.365
24033,Prince George's_Maryland,0.196
24035,Queen Anne's_Maryland,0.031
24037,St. Mary's_Maryland,0.023
24039,Somerset_Maryland,0.01
24041,Talbot_Maryland,0.019
24043,Washington_Maryland,0.074
24045,Wicomico_Maryland,0.04
24047,Worcester_Maryland,0.031
24510,Baltimore City_Maryland,0.552
25001,Barnstable_Massachusetts,0.092
25003,Berkshire_Massachusetts,0.029
25005,Bristol_Massachusetts,0.076
25007,Dukes_Massachusetts,0.04
25009,Essex_Massachusetts,0.281
25011,Franklin_Massachusetts,0.015
25013,Hampden_Massachusetts,0.076
25015,Hampshire_Massachusetts,0.043
25017,Middlesex_Massachusetts,0.129
25021,Norfolk_Massachusetts,0.111
25023,Plymouth_Massachusetts,0.237
25025,Suffolk_Massachusetts,0.014
25027,Worcester_Massachusetts,0.194
26001,Alcona_Michigan,0.013
26003,Alger_Michigan,0.005
26005,Allegan_Michigan,0.042
26007,Alpena_Michigan,0.243
26009,Antrim_Michigan,0.067
26011,Arenac_Michigan,0.194
26013,Baraga_Michigan,0.021
26015,Barry_Michigan,0.023
26017,Bay_Michigan,2.075
26019,Benzie_Michigan,0.006
26021,Berrien_Michigan,3.954
26023,Branch_Michigan,0.056
26025,Calhoun_Michigan,0.049
26027,Cass_Michigan,0.078
26029,Charlevoix_Michigan,0.033
26031,Cheboygan_Michigan,0.005
26033,Chippewa_Michigan,0.01
26035,Clare_Michigan,0.011
26037,Clinton_Michigan,0.035
26039,Crawford_Michigan,0.005
26041,Delta_Michigan,0.047
26043,Dickinson_Michigan,0.048
26045,Eaton_Michigan,0.023
26047,Emmet_Michigan,0.01
26049,Genesee_Michigan,0.043
26051,Gladwin_Michigan,0.007
26053,Gogebic_Michigan,0.008
26055,Grand Traverse_Michigan,0.033
26057,Gratiot_Michigan,0.039
26059,Hillsdale_Michigan,0.022
26061,Houghton_Michigan,0.005
26063,Huron_Michigan,0.012
26065,Ingham_Michigan,0.312
26067,Ionia_Michigan,0.033
26069,Iosco_Michigan,0.007
26071,Iron_Michigan,0.002
26073,Isabella_Michigan,0.044
26075,Jackson_Michigan,0.047
26077,Kalamazoo_Michigan,0.134
26079,Kalkaska_Michigan,0.013
26081,Kent_Michigan,0.045
26083,Keweenaw_Michigan,0
26085,Lake_Michigan,0.003
26087,Lapeer_Michigan,0.02
26089,Leelanau_Michigan,No Data
26091,Lenawee_Michigan,0.023
26093,Livingston_Michigan,0.065
26095,Luce_Michigan,0.003
26097,Mackinac_Michigan,0.014
26099,Macomb_Michigan,0.031
26101,Manistee_Michigan,0.061
26103,Marquette_Michigan,0.178
26105,Mason_Michigan,0.076
26107,Mecosta_Michigan,0.039
26109,Menominee_Michigan,0.005
26111,Midland_Michigan,0.025
26113,Missaukee_Michigan,0.016
26115,Monroe_Michigan,4.755
26117,Montcalm_Michigan,0.125
26119,Montmorency_Michigan,0.003
26121,Muskegon_Michigan,0.599
26123,Newaygo_Michigan,0.016
26125,Oakland_Michigan,0.092
26127,Oceana_Michigan,0.019
26129,Ogemaw_Michigan,0.006
26131,Ontonagon_Michigan,0
26133,Osceola_Michigan,0.009
26135,Oscoda_Michigan,0.002
26137,Otsego_Michigan,0.01
26139,Ottawa_Michigan,1.624
26141,Presque Isle_Michigan,0.045
26143,Roscommon_Michigan,0.007
26145,Saginaw_Michigan,0.009
26147,St. Clair_Michigan,2.987
26149,St. Joseph_Michigan,0.116
26151,Sanilac_Michigan,0.01
26153,Schoolcraft_Michigan,0.004
26155,Shiawassee_Michigan,0.024
26157,Tuscola_Michigan,0.018
26159,Van Buren_Michigan,0.265
26161,Washtenaw_Michigan,0.065
26163,Wayne_Michigan,3.492
26165,Wexford_Michigan,0.045
27001,Aitkin_Minnesota,0.004
27003,Anoka_Minnesota,0.462
27005,Becker_Minnesota,0.017
27007,Beltrami_Minnesota,0.004
27009,Benton_Minnesota,0.056
27011,Big Stone_Minnesota,0.01
27013,Blue Earth_Minnesota,0.072
27015,Brown_Minnesota,0.013
27017,Carlton_Minnesota,0.018
27019,Carver_Minnesota,0.046
27021,Cass_Minnesota,0.005
27023,Chippewa_Minnesota,0.011
27025,Chisago_Minnesota,0.018
27027,Clay_Minnesota,0.021
27029,Clearwater_Minnesota,0.017
27031,Cook_Minnesota,0.127
27033,Cottonwood_Minnesota,0.012
27035,Crow Wing_Minnesota,0.013
27037,Dakota_Minnesota,0.497
27039,Dodge_Minnesota,0.007
27041,Douglas_Minnesota,0.021
27043,Faribault_Minnesota,0.005
27045,Fillmore_Minnesota,0.019
27047,Freeborn_Minnesota,0.01
27049,Goodhue_Minnesota,0.841
27051,Grant_Minnesota,0.009
27053,Hennepin_Minnesota,0.506
27055,Houston_Minnesota,0.005
27057,Hubbard_Minnesota,0.031
27059,Isanti_Minnesota,0.015
27061,Itasca_Minnesota,0.073
27063,Jackson_Minnesota,0.005
27065,Kanabec_Minnesota,0.004
27067,Kandiyohi_Minnesota,0.033
27069,Kittson_Minnesota,0.004
27071,Koochiching_Minnesota,0.02
27073,Lac qui Parle_Minnesota,0.012
27075,Lake_Minnesota,0.078
27077,Lake of the Woods_Minnesota,0.001
27079,Le Sueur_Minnesota,0.016
27081,Lincoln_Minnesota,0.006
27083,Lyon_Minnesota,0.018
27085,McLeod_Minnesota,0.02
27087,Mahnomen_Minnesota,0.003
27089,Marshall_Minnesota,0.001
27091,Martin_Minnesota,0.018
27093,Meeker_Minnesota,0.017
27095,Mille Lacs_Minnesota,0.005
27097,Morrison_Minnesota,0.029
27099,Mower_Minnesota,0.015
27101,Murray_Minnesota,0.005
27103,Nicollet_Minnesota,0.022
27105,Nobles_Minnesota,0.011
27107,Norman_Minnesota,0.003
27109,Olmsted_Minnesota,0.032
27111,Otter Tail_Minnesota,0.079
27113,Pennington_Minnesota,0.008
27115,Pine_Minnesota,0.003
27117,Pipestone_Minnesota,0.015
27119,Polk_Minnesota,0.02
27121,Pope_Minnesota,0.069
27123,Ramsey_Minnesota,1.863
27125,Red Lake_Minnesota,0.012
27127,Redwood_Minnesota,0.005
27129,Renville_Minnesota,0.006
27131,Rice_Minnesota,0.022
27133,Rock_Minnesota,0.013
27135,Roseau_Minnesota,0.002
27137,St. Louis_Minnesota,0.02
27139,Scott_Minnesota,0.052
27141,Sherburne_Minnesota,0.36
27143,Sibley_Minnesota,0.009
27145,Stearns_Minnesota,0.061
27147,Steele_Minnesota,0.016
27149,Stevens_Minnesota,0.035
27151,Swift_Minnesota,0.053
27153,Todd_Minnesota,0.024
27155,Traverse_Minnesota,0.002
27157,Wabasha_Minnesota,0.01
27159,Wadena_Minnesota,0.064
27161,Waseca_Minnesota,0.012
27163,Washington_Minnesota,1.267
27165,Watonwan_Minnesota,0.016
27167,Wilkin_Minnesota,0.003
27169,Winona_Minnesota,0.02
27171,Wright_Minnesota,0.887
27173,Yellow Medicine_Minnesota,0.009
28001,Adams_Mississippi,0.012
28003,Alcorn_Mississippi,0.01
28005,Amite_Mississippi,0.003
28007,Attala_Mississippi,0.006
28009,Benton_Mississippi,0.009
28011,Bolivar_Mississippi,0.267
28013,Calhoun_Mississippi,0.005
28015,Carroll_Mississippi,0.015
28017,Chickasaw_Mississippi,0.009
28019,Choctaw_Mississippi,0.015
28021,Claiborne_Mississippi,0.044
28023,Clarke_Mississippi,0.004
28025,Clay_Mississippi,0.009
28027,Coahoma_Mississippi,0.16
28029,Copiah_Mississippi,0.008
28031,Covington_Mississippi,0.012
28033,DeSoto_Mississippi,0.054
28035,Forrest_Mississippi,0.033
28037,Franklin_Mississippi,0.002
28039,George_Mississippi,0.006
28041,Greene_Mississippi,0.004
28043,Grenada_Mississippi,0.016
28045,Hancock_Mississippi,0.016
28047,Harrison_Mississippi,0.049
28049,Hinds_Mississippi,0.055
28051,Holmes_Mississippi,0.044
28053,Humphreys_Mississippi,0.18
28055,Issaquena_Mississippi,0.057
28057,Itawamba_Mississippi,0.014
28059,Jackson_Mississippi,0.053
28061,Jasper_Mississippi,0.011
28063,Jefferson_Mississippi,0.002
28065,Jefferson Davis_Mississippi,0.005
28067,Jones_Mississippi,0.026
28069,Kemper_Mississippi,0.014
28071,Lafayette_Mississippi,0.007
28073,Lamar_Mississippi,0.016
28075,Lauderdale_Mississippi,0.018
28077,Lawrence_Mississippi,0.078
28079,Leake_Mississippi,0.009
28081,Lee_Mississippi,0.009
28083,Leflore_Mississippi,0.237
28085,Lincoln_Mississippi,0.01
28087,Lowndes_Mississippi,0.063
28089,Madison_Mississippi,0.019
28091,Marion_Mississippi,0.008
28093,Marshall_Mississippi,0.009
28095,Monroe_Mississippi,0.018
28097,Montgomery_Mississippi,0.004
28099,Neshoba_Mississippi,0.01
28101,Newton_Mississippi,0.007
28103,Noxubee_Mississippi,0.045
28105,Oktibbeha_Mississippi,0.016
28107,Panola_Mississippi,0.022
28109,Pearl River_Mississippi,0.01
28111,Perry_Mississippi,0.04
28113,Pike_Mississippi,0.017
28115,Pontotoc_Mississippi,0.008
28117,Prentiss_Mississippi,0.005
28119,Quitman_Mississippi,0.135
28121,Rankin_Mississippi,0.024
28123,Scott_Mississippi,0.016
28125,Sharkey_Mississippi,0.123
28127,Simpson_Mississippi,0.009
28129,Smith_Mississippi,0.004
28131,Stone_Mississippi,0.008
28133,Sunflower_Mississippi,0.279
28135,Tallahatchie_Mississippi,0.101
28137,Tate_Mississippi,0.016
28139,Tippah_Mississippi,0.006
28141,Tishomingo_Mississippi,0.005
28143,Tunica_Mississippi,0.168
28145,Union_Mississippi,0.006
28147,Walthall_Mississippi,0.006
28149,Warren_Mississippi,0.049
28151,Washington_Mississippi,0.287
28153,Wayne_Mississippi,0.005
28155,Webster_Mississippi,0.004
28157,Wilkinson_Mississippi,0.002
28159,Winston_Mississippi,0.004
28161,Yalobusha_Mississippi,0.009
28163,Yazoo_Mississippi,0.046
29001,Adair_Missouri,0.005
29003,Andrew_Missouri,0.05
29005,Atchison_Missouri,0.034
29007,Audrain_Missouri,0.022
29009,Barry_Missouri,0.015
29011,Barton_Missouri,0.024
29013,Bates_Missouri,0.006
29015,Benton_Missouri,0.003
29017,Bollinger_Missouri,0.01
29019,Boone_Missouri,0.025
29021,Buchanan_Missouri,0.102
29023,Butler_Missouri,0.146
29025,Caldwell_Missouri,0.002
29027,Callaway_Missouri,0.031
29029,Camden_Missouri,0.013
29031,Cape Girardeau_Missouri,0.048
29033,Carroll_Missouri,0.008
29035,Carter_Missouri,0.001
29037,Cass_Missouri,0.01
29039,Cedar_Missouri,0.004
29041,Chariton_Missouri,0.006
29043,Christian_Missouri,0.012
29045,Clark_Missouri,0.008
29047,Clay_Missouri,0.318
29049,Clinton_Missouri,0.002
29051,Cole_Missouri,0.018
29053,Cooper_Missouri,0.004
29055,Crawford_Missouri,0.003
29057,Dade_Missouri,0.014
29059,Dallas_Missouri,0.003
29061,Daviess_Missouri,0.003
29063,DeKalb_Missouri,0.001
29065,Dent_Missouri,0.028
29067,Douglas_Missouri,0.041
29069,Dunklin_Missouri,0.248
29071,Franklin_Missouri,0.915
29073,Gasconade_Missouri,0.003
29075,Gentry_Missouri,0.004
29077,Greene_Missouri,0.103
29079,Grundy_Missouri,0.005
29081,Harrison_Missouri,0.002
29083,Henry_Missouri,0.445
29085,Hickory_Missouri,0.003
29087,Holt_Missouri,0.059
29089,Howard_Missouri,0.008
29091,Howell_Missouri,0.004
29093,Iron_Missouri,0.003
29095,Jackson_Missouri,0.987
29097,Jasper_Missouri,0.033
29099,Jefferson_Missouri,1.017
29101,Johnson_Missouri,0.013
29103,Knox_Missouri,0.003
29105,Laclede_Missouri,0.015
29107,Lafayette_Missouri,0.011
29109,Lawrence_Missouri,0.012
29111,Lewis_Missouri,0.006
29113,Lincoln_Missouri,0.007
29115,Linn_Missouri,0.007
29117,Livingston_Missouri,0.005
29119,McDonald_Missouri,0.009
29121,Macon_Missouri,0.004
29123,Madison_Missouri,0.002
29125,Maries_Missouri,0.002
29127,Marion_Missouri,0.018
29129,Mercer_Missouri,0.004
29131,Miller_Missouri,0.005
29133,Mississippi_Missouri,0.153
29135,Moniteau_Missouri,0.006
29137,Monroe_Missouri,0.008
29139,Montgomery_Missouri,0.007
29141,Morgan_Missouri,0.013
29143,New Madrid_Missouri,0.941
29145,Newton_Missouri,0.011
29147,Nodaway_Missouri,0.004
29149,Oregon_Missouri,0.002
29151,Osage_Missouri,0.005
29153,Ozark_Missouri,0.012
29155,Pemiscot_Missouri,0.212
29157,Perry_Missouri,0.005
29159,Pettis_Missouri,0.01
29161,Phelps_Missouri,0.009
29163,Pike_Missouri,0.008
29165,Platte_Missouri,0.681
29167,Polk_Missouri,0.006
29169,Pulaski_Missouri,0.008
29171,Putnam_Missouri,0.003
29173,Ralls_Missouri,0.004
29175,Randolph_Missouri,1.182
29177,Ray_Missouri,0.02
29179,Reynolds_Missouri,0.004
29181,Ripley_Missouri,0.017
29183,St. Charles_Missouri,0.786
29185,St. Clair_Missouri,0.003
29186,Ste. Genevieve_Missouri,0.012
29187,St. Francois_Missouri,0.011
29189,St. Louis County_Missouri,0.743
29195,Saline_Missouri,0.009
29197,Schuyler_Missouri,0.001
29199,Scotland_Missouri,0.002
29201,Scott_Missouri,0.145
29203,Shannon_Missouri,0.001
29205,Shelby_Missouri,0.004
29207,Stoddard_Missouri,0.216
29209,Stone_Missouri,0.007
29211,Sullivan_Missouri,0.005
29213,Taney_Missouri,0.026
29215,Texas_Missouri,0.002
29217,Vernon_Missouri,0.012
29219,Warren_Missouri,0.007
29221,Washington_Missouri,0.004
29223,Wayne_Missouri,0.002
29225,Webster_Missouri,0.005
29227,Worth_Missouri,0.001
29229,Wright_Missouri,0.003
29510,St. Louis City_Missouri,0.988
30001,Beaverhead_Montana,0.351
30003,Big Horn_Montana,0.363
30005,Blaine_Montana,0.491
30007,Broadwater_Montana,0.58
30009,Carbon_Montana,0.561
30011,Carter_Montana,0.077
30013,Cascade_Montana,0.304
30015,Chouteau_Montana,0.145
30017,Custer_Montana,0.509
30019,Daniels_Montana,0.027
30021,Dawson_Montana,0.366
30023,Deer Lodge_Montana,0.179
30025,Fallon_Montana,0.012
30027,Fergus_Montana,0.124
30029,Flathead_Montana,0.021
30031,Gallatin_Montana,0.448
30033,Garfield_Montana,0.018
30035,Glacier_Montana,0.058
30037,Golden Valley_Montana,0.103
30039,Granite_Montana,0.148
30041,Hill_Montana,0.138
30043,Jefferson_Montana,0.146
30045,Judith Basin_Montana,0.183
30047,Lake_Montana,0.223
30049,Lewis and Clark_Montana,0.124
30051,Liberty_Montana,0.181
30053,Lincoln_Montana,0.005
30055,McCone_Montana,0.107
30057,Madison_Montana,0.539
30059,Meagher_Montana,0.228
30061,Mineral_Montana,0.002
30063,Missoula_Montana,0.104
30065,Musselshell_Montana,0.231
30067,Park_Montana,0.178
30069,Petroleum_Montana,0.199
30071,Phillips_Montana,0.423
30073,Pondera_Montana,0.327
30075,Powder River_Montana,0.203
30077,Powell_Montana,0.148
30079,Prairie_Montana,0.488
30081,Ravalli_Montana,0.228
30083,Richland_Montana,1.598
30085,Roosevelt_Montana,0.357
30087,Rosebud_Montana,0.386
30089,Sanders_Montana,0.027
30091,Sheridan_Montana,0.057
30093,Silver Bow_Montana,0.088
30095,Stillwater_Montana,0.202
30097,Sweet Grass_Montana,0.297
30099,Teton_Montana,0.583
30101,Toole_Montana,0.075
30103,Treasure_Montana,1.091
30105,Valley_Montana,0.353
30107,Wheatland_Montana,0.378
30109,Wibaux_Montana,0.022
30111,Yellowstone_Montana,1.239
31001,Adams_Nebraska,0.616
31003,Antelope_Nebraska,0.299
31005,Arthur_Nebraska,0.049
