'state_id','county_id','value','start_date','end_date','source','dataset'),
(5,59,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,61,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,63,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,65,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,67,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,69,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,71,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,73,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,75,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,77,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,79,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,81,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,83,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,85,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,87,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,89,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,91,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,93,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,95,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,97,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,99,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,101,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,103,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,105,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,107,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,109,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,111,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,113,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,115,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,117,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,119,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,121,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,123,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,125,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,127,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,129,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,131,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,133,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,135,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,137,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,139,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,141,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,143,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,145,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,147,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(5,149,3980.3376365441904,'2018-01-01','2018-12-31',14,85),
(4,1,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,3,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,5,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,7,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,9,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,11,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,12,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,13,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,15,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,17,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,19,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,21,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,23,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,25,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(4,27,3224.602303894679,'2018-01-01','2018-12-31',14,85),
(6,1,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,3,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,5,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,7,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,9,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,11,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,13,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,15,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,17,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,19,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,21,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
