'state_id','county_id','value','start_date','end_date','source','dataset'),
(8,43,162.0,'2016-01-01','2016-12-31',13,73),
(8,45,67.0,'2016-01-01','2016-12-31',13,73),
(8,55,10.0,'2016-01-01','2016-12-31',13,73),
(8,59,1205.0,'2016-01-01','2016-12-31',13,73),
(8,63,10.0,'2016-01-01','2016-12-31',13,73),
(8,67,90.0,'2016-01-01','2016-12-31',13,73),
(8,69,597.0,'2016-01-01','2016-12-31',13,73),
(8,71,43.0,'2016-01-01','2016-12-31',13,73),
(8,75,64.0,'2016-01-01','2016-12-31',13,73),
(8,77,473.0,'2016-01-01','2016-12-31',13,73),
(8,83,73.0,'2016-01-01','2016-12-31',13,73),
(8,85,125.0,'2016-01-01','2016-12-31',13,73),
(8,87,61.0,'2016-01-01','2016-12-31',13,73),
(8,89,53.0,'2016-01-01','2016-12-31',13,73),
(8,99,28.0,'2016-01-01','2016-12-31',13,73),
(8,101,395.0,'2016-01-01','2016-12-31',13,73),
(8,105,29.0,'2016-01-01','2016-12-31',13,73),
(8,107,12.0,'2016-01-01','2016-12-31',13,73),
(8,119,11.0,'2016-01-01','2016-12-31',13,73),
(8,121,12.0,'2016-01-01','2016-12-31',13,73),
(8,123,448.0,'2016-01-01','2016-12-31',13,73),
(8,125,11.0,'2016-01-01','2016-12-31',13,73),
(9,1,2104.0,'2016-01-01','2016-12-31',13,73),
(9,3,2304.0,'2016-01-01','2016-12-31',13,73),
(9,5,548.0,'2016-01-01','2016-12-31',13,73),
(9,7,439.0,'2016-01-01','2016-12-31',13,73),
(9,9,2224.0,'2016-01-01','2016-12-31',13,73),
(9,11,679.0,'2016-01-01','2016-12-31',13,73),
(9,13,306.0,'2016-01-01','2016-12-31',13,73),
(9,15,301.0,'2016-01-01','2016-12-31',13,73),
(10,1,502.0,'2016-01-01','2016-12-31',13,73),
(10,3,1352.0,'2016-01-01','2016-12-31',13,73),
(10,5,770.0,'2016-01-01','2016-12-31',13,73),
(11,1,1739.0,'2016-01-01','2016-12-31',13,73),
(12,1,486.0,'2016-01-01','2016-12-31',13,73),
(12,3,33.0,'2016-01-01','2016-12-31',13,73),
(12,5,554.0,'2016-01-01','2016-12-31',13,73),
(12,7,82.0,'2016-01-01','2016-12-31',13,73),
(12,9,2265.0,'2016-01-01','2016-12-31',13,73),
(12,11,5604.0,'2016-01-01','2016-12-31',13,73),
(12,13,37.0,'2016-01-01','2016-12-31',13,73),
(12,15,775.0,'2016-01-01','2016-12-31',13,73),
(12,17,937.0,'2016-01-01','2016-12-31',13,73),
(12,19,461.0,'2016-01-01','2016-12-31',13,73),
(12,21,1090.0,'2016-01-01','2016-12-31',13,73),
(12,23,220.0,'2016-01-01','2016-12-31',13,73),
(12,27,69.0,'2016-01-01','2016-12-31',13,73),
(12,29,54.0,'2016-01-01','2016-12-31',13,73),
(12,31,2187.0,'2016-01-01','2016-12-31',13,73),
(12,33,891.0,'2016-01-01','2016-12-31',13,73),
(12,35,424.0,'2016-01-01','2016-12-31',13,73),
(12,37,12.0,'2016-01-01','2016-12-31',13,73),
(12,39,111.0,'2016-01-01','2016-12-31',13,73),
(12,41,37.0,'2016-01-01','2016-12-31',13,73),
(12,43,16.0,'2016-01-01','2016-12-31',13,73),
(12,45,39.0,'2016-01-01','2016-12-31',13,73),
(12,47,25.0,'2016-01-01','2016-12-31',13,73),
(12,49,64.0,'2016-01-01','2016-12-31',13,73),
(12,51,97.0,'2016-01-01','2016-12-31',13,73),
(12,53,778.0,'2016-01-01','2016-12-31',13,73),
(12,55,538.0,'2016-01-01','2016-12-31',13,73),
(12,57,3116.0,'2016-01-01','2016-12-31',13,73),
(12,59,88.0,'2016-01-01','2016-12-31',13,73),
(12,61,660.0,'2016-01-01','2016-12-31',13,73),
(12,63,159.0,'2016-01-01','2016-12-31',13,73),
(12,65,47.0,'2016-01-01','2016-12-31',13,73),
(12,69,1267.0,'2016-01-01','2016-12-31',13,73),
(12,71,2131.0,'2016-01-01','2016-12-31',13,73),
(12,73,484.0,'2016-01-01','2016-12-31',13,73),
(12,75,162.0,'2016-01-01','2016-12-31',13,73),
(12,77,10.0,'2016-01-01','2016-12-31',13,73),
(12,79,62.0,'2016-01-01','2016-12-31',13,73),
(12,81,1248.0,'2016-01-01','2016-12-31',13,73),
(12,83,1683.0,'2016-01-01','2016-12-31',13,73),
(12,85,630.0,'2016-01-01','2016-12-31',13,73),
(12,86,7233.0,'2016-01-01','2016-12-31',13,73),
(12,87,221.0,'2016-01-01','2016-12-31',13,73),
(12,89,231.0,'2016-01-01','2016-12-31',13,73),
(12,91,456.0,'2016-01-01','2016-12-31',13,73),
(12,93,166.0,'2016-01-01','2016-12-31',13,73),
(12,95,2462.0,'2016-01-01','2016-12-31',13,73),
(12,97,691.0,'2016-01-01','2016-12-31',13,73),
(12,99,5035.0,'2016-01-01','2016-12-31',13,73),
(12,101,1753.0,'2016-01-01','2016-12-31',13,73),
(12,103,3285.0,'2016-01-01','2016-12-31',13,73),
(12,105,2090.0,'2016-01-01','2016-12-31',13,73),
(12,107,233.0,'2016-01-01','2016-12-31',13,73),
(12,109,532.0,'2016-01-01','2016-12-31',13,73),
(12,111,980.0,'2016-01-01','2016-12-31',13,73),
(12,113,388.0,'2016-01-01','2016-12-31',13,73),
(12,115,1619.0,'2016-01-01','2016-12-31',13,73),
(12,117,1118.0,'2016-01-01','2016-12-31',13,73),
(12,119,568.0,'2016-01-01','2016-12-31',13,73),
(12,121,160.0,'2016-01-01','2016-12-31',13,73),
(12,123,49.0,'2016-01-01','2016-12-31',13,73),
(12,125,49.0,'2016-01-01','2016-12-31',13,73),
(12,127,2279.0,'2016-01-01','2016-12-31',13,73),
(12,129,79.0,'2016-01-01','2016-12-31',13,73),
(12,131,179.0,'2016-01-01','2016-12-31',13,73),
(12,133,91.0,'2016-01-01','2016-12-31',13,73),
(13,1,62.0,'2016-01-01','2016-12-31',13,73),
(13,5,29.0,'2016-01-01','2016-12-31',13,73),
(13,9,144.0,'2016-01-01','2016-12-31',13,73),
(13,11,34.0,'2016-01-01','2016-12-31',13,73),
(13,13,144.0,'2016-01-01','2016-12-31',13,73),
(13,15,276.0,'2016-01-01','2016-12-31',13,73),
(13,17,37.0,'2016-01-01','2016-12-31',13,73),
(13,19,68.0,'2016-01-01','2016-12-31',13,73),
(13,21,625.0,'2016-01-01','2016-12-31',13,73),
(13,23,26.0,'2016-01-01','2016-12-31',13,73),
(13,25,39.0,'2016-01-01','2016-12-31',13,73),
(13,27,57.0,'2016-01-01','2016-12-31',13,73),
(13,29,46.0,'2016-01-01','2016-12-31',13,73),
(13,31,144.0,'2016-01-01','2016-12-31',13,73),
(13,33,68.0,'2016-01-01','2016-12-31',13,73),
(13,35,65.0,'2016-01-01','2016-12-31',13,73),
(13,39,113.0,'2016-01-01','2016-12-31',13,73),
(13,43,46.0,'2016-01-01','2016-12-31',13,73),
(13,45,314.0,'2016-01-01','2016-12-31',13,73),
(13,47,205.0,'2016-01-01','2016-12-31',13,73),
(13,51,783.0,'2016-01-01','2016-12-31',13,73),
(13,55,98.0,'2016-01-01','2016-12-31',13,73),
(13,57,413.0,'2016-01-01','2016-12-31',13,73),
(13,59,225.0,'2016-01-01','2016-12-31',13,73),
(13,63,490.0,'2016-01-01','2016-12-31',13,73),
(13,65,20.0,'2016-01-01','2016-12-31',13,73),
(13,67,1306.0,'2016-01-01','2016-12-31',13,73),
(13,69,127.0,'2016-01-01','2016-12-31',13,73),
(13,71,120.0,'2016-01-01','2016-12-31',13,73),
(13,73,223.0,'2016-01-01','2016-12-31',13,73),
(13,75,33.0,'2016-01-01','2016-12-31',13,73),
(13,77,301.0,'2016-01-01','2016-12-31',13,73),
(13,79,23.0,'2016-01-01','2016-12-31',13,73),
(13,81,41.0,'2016-01-01','2016-12-31',13,73),
(13,83,56.0,'2016-01-01','2016-12-31',13,73),
(13,85,57.0,'2016-01-01','2016-12-31',13,73),
(13,87,70.0,'2016-01-01','2016-12-31',13,73),
(13,89,1241.0,'2016-01-01','2016-12-31',13,73),
(13,91,64.0,'2016-01-01','2016-12-31',13,73),
(13,93,32.0,'2016-01-01','2016-12-31',13,73),
(13,95,244.0,'2016-01-01','2016-12-31',13,73),
(13,97,280.0,'2016-01-01','2016-12-31',13,73),
(13,99,38.0,'2016-01-01','2016-12-31',13,73),
(13,103,120.0,'2016-01-01','2016-12-31',13,73),
(13,105,80.0,'2016-01-01','2016-12-31',13,73),
(13,107,102.0,'2016-01-01','2016-12-31',13,73),
(13,109,10.0,'2016-01-01','2016-12-31',13,73),
(13,111,98.0,'2016-01-01','2016-12-31',13,73),
(13,113,223.0,'2016-01-01','2016-12-31',13,73),
(13,115,349.0,'2016-01-01','2016-12-31',13,73),
(13,117,340.0,'2016-01-01','2016-12-31',13,73),
(13,119,82.0,'2016-01-01','2016-12-31',13,73),
(13,121,1917.0,'2016-01-01','2016-12-31',13,73),
(13,123,96.0,'2016-01-01','2016-12-31',13,73),
(13,127,238.0,'2016-01-01','2016-12-31',13,73),
(13,129,153.0,'2016-01-01','2016-12-31',13,73),
(13,131,72.0,'2016-01-01','2016-12-31',13,73),
(13,133,44.0,'2016-01-01','2016-12-31',13,73),
(13,135,1123.0,'2016-01-01','2016-12-31',13,73),
(13,137,122.0,'2016-01-01','2016-12-31',13,73),
(13,139,378.0,'2016-01-01','2016-12-31',13,73),
(13,141,30.0,'2016-01-01','2016-12-31',13,73),
(13,143,118.0,'2016-01-01','2016-12-31',13,73),
(13,145,92.0,'2016-01-01','2016-12-31',13,73),
(13,147,97.0,'2016-01-01','2016-12-31',13,73),
(13,149,38.0,'2016-01-01','2016-12-31',13,73),
(13,151,386.0,'2016-01-01','2016-12-31',13,73),
(13,153,347.0,'2016-01-01','2016-12-31',13,73),
(13,155,16.0,'2016-01-01','2016-12-31',13,73),
(13,157,188.0,'2016-01-01','2016-12-31',13,73),
(13,159,12.0,'2016-01-01','2016-12-31',13,73),
(13,161,57.0,'2016-01-01','2016-12-31',13,73),
(13,163,53.0,'2016-01-01','2016-12-31',13,73),
(13,165,13.0,'2016-01-01','2016-12-31',13,73),
(13,167,11.0,'2016-01-01','2016-12-31',13,73),
(13,169,65.0,'2016-01-01','2016-12-31',13,73),
(13,171,54.0,'2016-01-01','2016-12-31',13,73),
(13,175,179.0,'2016-01-01','2016-12-31',13,73),
(13,177,30.0,'2016-01-01','2016-12-31',13,73),
(13,179,96.0,'2016-01-01','2016-12-31',13,73),
(13,185,256.0,'2016-01-01','2016-12-31',13,73),
(13,187,88.0,'2016-01-01','2016-12-31',13,73),
(13,189,57.0,'2016-01-01','2016-12-31',13,73),
(13,191,10.0,'2016-01-01','2016-12-31',13,73),
(13,193,46.0,'2016-01-01','2016-12-31',13,73),
(13,195,84.0,'2016-01-01','2016-12-31',13,73),
(13,199,97.0,'2016-01-01','2016-12-31',13,73),
(13,205,70.0,'2016-01-01','2016-12-31',13,73),
(13,207,75.0,'2016-01-01','2016-12-31',13,73),
(13,209,10.0,'2016-01-01','2016-12-31',13,73),
(13,211,57.0,'2016-01-01','2016-12-31',13,73),
(13,213,108.0,'2016-01-01','2016-12-31',13,73),
(13,215,718.0,'2016-01-01','2016-12-31',13,73),
(13,217,214.0,'2016-01-01','2016-12-31',13,73),
(13,219,63.0,'2016-01-01','2016-12-31',13,73),
(13,221,15.0,'2016-01-01','2016-12-31',13,73),
(13,223,256.0,'2016-01-01','2016-12-31',13,73),
(13,225,94.0,'2016-01-01','2016-12-31',13,73),
(13,227,104.0,'2016-01-01','2016-12-31',13,73),
(13,229,61.0,'2016-01-01','2016-12-31',13,73),
(13,231,44.0,'2016-01-01','2016-12-31',13,73),
(13,233,148.0,'2016-01-01','2016-12-31',13,73),
(13,235,24.0,'2016-01-01','2016-12-31',13,73),
(13,237,59.0,'2016-01-01','2016-12-31',13,73),
(13,241,49.0,'2016-01-01','2016-12-31',13,73),
(13,243,16.0,'2016-01-01','2016-12-31',13,73),
(13,245,593.0,'2016-01-01','2016-12-31',13,73),
(13,247,190.0,'2016-01-01','2016-12-31',13,73),
(13,251,24.0,'2016-01-01','2016-12-31',13,73),
(13,253,41.0,'2016-01-01','2016-12-31',13,73),
(13,255,191.0,'2016-01-01','2016-12-31',13,73),
(13,257,80.0,'2016-01-01','2016-12-31',13,73),
(13,261,92.0,'2016-01-01','2016-12-31',13,73),
(13,263,12.0,'2016-01-01','2016-12-31',13,73),
(13,267,73.0,'2016-01-01','2016-12-31',13,73),
(13,271,37.0,'2016-01-01','2016-12-31',13,73),
(13,275,147.0,'2016-01-01','2016-12-31',13,73),
(13,277,129.0,'2016-01-01','2016-12-31',13,73),
(13,279,98.0,'2016-01-01','2016-12-31',13,73),
(13,281,40.0,'2016-01-01','2016-12-31',13,73),
(13,283,10.0,'2016-01-01','2016-12-31',13,73),
(13,285,227.0,'2016-01-01','2016-12-31',13,73),
(13,287,11.0,'2016-01-01','2016-12-31',13,73),
(13,289,10.0,'2016-01-01','2016-12-31',13,73),
(13,291,84.0,'2016-01-01','2016-12-31',13,73),
(13,293,121.0,'2016-01-01','2016-12-31',13,73),
(13,295,350.0,'2016-01-01','2016-12-31',13,73),
(13,297,265.0,'2016-01-01','2016-12-31',13,73),
(13,299,135.0,'2016-01-01','2016-12-31',13,73),
(13,303,46.0,'2016-01-01','2016-12-31',13,73),
(13,305,96.0,'2016-01-01','2016-12-31',13,73),
(13,311,68.0,'2016-01-01','2016-12-31',13,73),
(13,313,236.0,'2016-01-01','2016-12-31',13,73),
(13,315,20.0,'2016-01-01','2016-12-31',13,73),
(13,317,45.0,'2016-01-01','2016-12-31',13,73),
(13,319,48.0,'2016-01-01','2016-12-31',13,73),
(13,321,50.0,'2016-01-01','2016-12-31',13,73),
(15,1,552.0,'2016-01-01','2016-12-31',13,73),
(15,3,2346.0,'2016-01-01','2016-12-31',13,73),
(15,7,149.0,'2016-01-01','2016-12-31',13,73),
(15,9,311.0,'2016-01-01','2016-12-31',13,73),
(16,1,837.0,'2016-01-01','2016-12-31',13,73),
(16,5,205.0,'2016-01-01','2016-12-31',13,73),
(16,7,10.0,'2016-01-01','2016-12-31',13,73),
(16,9,33.0,'2016-01-01','2016-12-31',13,73),
(16,11,111.0,'2016-01-01','2016-12-31',13,73),
(16,13,14.0,'2016-01-01','2016-12-31',13,73),
(16,17,123.0,'2016-01-01','2016-12-31',13,73),
(16,19,250.0,'2016-01-01','2016-12-31',13,73),
(16,21,26.0,'2016-01-01','2016-12-31',13,73),
(16,27,480.0,'2016-01-01','2016-12-31',13,73),
